MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
57950.513669,-20.346,1.663,-26,44,o,0,1.33,322.90582,-36.39568,740.08,4076.19,3.55,2.78,85.5,-0.45,18.33,19.66,01a57950o0560o
57950.515825,-18.665,0.401,-124,50,o,0,1.48,322.90582,-36.39568,9940.39,6267.41,3.97,2.73,-86.2,-0.431,18.07,19.1,01a57950o0564o
57950.524333,20.372,0.689,26,18,o,0,1.16,322.90582,-36.39568,701.72,4042.72,3.44,2.72,85.3,-0.455,19.03,20.33,01a57950o0581o
57950.537453,19.307,0.316,69,22,o,0,1.17,322.90582,-36.39568,680.74,4213.99,3.48,2.72,85.9,-0.451,18.91,20.24,01a57950o0607o
57954.506635,-20.444,0.657,-24,16,o,0,1.14,322.90582,-36.39568,1799.35,2382.3,3.72,2.83,84.5,-0.426,18.94,20.53,01a57954o0608o
57954.515808,-20.023,0.455,-36,16,o,0,1.17,322.90582,-36.39568,1822.5,2458.76,3.61,2.74,85.9,-0.449,19.02,20.5,01a57954o0626o
57954.52358,-21.959,2.75,-6,16,o,0,1.21,322.90582,-36.39568,1782.48,2413.02,3.73,2.93,85.9,-0.432,18.97,20.51,01a57954o0642o
57954.53443,-18.931,0.197,-97,19,o,0,0.81,322.90582,-36.39568,1756.41,2575.94,3.92,3.16,83.5,-0.412,18.9,20.53,01a57954o0662o
57958.487815,21.231,1.553,12,18,o,0,0.91,322.90582,-36.39568,8857.87,7449.75,4.57,3.09,-86.8,-0.387,18.98,20.7,01a57958o0239o
57958.498737,-21.751,2.037,-7,15,o,0,1.25,322.90582,-36.39568,1859.64,2938.86,3.9,3.07,86.4,-0.414,18.99,20.73,01a57958o0261o
57958.510859,19.731,0.365,46,17,o,0,0.83,322.90582,-36.39568,1809.54,2910.97,3.74,2.92,87.3,-0.423,19.04,20.71,01a57958o0285o
57958.522044,20.443,0.674,24,16,o,0,1.2,322.90582,-36.39568,1786.53,3072.95,3.87,2.93,87.7,-0.413,19.06,20.77,01a57958o0308o
57960.495921,21.811,1.707,7,12,o,0,1.56,322.90582,-36.39568,9232.89,6901.22,2.19,2.11,-87.9,-0.475,19.36,20.7,02a57960o0504o
57960.50665,-19.514,0.21,-57,12,o,0,1.14,322.90582,-36.39568,9219.0,6861.75,2.17,2.1,-88.1,-0.471,19.41,20.61,02a57960o0526o
57960.517911,-22.177,2.227,-5,11,o,0,1.38,322.90582,-36.39568,9283.29,6937.87,2.1,2.06,-87.8,-0.463,19.43,20.57,02a57960o0549o
57960.52932,-20.916,0.748,-16,12,o,0,1.07,322.90582,-36.39568,9300.55,6819.81,2.12,2.07,-64.3,-0.469,19.43,20.56,02a57960o0572o
57966.46832,20.993,1.0,14,14,o,0,1.26,322.90582,-36.39568,3540.68,4452.65,3.22,3.0,-89.8,-0.421,19.04,20.53,01a57966o0450o
57966.473379,21.14,1.211,13,15,o,0,1.05,322.90582,-36.39568,7113.99,5788.34,3.38,2.98,89.1,-0.415,19.1,20.58,01a57966o0460o
57966.479439,21.782,2.222,7,16,o,0,1.19,322.90582,-36.39568,3501.21,4459.79,3.54,3.37,45.5,-0.406,18.99,20.67,01a57966o0472o
57966.484303,-22.651,5.455,-3,17,o,0,0.99,322.90582,-36.39568,3493.19,4574.57,3.68,3.55,-87.6,-0.402,18.93,20.62,01a57966o0482o
57968.439848,-23.829,14.231,-1,15,o,0,1.24,322.90582,-36.39568,2300.52,4886.87,1.9,1.83,26.4,-0.468,19.05,19.65,02a57968o0399o
57968.453351,-20.155,1.0,-32,32,o,0,0.91,322.90582,-36.39568,2329.44,4924.87,1.9,1.86,6.4,-0.45,18.29,19.05,02a57968o0426o
57968.463596,19.38,2.386,64,153,o,0,0.92,322.90582,-36.39568,2264.62,4849.88,1.91,1.86,-0.3,-0.465,16.7,17.46,02a57968o0447o
57968.467003,-19.232,0.302,-74,22,o,0,0.92,322.90582,-36.39568,2249.22,4964.92,1.89,1.83,30.3,-0.458,18.74,19.3,02a57968o0454o
57970.382421,-19.274,0.809,-71,57,o,0,1.37,322.90582,-36.39568,8564.2,6064.65,3.04,2.86,13.1,-0.427,17.58,18.84,01a57970o0261o
57970.390118,-20.179,1.614,-31,50,o,0,1.15,322.90582,-36.39568,8534.65,6004.9,3.17,2.91,12.6,-0.429,18.19,18.78,01a57970o0276o
57970.397386,-18.733,0.719,-117,84,o,0,1.05,322.90582,-36.39568,8586.11,6058.36,5.28,3.85,-0.2,-0.37,17.66,18.73,01a57970o0291o
57970.404681,19.757,1.033,45,47,o,0,1.53,322.90582,-36.39568,8590.48,5917.55,3.52,3.22,70.9,-0.394,18.15,18.88,01a57970o0306o
57975.472993,-21.785,4.741,-7,33,o,0,1.07,322.90582,-36.39568,2480.88,2598.18,3.57,3.32,20.2,-0.399,18.34,19.23,01a57975o0459o
57975.482898,20.029,0.903,35,32,o,0,1.02,322.90582,-36.39568,2501.67,2676.35,3.33,3.16,32.8,-0.398,18.33,19.21,01a57975o0478o
57975.491696,20.365,1.151,26,30,o,0,1.07,322.90582,-36.39568,2441.56,2635.23,3.25,3.02,8.2,-0.419,18.34,19.16,01a57975o0495o
57975.499425,20.12,1.069,32,35,o,0,1.05,322.90582,-36.39568,2428.44,2783.38,3.47,3.27,15.9,-0.409,18.28,19.11,01a57975o0509o
57977.467882,-20.885,1.179,-16,19,o,0,1.07,322.90582,-36.39568,9845.72,6023.47,2.47,2.33,68.9,-0.465,18.94,19.7,02a57977o0468o
57977.478609,21.934,3.359,6,20,o,0,1.04,322.90582,-36.39568,9832.27,5984.9,2.63,2.5,72.0,-0.469,18.86,19.68,02a57977o0489o
57977.487285,20.066,0.719,34,25,o,0,1.29,322.90582,-36.39568,9881.5,6059.98,3.21,3.0,69.3,-0.436,18.61,19.65,02a57977o0506o
57977.494918,20.783,1.007,18,18,o,0,1.02,322.90582,-36.39568,9914.41,5946.62,2.31,2.21,-77.9,-0.48,18.94,19.61,02a57977o0521o
57979.468392,20.68,1.762,19,34,o,0,0.93,322.90582,-36.39568,1312.22,1916.7,2.88,2.47,79.7,-0.508,18.39,19.42,01a57979o0447o
57979.470468,21.419,3.0,10,30,o,0,0.94,322.90582,-36.39568,1345.5,1963.35,3.08,2.66,80.2,-0.477,18.38,19.51,01a57979o0451o
57979.482453,21.628,4.269,8,35,o,0,0.97,322.90582,-36.39568,1286.71,1935.55,3.25,2.73,83.2,-0.463,18.11,19.37,01a57979o0474o
57979.49496,-20.282,0.795,-28,22,o,0,1.18,322.90582,-36.39568,1275.55,2103.18,3.23,2.93,83.1,-0.441,18.69,19.99,01a57979o0498o
57981.443913,25.938,70.0,0,11,c,0,0.81,322.90582,-36.39568,7897.17,6489.88,2.76,2.67,-60.6,-0.379,19.64,21.4,02a57981o0415c
57981.45366,-21.459,1.016,-10,10,c,0,1.21,322.90582,-36.39568,7884.42,6453.48,2.74,2.64,-63.8,-0.378,19.61,21.33,02a57981o0435c
57981.4556,22.642,3.286,3,10,c,0,1.08,322.90582,-36.39568,7931.38,6528.58,2.74,2.65,-68.3,-0.379,19.6,21.32,02a57981o0439c
57981.464353,-18.821,0.092,-108,10,c,0,1.08,322.90582,-36.39568,7963.92,6414.71,2.75,2.64,-63.2,-0.374,19.56,21.19,02a57981o0457c
57983.452313,-19.065,0.192,-86,16,o,0,0.89,322.90582,-36.39568,3269.36,4269.27,3.28,2.84,74.8,-0.43,18.97,20.43,01a57983o0350o
57983.462737,20.754,0.864,18,16,o,0,1.02,322.90582,-36.39568,3289.23,4350.45,3.21,2.79,84.6,-0.441,19.05,20.49,01a57983o0370o
57983.464806,21.569,1.818,9,16,o,0,1.42,322.90582,-36.39568,3242.87,4282.34,3.17,2.65,88.3,-0.452,19.07,20.5,01a57983o0374o
57983.47412,-21.733,2.158,-7,16,o,0,1.23,322.90582,-36.39568,3216.43,4434.84,3.15,2.65,-89.6,-0.448,19.09,20.53,01a57983o0392o
57985.443424,-19.058,0.194,-86,17,c,0,1.36,322.90582,-36.39568,8322.68,9047.38,2.74,2.65,20.8,-0.421,18.87,20.72,02a57985o0431c
57985.451719,19.87,1.167,41,48,c,0,0.95,322.90582,-36.39568,8308.87,9009.48,3.73,3.46,51.0,-0.417,17.88,19.98,02a57985o0448c
57985.45854,-17.658,0.93,-314,292,c,0,1.08,322.90582,-36.39568,8358.69,9086.34,4.22,3.88,49.2,-0.402,15.78,18.0,02a57985o0462c
57985.464829,-21.821,1.879,-7,13,c,0,1.12,322.90582,-36.39568,8390.92,8971.89,2.94,2.84,31.2,-0.409,19.35,21.2,02a57985o0475c
57987.42364,20.559,0.819,22,18,o,0,0.95,322.90582,-36.39568,9910.63,4276.6,3.95,2.89,-88.0,-0.428,18.98,20.46,01a57987o0148o
57987.432476,-22.237,5.0,-5,23,o,0,1.2,322.90582,-36.39568,9931.75,4331.59,4.07,2.79,-87.5,-0.439,18.79,20.24,01a57987o0165o
57987.441324,19.946,0.569,38,22,o,0,1.47,322.90582,-36.39568,9872.63,4307.85,4.15,2.77,-85.2,-0.438,18.82,20.27,01a57987o0182o
57987.447069,19.574,0.472,54,25,o,0,1.33,322.90582,-36.39568,48.29,4511.71,3.8,2.8,86.5,-0.43,18.91,20.33,01a57987o0193o
57987.450167,-19.99,0.574,-37,21,o,0,0.92,322.90582,-36.39568,9862.61,4460.28,4.24,2.91,-85.0,-0.437,18.85,20.31,01a57987o0199o
57989.436466,20.586,0.562,21,12,c,0,0.72,322.90582,-36.39568,7868.38,7747.78,2.53,2.52,-81.5,-0.443,19.58,21.24,02a57989o0411c
57989.444903,23.134,5.286,2,11,c,0,0.91,322.90582,-36.39568,7854.37,7709.32,2.51,2.49,-54.5,-0.432,19.58,21.22,02a57989o0428c
57989.453352,-22.515,3.5,-4,12,c,0,1.08,322.90582,-36.39568,7919.31,7787.05,2.56,2.5,-64.6,-0.437,19.33,20.97,02a57989o0445c
57989.464269,20.947,0.833,15,13,c,0,1.13,322.90582,-36.39568,7937.98,7668.4,2.6,2.54,-79.4,-0.441,19.36,20.97,02a57989o0467c
57991.430828,23.29,9.833,2,17,o,0,0.92,322.90582,-36.39568,9361.68,9357.98,4.49,3.05,-80.5,-0.376,19.2,20.93,01a57991o0389o
57991.439859,-20.929,1.075,-15,17,o,0,1.11,322.90582,-36.39568,9380.97,9434.17,4.41,3.11,-81.5,-0.375,19.12,20.82,01a57991o0407o
57991.448358,-20.315,0.71,-27,19,o,0,0.95,322.90582,-36.39568,9317.96,9389.38,4.43,3.09,-81.4,-0.374,19.1,20.69,01a57991o0424o
57991.4574,20.248,0.646,29,19,o,0,1.09,322.90582,-36.39568,9305.2,9543.06,4.45,3.14,-81.0,-0.379,19.03,20.67,01a57991o0442o
57993.414206,21.439,1.794,10,17,o,0,1.52,322.90582,-36.39568,209.28,537.11,2.57,1.94,26.4,-0.605,19.37,20.41,02a57993o0376o
57993.417053,19.884,0.361,40,15,o,0,1.23,322.90582,-36.39568,6653.07,10399.96,2.27,1.92,2.9,-0.542,19.3,20.31,02a57993o0382o
57993.428941,21.229,1.897,12,22,o,0,0.95,322.90582,-36.39568,259.7,577.15,2.51,1.87,23.3,-0.619,19.33,20.32,02a57993o0407o
57993.429891,-21.138,1.367,-13,17,o,0,0.92,322.90582,-36.39568,6639.21,10359.06,2.37,2.05,4.9,-0.513,19.25,20.24,02a57993o0409o
57993.431315,20.729,1.09,19,20,o,0,0.72,322.90582,-36.39568,9763.83,568.57,2.33,2.22,39.5,-0.51,19.37,20.34,02a57993o0412o
57993.43847,25.317,63.0,0,17,o,0,1.13,322.90582,-36.39568,9750.84,529.47,2.32,2.16,26.7,-0.502,19.35,20.37,02a57993o0427o
57993.438946,-22.232,4.0,-5,19,o,0,0.99,322.90582,-36.39568,6704.99,10436.34,2.36,2.03,4.5,-0.493,19.29,20.28,02a57993o0428o
57993.43942,-22.7,5.619,-3,17,o,0,1.18,322.90582,-36.39568,9813.27,605.37,2.39,2.25,33.5,-0.485,19.36,20.36,02a57993o0429o
57993.445129,-21.618,2.232,-8,18,o,0,0.9,322.90582,-36.39568,9832.03,486.44,2.41,2.26,33.7,-0.482,19.41,20.37,02a57993o0441o
57993.445605,-20.818,0.907,-17,16,o,0,1.01,322.90582,-36.39568,6721.8,10317.24,2.28,1.91,4.6,-0.543,19.32,20.28,02a57993o0442o
57997.399315,20.939,1.505,15,23,o,0,1.17,322.90582,-36.39568,1455.33,2907.16,2.49,2.34,35.2,-0.453,18.73,19.45,02a57997o0265o
58007.391922,-19.885,0.564,-40,23,o,0,1.02,322.90582,-36.39568,1526.01,7831.93,3.49,2.85,-88.3,-0.426,18.7,19.79,01a58007o0364o
58007.400217,-18.85,0.306,-105,32,o,0,1.11,322.90582,-36.39568,1545.41,7903.57,3.8,3.18,-88.4,-0.402,18.41,19.62,01a58007o0382o
58007.408165,21.516,2.943,9,26,o,0,1.18,322.90582,-36.39568,1484.03,7860.41,3.66,3.07,-89.5,-0.409,18.67,19.85,01a58007o0399o
58007.416544,19.789,0.633,44,28,o,0,1.15,322.90582,-36.39568,1469.45,8009.23,3.68,3.19,-88.0,-0.407,18.61,19.86,01a58007o0417o
58011.378736,-18.754,0.117,-114,13,o,0,1.08,322.90582,-36.39568,1590.46,7610.17,3.0,2.53,-83.4,-0.468,19.28,20.72,01a58011o0335o
58011.386561,19.751,0.264,46,12,o,0,1.85,322.90582,-36.39568,1604.51,7648.32,3.18,2.67,-84.3,-0.445,19.21,20.68,01a58011o0352o
58011.394386,23.633,11.143,1,14,o,0,0.99,322.90582,-36.39568,1539.38,7573.11,3.07,2.54,-84.8,-0.467,19.26,20.71,01a58011o0369o
58011.402204,21.061,1.042,14,14,o,0,0.97,322.90582,-36.39568,1524.33,7689.64,3.12,2.63,-83.2,-0.454,19.25,20.74,01a58011o0386o
58011.428827,21.483,1.645,9,15,o,0,1.03,322.90582,-36.39568,7521.67,6562.03,2.22,2.06,-62.7,-0.442,19.33,20.38,02a58011o0409o
58011.439108,-19.201,0.141,-76,11,o,0,1.09,322.90582,-36.39568,7507.27,6522.44,2.2,2.07,-62.9,-0.435,19.4,20.5,02a58011o0431o
58011.449336,20.819,0.727,17,12,o,0,1.04,322.90582,-36.39568,7556.35,6598.25,2.28,2.11,-58.1,-0.427,19.35,20.47,02a58011o0453o
58011.459498,22.519,3.96,4,14,o,0,1.26,322.90582,-36.39568,7588.61,6481.52,2.28,2.09,-71.6,-0.441,19.2,20.36,02a58011o0475o
58013.383042,20.075,0.301,34,10,c,0,1.51,322.90582,-36.39568,9249.9,1581.0,2.82,2.58,89.7,-0.431,19.59,21.27,02a58013o0364c
58013.391385,20.925,0.667,16,10,c,0,1.07,322.90582,-36.39568,9236.94,1541.87,2.81,2.59,86.9,-0.431,19.57,21.24,02a58013o0382c
58013.399264,25.048,33.0,0,12,c,0,1.06,322.90582,-36.39568,9302.59,1618.32,2.9,2.7,-84.1,-0.423,19.55,21.25,02a58013o0399c
58013.407568,20.915,0.77,16,12,c,0,1.06,322.90582,-36.39568,9321.76,1501.61,2.97,2.7,-89.5,-0.428,19.53,21.22,02a58013o0417c
58015.368526,-20.055,0.723,-34,25,o,0,1.08,322.90582,-36.39568,9591.07,9495.93,5.32,5.09,-22.6,-0.276,18.65,20.64,01a58015o0322o
58015.376373,20.92,1.688,16,26,o,0,0.93,322.90582,-36.39568,9605.72,9535.76,5.27,4.5,-78.0,-0.327,18.71,20.59,01a58015o0339o
58015.379689,19.859,0.745,41,31,o,0,1.0,322.90582,-36.39568,46.43,9706.6,4.78,4.21,-79.8,-0.342,18.79,20.64,01a58015o0346o
58015.384295,-19.372,0.36,-65,23,o,0,1.02,322.90582,-36.39568,9555.8,9456.47,5.03,4.11,-82.0,-0.343,18.75,20.61,01a58015o0356o
58015.387516,17.358,0.067,414,28,o,0,4.67,322.90582,-36.39568,78.03,9744.06,4.44,3.91,-84.8,-0.39,18.87,20.66,01a58015o0363o
58015.392113,-20.773,1.552,-18,28,o,0,1.02,322.90582,-36.39568,9542.99,9575.09,5.89,5.18,-85.3,-0.291,18.51,20.55,01a58015o0373o
58017.365822,20.451,0.484,24,12,c,0,1.01,322.90582,-36.39568,100.68,2738.15,3.05,2.55,44.5,-0.433,19.53,21.24,02a58017o0189c
58017.374114,22.581,3.7,3,12,c,0,1.46,322.90582,-36.39568,88.22,2699.04,2.89,2.47,39.0,-0.404,19.53,21.21,02a58017o0207c
58017.378234,-20.953,0.802,-15,12,c,0,1.15,322.90582,-36.39568,9620.2,2777.16,2.76,2.62,-86.7,-0.438,19.57,21.26,02a58017o0216c
58017.382408,-22.062,1.867,-5,10,c,0,1.31,322.90582,-36.39568,154.26,2778.98,2.96,2.57,37.4,-0.404,19.47,21.19,02a58017o0225c
58017.38654,-19.976,0.295,-37,11,c,0,1.2,322.90582,-36.39568,9606.6,2739.63,2.73,2.61,-76.6,-0.44,19.5,21.22,02a58017o0234c
58017.390671,-20.92,0.596,-16,9,c,0,1.77,322.90582,-36.39568,172.17,2661.19,2.82,2.44,43.3,-0.425,19.49,21.17,02a58017o0243c
58017.39528,-20.585,0.538,-21,11,c,0,1.04,322.90582,-36.39568,9655.89,2816.22,2.78,2.71,-89.9,-0.422,19.54,21.22,02a58017o0253c
58017.403569,-21.566,1.32,-9,11,c,0,1.06,322.90582,-36.39568,9691.15,2697.27,2.74,2.62,89.9,-0.436,19.49,21.23,02a58017o0271c
58019.368301,-21.088,1.5,-13,20,o,0,1.13,322.90582,-36.39568,1581.16,9679.29,4.03,3.42,-81.9,-0.393,18.98,20.51,01a58019o0210o
58019.37609,23.387,13.2,2,21,o,0,0.98,322.90582,-36.39568,1594.72,9718.0,4.09,3.56,-84.4,-0.399,18.93,20.57,01a58019o0227o
58019.383875,20.853,1.17,16,19,o,0,1.16,322.90582,-36.39568,1546.25,9641.41,4.07,3.47,-79.7,-0.388,18.99,20.54,01a58019o0244o
58019.391665,20.467,4.133,24,98,o,0,0.95,322.90582,-36.39568,1514.38,9758.9,4.22,3.74,-79.7,-0.386,17.86,19.46,01a58019o0261o
58021.366162,22.516,2.519,4,9,c,0,0.97,322.90582,-36.39568,2774.42,4059.17,2.5,2.29,54.5,-0.434,19.62,21.27,02a58021o0325c
58021.374448,-21.39,1.013,-10,10,c,0,1.02,322.90582,-36.39568,2746.81,4018.71,2.47,2.27,55.6,-0.441,19.63,21.25,02a58021o0343c
58021.383641,21.686,1.273,8,10,c,0,1.01,322.90582,-36.39568,2812.26,4096.31,2.54,2.34,61.5,-0.44,19.58,21.25,02a58021o0363c
58021.392878,-19.551,0.164,-55,9,c,0,1.12,322.90582,-36.39568,2830.86,3978.64,2.52,2.32,62.1,-0.438,19.55,21.18,02a58021o0383c
58023.33261,-21.64,2.629,-8,21,o,0,1.05,322.90582,-36.39568,1317.21,6222.36,3.6,2.83,87.1,-0.435,18.87,20.09,01a58023o0176o
58023.342729,19.908,0.52,40,21,o,0,1.11,322.90582,-36.39568,1354.52,6301.08,3.6,2.8,-88.9,-0.433,18.91,20.12,01a58023o0198o
58023.349608,22.06,4.04,5,22,o,0,0.89,322.90582,-36.39568,1280.43,6369.05,3.49,2.72,89.7,-0.444,18.93,20.11,01a58023o0213o
