MasterID,Mag,Magerr,RA,Dec,MJD,Blend
3037130030560,18.862,0.390,322.90557,-36.39550,53972.58900,0
3037130030560,18.617,0.341,322.90556,-36.39551,53972.60063,0
3037130030560,19.083,0.441,322.90551,-36.39563,53972.61227,0
3037130030560,19.077,0.441,322.90557,-36.39555,53972.62390,0
3037130030560,19.621,0.701,322.90603,-36.39541,54085.45712,0
3037130030560,18.835,0.307,322.90572,-36.39562,53934.54499,0
3037130030560,18.777,0.298,322.90583,-36.39556,53934.55539,0
3037130030560,18.947,0.325,322.90554,-36.39553,53934.56578,0
3037130030560,19.091,0.351,322.90561,-36.39565,53934.57617,0
3037130030560,18.856,0.258,322.90573,-36.39529,53904.62804,0
3037130030560,18.842,0.256,322.90562,-36.39547,53904.63807,0
3037130030560,18.928,0.268,322.90552,-36.39539,53904.64811,0
3037130030560,19.150,0.301,322.90535,-36.39554,53904.65814,0
3037130030560,18.387,0.284,322.90569,-36.39536,53858.78839,0
3037130030560,18.409,0.279,322.90556,-36.39547,53858.79435,0
3037130030560,18.730,0.355,322.90567,-36.39556,53858.80037,0
3037130030560,18.922,0.244,322.90562,-36.39553,53883.73885,0
3037130030560,18.709,0.218,322.90596,-36.39562,53883.75580,0
3037130030560,18.939,0.245,322.90554,-36.39551,53883.77307,0
3037130030560,18.610,0.208,322.90555,-36.39546,53883.78999,0
3037130030560,18.925,0.468,322.90547,-36.39553,54061.46147,0
3037130030560,18.542,0.379,322.90589,-36.39569,54061.46926,0
3037130030560,18.698,0.420,322.90556,-36.39551,54061.47474,0
3037130030560,18.481,0.377,322.90540,-36.39571,54061.48013,0
3037130030560,18.441,0.326,322.90583,-36.39538,54015.50272,0
3037130030560,18.589,0.351,322.90574,-36.39557,54022.47741,0
3037130030560,18.927,0.425,322.90542,-36.39547,54022.48389,0
3037130030560,18.949,0.431,322.90545,-36.39564,54022.49035,0
3037130030560,19.804,0.710,322.90557,-36.39531,54022.49683,0
3037130030560,19.114,0.672,322.90574,-36.39559,53991.59280,0
3037130030560,18.720,0.575,322.90554,-36.39542,53991.60655,0
3037130030560,19.205,0.315,322.90563,-36.39552,54003.59599,0
3037130030560,19.171,0.310,322.90577,-36.39562,54003.60594,0
3037130030560,19.022,0.288,322.90572,-36.39566,54003.61591,0
3037130030560,18.827,0.261,322.90563,-36.39555,54003.62590,0
3037130030560,19.009,0.430,322.90568,-36.39554,54008.39465,0
3037130030560,18.691,0.359,322.90553,-36.39538,54008.40622,0
3037130030560,18.598,0.342,322.90555,-36.39549,54008.41800,0
3037130030560,18.633,0.348,322.90572,-36.39544,54008.42957,0
3037130030560,19.324,0.582,322.90527,-36.39527,54207.75079,0
3037130030560,19.117,0.512,322.90565,-36.39541,54207.75940,0
3037130030560,18.471,0.354,322.90568,-36.39564,54207.76795,0
3037130030560,18.830,0.432,322.90545,-36.39550,54207.77662,0
3037130030560,18.920,0.400,322.90570,-36.39557,54319.60551,0
3037130030560,18.799,0.373,322.90565,-36.39554,54319.61618,0
3037130030560,18.471,0.312,322.90570,-36.39544,54319.62672,0
3037130030560,18.718,0.358,322.90578,-36.39575,54319.63707,0
3037130030560,18.488,0.251,322.90595,-36.39564,54292.70776,0
3037130030560,18.693,0.279,322.90579,-36.39556,54292.71876,0
3037130030560,18.971,0.325,322.90576,-36.39569,54292.72981,0
3037130030560,18.894,0.312,322.90575,-36.39550,54292.74078,0
3037130030560,19.039,0.318,322.90572,-36.39548,54261.70835,0
3037130030560,19.064,0.327,322.90562,-36.39564,54261.72074,0
3037130030560,18.628,0.266,322.90562,-36.39569,54261.73321,0
3037130030560,18.685,0.293,322.90554,-36.39542,54261.74581,0
3037130030560,18.767,0.319,322.90565,-36.39557,54243.77690,0
3037130030560,18.593,0.290,322.90559,-36.39573,54243.78842,0
3037130030560,18.960,0.353,322.90550,-36.39565,54243.79991,0
3037130030560,18.379,0.259,322.90546,-36.39550,54243.81148,0
3037130030560,18.993,0.307,322.90543,-36.39549,54244.66338,0
3037130030560,18.941,0.297,322.90543,-36.39543,54244.67994,0
3037130030560,18.668,0.256,322.90573,-36.39538,54244.69656,0
3037130030560,18.698,0.258,322.90566,-36.39562,54244.71317,0
3037130030560,18.468,0.254,322.90575,-36.39537,54415.47780,0
3037130030560,18.786,0.302,322.90608,-36.39566,54415.48867,0
3037130030560,18.826,0.310,322.90591,-36.39554,54415.49952,0
3037130030560,18.910,0.327,322.90583,-36.39571,54415.51037,0
3037130030560,18.635,0.359,322.90577,-36.39564,54378.52794,0
3037130030560,18.624,0.357,322.90574,-36.39549,54378.53695,0
3037130030560,18.801,0.394,322.90571,-36.39554,54378.54598,0
3037130030560,18.631,0.364,322.90559,-36.39556,54391.42363,0
3037130030560,19.145,0.489,322.90563,-36.39551,54391.43331,0
3037130030560,19.364,0.554,322.90580,-36.39543,54391.44303,0
3037130030560,19.085,0.472,322.90572,-36.39560,54391.45270,0
3037130030560,18.850,0.311,322.90561,-36.39552,54345.55093,0
3037130030560,18.741,0.293,322.90563,-36.39557,54345.56203,0
3037130030560,18.787,0.301,322.90571,-36.39553,54345.57305,0
3037130030560,18.672,0.284,322.90557,-36.39554,54345.58406,0
3037130030560,19.118,0.370,322.90582,-36.39551,54356.47100,0
3037130030560,18.142,0.272,322.90593,-36.39574,54363.53895,0
3037130030560,18.891,0.412,322.90576,-36.39564,54363.54798,0
3037130030560,19.221,0.499,322.90547,-36.39559,54363.55703,0
3037130030560,18.510,0.333,322.90508,-36.39589,54363.56603,0
3037130030560,18.568,0.234,322.90571,-36.39543,54686.64147,0
3037130030560,19.020,0.298,322.90560,-36.39540,54686.65464,0
3037130030560,18.962,0.291,322.90562,-36.39549,54686.66775,0
3037130030560,18.826,0.271,322.90565,-36.39547,54686.68087,0
3037130030560,19.105,0.262,322.90560,-36.39542,54687.54641,0
3037130030560,18.871,0.232,322.90567,-36.39558,54687.55186,0
3037130030560,18.815,0.262,322.90569,-36.39538,54661.57442,0
3037130030560,18.570,0.231,322.90550,-36.39539,54661.58439,0
3037130030560,18.566,0.230,322.90552,-36.39556,54661.59438,0
3037130030560,18.968,0.284,322.90541,-36.39521,54661.60449,0
3037130030560,19.376,0.403,322.90564,-36.39548,54632.66105,0
3037130030560,19.659,0.490,322.90534,-36.39536,54632.67752,0
3037130030560,18.589,0.292,322.90559,-36.39568,54645.59833,0
3037130030560,18.789,0.324,322.90550,-36.39555,54645.60930,0
3037130030560,18.803,0.326,322.90557,-36.39541,54645.62047,0
3037130030560,18.808,0.326,322.90561,-36.39543,54645.63199,0
3037130030560,18.646,0.293,322.90554,-36.39543,54595.72055,0
3037130030560,18.773,0.313,322.90557,-36.39561,54595.73179,0
3037130030560,18.655,0.307,322.90566,-36.39553,54595.74318,0
3037130030560,19.172,0.471,322.90575,-36.39537,54595.75436,0
3037130030560,19.145,0.301,322.90564,-36.39545,54616.72297,0
3037130030560,18.720,0.241,322.90570,-36.39548,54616.73847,0
3037130030560,18.911,0.265,322.90555,-36.39554,54616.75412,0
3037130030560,19.097,0.291,322.90559,-36.39542,54616.77011,0
3037130030560,18.922,0.356,322.90553,-36.39546,54793.42214,0
3037130030560,19.108,0.396,322.90537,-36.39535,54793.42922,0
3037130030560,19.097,0.396,322.90572,-36.39544,54793.43561,0
3037130030560,18.967,0.287,322.90542,-36.39538,54746.41963,0
3037130030560,18.447,0.224,322.90576,-36.39539,54746.42831,0
3037130030560,19.245,0.336,322.90523,-36.39552,54746.43670,0
3037130030560,19.105,0.306,322.90546,-36.39523,54746.44520,0
3037130030560,18.762,0.281,322.90582,-36.39552,54763.49200,0
3037130030560,18.868,0.298,322.90582,-36.39539,54763.50184,0
3037130030560,18.498,0.246,322.90567,-36.39555,54763.51166,0
3037130030560,19.090,0.337,322.90563,-36.39550,54763.52148,0
3037130030560,18.610,0.235,322.90557,-36.39554,54710.51883,0
3037130030560,18.609,0.235,322.90561,-36.39566,54710.52998,0
3037130030560,18.955,0.281,322.90565,-36.39546,54710.54121,0
3037130030560,18.736,0.251,322.90585,-36.39554,54710.55240,0
3037130030560,18.892,0.272,322.90559,-36.39528,54717.48563,0
3037130030560,18.754,0.253,322.90557,-36.39537,54717.49585,0
3037130030560,19.094,0.303,322.90543,-36.39572,54717.50863,0
3037130030560,18.953,0.280,322.90579,-36.39555,54717.51883,0
3037130030560,18.446,0.229,322.90550,-36.39536,54726.48804,0
3037130030560,18.574,0.244,322.90570,-36.39552,54726.49935,0
3037130030560,18.914,0.291,322.90569,-36.39548,54726.51071,0
3037130030560,19.092,0.320,322.90584,-36.39537,54726.52207,0
3037130030560,18.734,0.319,322.90550,-36.39549,54734.55446,0
3037130030560,18.985,0.367,322.90535,-36.39537,54734.56299,0
3037130030560,18.651,0.306,322.90583,-36.39566,54734.57159,0
3037130030560,18.647,0.306,322.90531,-36.39560,54734.58021,0
3037130030560,19.248,0.291,322.90564,-36.39534,55056.65752,0
3037130030560,18.854,0.238,322.90587,-36.39545,55056.67158,0
3037130030560,18.482,0.199,322.90562,-36.39541,55056.68573,0
3037130030560,18.828,0.236,322.90544,-36.39555,55056.69988,0
3037130030560,18.462,0.328,322.90537,-36.39543,55030.51095,0
3037130030560,18.629,0.368,322.90549,-36.39567,55030.52126,0
3037130030560,18.917,0.440,322.90569,-36.39551,55030.53138,0
3037130030560,18.682,0.387,322.90588,-36.39520,55030.54158,0
3037130030560,19.002,0.409,322.90548,-36.39536,54999.74159,0
3037130030560,19.688,0.684,322.90560,-36.39528,54999.77787,0
3037130030560,18.546,0.203,322.90574,-36.39569,54953.72281,0
3037130030560,18.935,0.246,322.90562,-36.39557,54953.73595,0
3037130030560,18.848,0.234,322.90573,-36.39567,54953.74916,0
3037130030560,18.677,0.213,322.90569,-36.39555,55148.43810,0
3037130030560,18.974,0.249,322.90544,-36.39538,55148.44778,0
3037130030560,19.465,0.326,322.90563,-36.39561,55148.45746,0
3037130030560,19.738,0.381,322.90550,-36.39506,55148.46715,0
3037130030560,18.952,0.330,322.90558,-36.39561,55149.41893,0
3037130030560,18.867,0.273,322.90572,-36.39557,55149.42529,0
3037130030560,18.904,0.279,322.90552,-36.39538,55149.43164,0
3037130030560,18.707,0.246,322.90566,-36.39541,55118.43768,0
3037130030560,18.629,0.236,322.90567,-36.39572,55118.44621,0
3037130030560,18.830,0.263,322.90563,-36.39556,55118.45470,0
3037130030560,19.075,0.335,322.90579,-36.39559,55083.61934,0
3037130030560,18.781,0.286,322.90573,-36.39562,55083.63855,0
3037130030560,18.594,0.260,322.90548,-36.39545,55083.64819,0
3037130030560,19.226,0.449,322.90571,-36.39551,55094.53437,0
3037130030560,19.345,0.475,322.90574,-36.39542,55094.54310,0
3037130030560,18.649,0.405,322.90558,-36.39548,55094.56057,0
3037130030560,18.700,0.270,322.90569,-36.39550,55415.53517,0
3037130030560,18.694,0.268,322.90567,-36.39543,55415.55716,0
3037130030560,18.778,0.235,322.90554,-36.39565,55380.81903,0
3037130030560,18.751,0.295,322.90564,-36.39548,55331.72584,0
3037130030560,19.011,0.339,322.90567,-36.39530,55331.75815,0
3037130030560,18.730,0.311,322.90588,-36.39534,55506.50326,0
3037130030560,18.701,0.235,322.90548,-36.39539,55488.44879,0
3037130030560,18.957,0.315,322.90554,-36.39550,55446.54521,0
3037130030560,18.701,0.275,322.90547,-36.39575,55446.56713,0
3037130030560,19.016,0.274,322.90560,-36.39538,55708.76552,0
3037130030560,19.003,0.272,322.90586,-36.39540,55708.78009,0
3037130030560,18.985,0.270,322.90570,-36.39560,55708.79462,0
3037130030560,18.780,0.243,322.90553,-36.39570,55708.80937,0
3037130030560,18.886,0.326,322.90560,-36.39562,54356.47442,0
3037130030560,19.021,0.352,322.90571,-36.39557,54356.48573,0
3037130030560,18.604,0.281,322.90567,-36.39550,54356.49713,0
3037130030560,19.157,0.380,322.90541,-36.39552,54356.50835,0
3037130030560,18.919,0.267,322.90570,-36.39534,55741.77801,0
3037130030560,18.843,0.258,322.90569,-36.39547,55741.79436,0
3037130030560,18.455,0.215,322.90574,-36.39564,55741.81085,0
3037130030560,18.937,0.278,322.90571,-36.39562,55741.82733,0
3037130030560,18.990,0.274,322.90556,-36.39558,55765.60869,0
3037130030560,18.839,0.253,322.90569,-36.39536,55765.61722,0
3037130030560,18.504,0.213,322.90570,-36.39546,55765.63428,0
3037130030560,19.050,0.300,322.90577,-36.39552,55796.61705,0
3037130030560,18.992,0.291,322.90556,-36.39546,55796.63016,0
3037130030560,19.066,0.303,322.90575,-36.39529,55796.64331,0
3037130030560,18.687,0.249,322.90553,-36.39544,55796.65653,0
3037130030560,18.692,0.259,322.90552,-36.39547,55824.51735,0
3037130030560,18.452,0.229,322.90576,-36.39562,55824.52984,0
3037130030560,18.862,0.284,322.90568,-36.39560,55824.54224,0
3037130030560,18.634,0.252,322.90581,-36.39551,55824.55472,0
3037130030560,18.606,0.244,322.90574,-36.39548,56037.74752,0
3037130030560,18.320,0.211,322.90542,-36.39558,56037.75673,0
3037130030560,19.234,0.339,322.90554,-36.39549,56037.76580,0
3037130030560,18.761,0.262,322.90576,-36.39559,56037.77483,0
3037130030560,18.765,0.245,322.90552,-36.39558,56077.66780,0
3037130030560,18.811,0.249,322.90557,-36.39533,56077.67856,0
3037130030560,18.822,0.255,322.90572,-36.39550,56077.68924,0
3037130030560,18.838,0.256,322.90563,-36.39551,56077.69991,0
3037130030560,19.560,0.397,322.90579,-36.39553,56132.54862,0
3037130030560,18.768,0.258,322.90568,-36.39549,56132.56036,0
3037130030560,18.434,0.218,322.90568,-36.39543,56132.58404,0
3037130030560,18.883,0.217,322.90567,-36.39554,56154.62364,0
3037130030560,18.772,0.207,322.90559,-36.39547,56154.63777,0
3037130030560,18.613,0.191,322.90564,-36.39553,56154.65186,0
3037130030560,18.690,0.199,322.90562,-36.39544,56154.66607,0
3037130030560,19.365,0.341,322.90566,-36.39549,56174.57417,0
3037130030560,18.967,0.276,322.90565,-36.39532,56174.58360,0
3037130030560,18.812,0.254,322.90560,-36.39566,56174.59331,0
3037130030560,18.466,0.213,322.90563,-36.39556,56174.60300,0
3037130030560,18.912,0.268,322.90568,-36.39539,56216.46333,0
3037130030560,18.353,0.229,322.90588,-36.39550,56216.47458,0
3037130030560,18.752,0.231,322.90568,-36.39534,56216.48587,0
3037130030560,18.772,0.235,322.90552,-36.39511,56216.49718,0
3037130030560,18.749,0.261,322.90617,-36.39560,56266.44420,0
3037130030560,18.823,0.275,322.90583,-36.39540,56266.45142,0
3037130030560,18.768,0.266,322.90533,-36.39524,56266.45860,0
3037130030560,19.165,0.317,322.90537,-36.39523,56267.43366,0
3037130030560,19.325,0.347,322.90555,-36.39506,56267.44271,0
3037130030560,19.346,0.353,322.90571,-36.39529,56267.45156,0
3037130030560,18.829,0.254,322.90559,-36.39550,56404.73179,0
3037130030560,18.662,0.231,322.90565,-36.39554,56404.75385,0
3037130030560,18.737,0.239,322.90558,-36.39566,56404.76498,0
3037130030560,18.934,0.238,322.90588,-36.39539,56464.62856,0
3037130030560,18.546,0.195,322.90567,-36.39561,56464.64303,0
3037130030560,18.937,0.237,322.90570,-36.39556,56464.65738,0
3037130030560,18.947,0.238,322.90589,-36.39558,56464.67185,0
3037130030560,18.905,0.327,322.90585,-36.39580,55331.73656,0
3037130030560,19.271,0.401,322.90584,-36.39570,55331.74730,0
3037130030560,18.591,0.204,322.90556,-36.39566,55380.78518,0
3037130030560,18.952,0.237,322.90559,-36.39545,55380.80208,0
3037130030560,18.712,0.270,322.90583,-36.39540,55415.54974,0
3037130030560,19.342,0.389,322.90552,-36.39545,55446.55251,0
3037130030560,18.969,0.317,322.90560,-36.39530,55446.55980,0
3037130030560,18.950,0.267,322.90591,-36.39525,55488.46075,0
3037130030560,18.702,0.236,322.90553,-36.39561,55488.47278,0
3037130030560,19.205,0.378,322.90553,-36.39552,55506.51031,0
3037130030560,18.626,0.306,322.90588,-36.39539,55506.51736,0
