MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
58442.45046,12.904,0.582,25017,14558,o,0,0.46,64.16321,40.04256,10292.14,5875.57,4.56,2.93,-84.3,-0.464,18.71,19.84,01a58442o0558o
58442.455555,13.932,2.224,9706,21589,o,0,1.47,64.16321,40.04256,10232.76,5820.25,4.71,2.92,-83.8,-0.452,18.72,19.83,01a58442o0569o
58442.456015,15.054,0.789,3455,2726,o,0,1.35,64.16321,40.04256,853.01,5961.05,3.17,2.65,-89.6,-0.461,18.75,19.91,01a58442o0570o
58442.46945,-14.418,1.093,-6205,6784,o,0,1.28,64.16321,40.04256,791.81,5938.02,3.13,2.68,-89.2,-0.477,18.79,19.89,01a58442o0597o
58442.46991,13.303,0.624,17333,10812,o,0,1.48,64.16321,40.04256,10221.95,5994.88,4.62,2.89,-85.3,-0.457,18.75,19.84,01a58442o0598o
58442.475693,15.117,0.535,3259,1744,o,0,0.85,64.16321,40.04256,780.06,6072.68,2.8,2.62,-38.3,-0.475,18.79,19.91,01a58442o0610o
58450.439259,-16.272,3.204,-1126,3606,o,0,1.09,64.16321,40.04256,6989.3,3628.69,3.44,3.15,-85.0,-0.408,19.02,20.5,01a58450o0558o
58450.445286,-14.646,0.897,-5028,4511,o,0,1.06,64.16321,40.04256,6946.68,3614.26,3.56,3.25,-82.4,-0.403,18.99,20.51,01a58450o0571o
58450.446245,15.521,1.027,2247,2308,o,0,0.95,64.16321,40.04256,7006.6,3694.19,3.49,3.24,-80.6,-0.402,18.98,20.5,01a58450o0573o
58450.459783,16.441,5.073,963,4884,o,0,1.4,64.16321,40.04256,6936.1,3787.96,3.4,3.05,-88.6,-0.416,19.02,20.52,01a58450o0602o
58452.43778,13.675,-0.0,12304,0,o,0,-0.0,64.16321,40.04256,1883.88,6911.54,2.03,1.91,40.3,-0.487,19.64,20.99,02a58452o0501o
58452.448949,0.0,0.0,0,0,o,0,-2.0,64.16321,40.04256,1805.9,6826.53,2.07,1.89,37.4,-0.483,19.6,20.86,02a58452o0525o
58452.454559,0.0,0.0,0,0,o,0,-2.0,64.16321,40.04256,1864.07,6901.13,2.02,1.86,44.1,-0.491,19.59,20.8,02a58452o0537o
58452.468301,-12.482,0.714,-36907,26356,o,0,0.0,64.16321,40.04256,1938.67,6831.54,2.09,1.84,40.9,-0.498,19.55,20.71,02a58452o0566o
58454.440756,14.565,1.303,5418,7060,o,0,1.41,64.16321,40.04256,5730.63,6058.04,3.33,2.85,-83.1,-0.438,19.25,21.02,01a58454o0515o
58454.453245,14.19,0.619,7658,4740,o,0,1.03,64.16321,40.04256,5751.33,6146.4,3.38,2.8,-88.4,-0.435,19.26,21.05,01a58454o0542o
58454.458484,15.388,1.59,2540,4040,o,0,0.81,64.16321,40.04256,5694.64,6090.74,3.45,2.81,-89.0,-0.434,19.25,21.02,01a58454o0553o
58454.473903,14.342,0.689,6658,4584,o,0,1.29,64.16321,40.04256,5691.82,6266.34,3.65,3.04,89.0,-0.419,19.19,21.07,01a58454o0586o
58456.512845,16.249,1.142,1149,1312,c,0,0.71,64.16321,40.04256,7572.06,1926.17,2.67,2.59,-70.3,-0.408,19.63,21.4,02a58456o0578c
58456.523373,17.198,4.567,479,2189,c,0,1.79,64.16321,40.04256,7555.64,1885.27,2.68,2.61,-78.7,-0.405,19.61,21.44,02a58456o0601c
58456.531616,17.228,2.596,466,1211,c,0,0.43,64.16321,40.04256,7619.86,1967.43,2.7,2.59,-65.0,-0.409,19.63,21.46,02a58456o0616c
58456.545614,-16.377,0.423,-1021,432,c,0,1.09,64.16321,40.04256,7633.25,1845.35,2.73,2.68,71.8,-0.403,19.58,21.4,02a58456o0645c
58458.456436,-12.429,0.199,-38745,7693,o,0,1.76,64.16321,40.04256,7638.46,8984.27,4.15,3.12,-83.6,-0.399,19.22,21.14,01a58458o0543o
58458.46703,-15.933,2.453,-1537,3770,o,0,1.12,64.16321,40.04256,7663.8,9065.41,4.4,3.31,-82.5,-0.381,19.16,21.03,01a58458o0566o
58458.472881,14.095,0.597,8359,4989,o,0,1.74,64.16321,40.04256,7607.42,9009.84,4.31,3.23,-83.1,-0.381,19.22,21.06,01a58458o0578o
58458.485836,16.279,5.829,1118,6516,o,0,1.07,64.16321,40.04256,7609.64,9177.47,4.27,3.22,-85.3,-0.385,19.26,21.0,01a58458o0606o
58460.468882,-16.286,0.003,-1110,3,c,0,91.98,64.16321,40.04256,6234.86,9254.78,3.09,2.92,36.6,-0.412,19.53,21.51,02a58460o0607c
58460.47426,-17.604,0.048,-330,16,c,0,3.88,64.16321,40.04256,6219.04,9214.87,2.89,2.7,28.9,-0.432,19.62,21.51,02a58460o0618c
58460.489048,-16.414,0.003,-987,3,c,0,64.86,64.16321,40.04256,6273.62,9292.41,2.96,2.74,26.8,-0.439,19.55,21.49,02a58460o0650c
58460.492561,-18.742,0.11,-116,13,c,0,3.34,64.16321,40.04256,6287.37,9175.14,3.08,2.87,28.5,-0.42,19.52,21.48,02a58460o0657c
58462.435554,15.859,2.448,1645,4029,o,0,1.03,64.16321,40.04256,1844.76,5090.44,3.07,2.76,86.6,-0.46,19.3,21.08,01a58462o0548o
58462.442161,14.331,0.409,6723,2752,o,0,1.69,64.16321,40.04256,1878.07,5155.67,2.97,2.69,-86.3,-0.474,19.27,21.08,01a58462o0562o
58462.459911,15.374,0.877,2573,2256,o,0,1.11,64.16321,40.04256,1826.24,5144.83,3.17,2.82,88.4,-0.456,19.24,21.11,01a58462o0599o
58462.46324,-15.926,1.163,-1548,1799,o,0,0.67,64.16321,40.04256,1819.29,5273.8,2.98,2.96,-51.0,-0.455,19.26,21.11,01a58462o0606o
58466.448161,15.018,0.674,3570,2407,o,0,1.38,64.16321,40.04256,2082.15,9070.96,3.19,2.85,-83.2,-0.443,19.23,20.98,01a58466o0573o
58466.45674,-16.772,1.304,-710,926,o,0,1.29,64.16321,40.04256,2118.97,9142.87,3.36,2.96,-85.6,-0.428,19.15,20.94,01a58466o0591o
58466.467373,15.795,0.661,1745,1153,o,0,0.73,64.16321,40.04256,2071.25,9105.15,3.43,3.0,-83.6,-0.42,19.18,20.98,01a58466o0614o
58466.47314,16.021,0.806,1418,1143,o,0,1.4,64.16321,40.04256,2046.85,9241.89,3.44,2.92,-88.5,-0.428,19.2,20.96,01a58466o0626o
58470.424887,14.533,1.349,5584,7533,o,0,0.84,64.16321,40.04256,10456.97,1098.61,3.81,3.0,-81.7,-0.468,17.96,18.94,01a58470o0470o
58470.435937,-14.054,0.723,-8678,6278,o,0,1.32,64.16321,40.04256,1351.0,1276.42,3.33,3.28,61.5,-0.417,17.66,18.44,01a58470o0494o
58470.436891,-15.456,0.005,-2387,11,o,0,35001.41,64.16321,40.04256,10483.36,1184.06,4.25,3.3,-87.4,-0.454,17.53,18.43,01a58470o0496o
58470.443113,15.663,2.46,1971,4848,o,0,0.97,64.16321,40.04256,10446.12,1132.15,3.97,3.05,-81.9,-0.463,18.18,19.12,01a58470o0509o
58470.443587,-17.212,3.813,-473,1805,o,0,1.39,64.16321,40.04256,1373.51,1345.74,3.26,3.15,11.9,-0.424,18.27,19.28,01a58470o0510o
58470.457021,-16.803,6.423,-690,4432,o,0,0.52,64.16321,40.04256,10431.85,1303.0,3.97,3.07,-82.8,-0.454,18.43,19.5,01a58470o0539o
58470.460453,16.092,1.297,1328,1723,o,0,1.03,64.16321,40.04256,1331.18,1329.9,3.49,3.2,-8.2,-0.406,18.78,19.89,01a58470o0546o
58470.47579,15.029,0.467,3536,1652,o,0,1.32,64.16321,40.04256,1337.36,1502.5,3.28,3.11,39.9,-0.438,18.79,19.97,01a58470o0579o
58472.41609,-12.95,0.688,-23984,16500,o,0,2.5,64.16321,40.04256,582.96,7372.43,2.46,2.3,20.8,-0.441,18.42,18.75,02a58472o0499o
58472.428928,13.094,2.068,21017,43459,o,0,0.0,64.16321,40.04256,549.82,7332.28,2.66,2.49,26.2,-0.42,18.29,18.73,02a58472o0527o
58472.433787,-13.778,1.162,-11185,13002,o,0,0.92,64.16321,40.04256,608.02,7407.55,2.42,2.21,28.6,-0.452,18.43,18.73,02a58472o0537o
58472.4347,-16.302,1.741,-1094,1905,o,0,2.29,64.16321,40.04256,9807.12,7409.51,2.56,2.33,48.0,-0.482,18.49,18.84,02a58472o0539o
58472.44852,-15.978,3.901,-1475,5754,o,0,5.98,64.16321,40.04256,9789.25,7369.59,2.29,2.11,44.7,-0.526,18.56,18.86,02a58472o0569o
58472.448992,11.861,0.755,65407,49384,o,0,0.0,64.16321,40.04256,621.53,7289.91,2.3,2.04,27.8,-0.463,18.49,18.74,02a58472o0570o
58472.452396,13.448,0.751,15166,11388,o,0,0.0,64.16321,40.04256,9847.92,7448.92,2.13,2.01,30.9,-0.49,18.6,18.85,02a58472o0577o
58472.467347,15.498,5.729,2295,13146,o,0,0.0,64.16321,40.04256,9861.02,7333.22,2.24,2.09,39.9,-0.52,18.52,18.81,02a58472o0609o
58478.409564,13.163,0.449,19720,8859,o,0,2.12,64.16321,40.04256,5760.05,7101.79,3.38,2.88,-87.1,-0.431,18.89,20.15,01a58478o0405o
58478.420214,13.421,0.545,15544,8473,o,0,3.17,64.16321,40.04256,5784.83,7181.21,3.34,2.88,89.0,-0.438,18.92,20.19,01a58478o0427o
58478.429421,14.904,1.717,3967,6811,o,0,1.12,64.16321,40.04256,5735.3,7139.42,3.32,2.81,89.7,-0.439,18.93,20.16,01a58478o0446o
58478.439091,14.222,0.685,7433,5094,o,0,1.34,64.16321,40.04256,5734.41,7291.85,3.4,2.95,89.1,-0.435,18.89,20.15,01a58478o0467o
58480.416778,15.162,1.609,3127,5030,o,0,0.0,64.16321,40.04256,2454.05,9270.1,2.18,1.93,2.2,-0.506,19.39,20.45,02a58480o0466o
58480.429605,-14.057,0.615,-8652,5320,o,0,0.0,64.16321,40.04256,2436.78,9230.36,2.15,1.94,4.9,-0.502,19.39,20.42,02a58480o0494o
58480.434049,14.316,0.759,6819,5175,o,0,0.0,64.16321,40.04256,2494.47,9306.92,2.28,1.98,6.6,-0.503,19.38,20.43,02a58480o0503o
58480.449672,0.0,0.0,0,0,o,0,-2.0,64.16321,40.04256,2463.5,9143.26,2.24,1.96,4.5,-0.497,19.38,20.35,02a58480o0537o
58486.403345,-18.615,5.365,-130,698,o,0,0.73,64.16321,40.04256,1616.94,3271.88,3.14,2.95,-0.7,-0.44,19.24,21.07,01a58486o0465o
58486.409092,14.65,0.406,5012,2035,o,0,1.43,64.16321,40.04256,1653.54,3333.73,3.37,3.25,19.0,-0.43,19.17,21.05,01a58486o0477o
58486.424328,17.065,2.037,542,1104,o,0,0.9,64.16321,40.04256,1611.22,3310.81,3.28,3.14,3.1,-0.436,19.2,21.08,01a58486o0510o
58486.428191,16.348,1.112,1049,1166,o,0,1.44,64.16321,40.04256,1603.64,3440.42,3.6,3.35,-7.4,-0.403,19.12,21.07,01a58486o0518o
58488.404629,-17.128,0.099,-512,51,c,0,1.64,64.16321,40.04256,2158.22,7325.29,3.12,2.97,15.8,-0.41,19.36,21.42,02a58488o0452c
58488.411369,-17.225,0.498,-468,233,c,0,1.48,64.16321,40.04256,2128.28,7286.87,2.82,2.66,21.0,-0.432,19.48,21.42,02a58488o0466c
58488.425087,-16.96,0.293,-597,175,c,0,0.96,64.16321,40.04256,2185.06,7362.63,2.79,2.64,18.7,-0.435,19.46,21.42,02a58488o0496c
58488.429517,-17.181,0.445,-487,217,c,0,1.65,64.16321,40.04256,2199.93,7244.2,3.0,2.9,-34.9,-0.402,19.45,21.42,02a58488o0505c
58490.394711,14.498,0.748,5764,4310,o,0,0.67,64.16321,40.04256,9728.88,7070.25,4.0,3.27,-81.3,-0.42,19.13,21.22,01a58490o0446o
58490.403697,14.238,1.155,7325,8457,o,0,0.77,64.16321,40.04256,9757.71,7142.26,4.06,2.99,-87.1,-0.421,19.19,21.25,01a58490o0465o
58490.411377,14.05,0.464,8711,4045,o,0,1.03,64.16321,40.04256,9706.44,7093.02,4.42,3.28,-86.6,-0.399,19.2,21.24,01a58490o0481o
58490.4123,18.692,8.434,121,1022,o,0,0.84,64.16321,40.04256,161.18,7195.59,3.62,3.36,-85.8,-0.377,19.12,21.27,01a58490o0483o
58490.422933,18.499,5.385,145,779,o,0,1.23,64.16321,40.04256,192.43,7273.88,3.04,2.78,83.4,-0.418,19.32,21.27,01a58490o0506o
58490.423398,13.762,0.89,11358,10108,o,0,0.53,64.16321,40.04256,9713.59,7253.43,4.2,2.88,-83.0,-0.434,19.32,21.23,01a58490o0507o
58490.428775,-17.056,1.187,-547,649,o,0,0.7,64.16321,40.04256,138.65,7213.2,2.98,2.6,82.7,-0.424,19.33,21.27,01a58490o0518o
58490.441669,16.867,1.279,651,832,o,0,1.51,64.16321,40.04256,145.73,7373.78,3.59,3.19,89.3,-0.393,19.15,21.26,01a58490o0546o
58492.425253,-15.04,0.472,-3499,1650,c,0,0.86,64.16321,40.04256,5454.19,3429.78,2.61,2.5,-66.0,-0.404,19.59,21.5,02a58492o0488c
58492.432439,-16.354,1.488,-1044,1553,c,0,1.32,64.16321,40.04256,5439.97,3392.96,2.53,2.45,-71.1,-0.414,19.63,21.48,02a58492o0503c
58492.445712,-15.302,0.799,-2748,2197,c,0,1.31,64.16321,40.04256,5497.28,3467.07,2.6,2.46,-56.8,-0.406,19.59,21.46,02a58492o0532c
58492.451561,-15.951,1.504,-1512,2273,c,0,1.08,64.16321,40.04256,5514.29,3352.71,2.5,2.46,-68.2,-0.406,19.64,21.45,02a58492o0544c
58494.379928,14.258,0.691,7189,4968,o,0,1.35,64.16321,40.04256,3820.39,5229.41,2.83,2.75,-74.1,-0.471,19.36,21.19,01a58494o0407o
58494.392366,13.614,1.001,13016,13025,o,0,0.0,64.16321,40.04256,3849.47,5314.92,2.85,2.74,82.8,-0.464,19.32,21.17,01a58494o0434o
58494.396243,15.701,2.35,1904,4473,o,0,0.88,64.16321,40.04256,3795.02,5251.65,2.96,2.85,70.8,-0.463,19.27,21.14,01a58494o0442o
58494.410526,13.28,0.865,17701,15305,o,0,3.99,64.16321,40.04256,3799.18,5418.57,2.96,2.87,65.5,-0.459,19.26,21.06,01a58494o0473o
58496.415156,0.0,0.0,0,0,o,0,-2.0,64.16321,40.04256,5418.38,1442.7,2.21,2.07,-66.8,-0.434,19.37,20.55,02a58496o0465o
58496.424185,0.0,0.0,0,0,o,0,-2.0,64.16321,40.04256,5405.11,1405.26,2.18,2.05,-68.4,-0.441,19.43,20.59,02a58496o0484o
58496.441466,0.0,0.0,0,0,o,0,-2.0,64.16321,40.04256,5462.58,1482.34,2.17,2.1,-67.1,-0.438,19.38,20.58,02a58496o0521o
58496.45519,15.869,4.633,1631,7557,o,0,0.0,64.16321,40.04256,5524.47,1410.42,2.16,2.11,-62.2,-0.443,19.37,20.51,02a58496o0551o
