obsmjd,mag_autocorr,magerr_auto,oid,ra,dec,fid,transient_flag,astrometricrms,nobs,ngoodobs,nbestobs,referencemag,referencemagerr,medianmag,bestmedianmag,meanmag,bestmeanmag,magrms,bestmagrms,sid,s_ra,s_dec,ptffield,ccdid,hmjd,nid,mag_auto,limitmag,absphotzp,fwhmsex,fwhm_image,qaflags,flags,photcalflag,goodflag,htm20,cntr,bestastrometricrms,bestchisq,bestcon,bestlineartrend,bestmaxmag,bestmaxslope,bestmedianabsdev,bestminmag,bestnabovemeanbystd_1,bestnabovemeanbystd_3,bestnabovemeanbystd_5,bestnbelowmeanbystd_1,bestnbelowmeanbystd_3,bestnbelowmeanbystd_5,bestnconsecabovemeanbystd_1,bestnconsecabovemeanbystd_3,bestnconsecabovemeanbystd_5,bestnconsecbelowmeanbystd_1,bestnconsecbelowmeanbystd_3,bestnconsecbelowmeanbystd_5,bestnconsecfrommeanbystd_1,bestnconsecfrommeanbystd_3,bestnconsecfrommeanbystd_5,bestnmedianbufferrange,bestnpairposslope,bestpercentiles_05,bestpercentiles_10,bestpercentiles_175,bestpercentiles_25,bestpercentiles_325,bestpercentiles_40,bestpercentiles_60,bestpercentiles_675,bestpercentiles_75,bestpercentiles_825,bestpercentiles_90,bestpercentiles_95,bestskewness,bestsmallkurtosis,beststetsonj,beststetsonk,bestvonneumannratio,bestweightedmagrms,bestweightedmeanmag,chisq,con,lineartrend,maxmag,maxslope,medianabsdev,minmag,nabovemeanbystd_1,nabovemeanbystd_3,nabovemeanbystd_5,nbelowmeanbystd_1,nbelowmeanbystd_3,nbelowmeanbystd_5,nconsecabovemeanbystd_1,nconsecabovemeanbystd_3,nconsecabovemeanbystd_5,nconsecbelowmeanbystd_1,nconsecbelowmeanbystd_3,nconsecbelowmeanbystd_5,nconsecfrommeanbystd_1,nconsecfrommeanbystd_3,nconsecfrommeanbystd_5,nmedianbufferrange,npairposslope,percentiles_05,percentiles_10,percentiles_175,percentiles_25,percentiles_325,percentiles_40,percentiles_60,percentiles_675,percentiles_75,percentiles_825,percentiles_90,percentiles_95,referencemumax,skewness,smallkurtosis,stetsonj,stetsonk,uncalibmeanmag,vonneumannratio,weightedmagrms,weightedmeanmag,x,y,z,zone,s_x,s_y,s_z,pid,s_fid,sextractor,flux_auto,fluxerr_auto,mag_iso,magerr_iso,mag_aper_1,magerr_aper_1,mag_aper_2,magerr_aper_2,mag_aper_3,magerr_aper_3,mag_aper_4,magerr_aper_4,mag_aper_5,magerr_aper_5,mag_petro,magerr_petro,relphotzp,mu_threshold,mu_max,background,threshold,xpeak_image,ypeak_image,x_image,y_image,s_cntr,ismerged,x2_image,y2_image,xy_image,a_world,b_world,theta_j2000,isoarea_world,kron_radius,petro_radius,class_star,errx2_image,erry2_image,errxy_image,flux_radius_1,flux_radius_2,flux_radius_3,flux_radius_4,flux_radius_5,exptime,airmass,colorterm,airmasscolorterm,bsrms,medianskymag,moonphas,moonesb,spt_ind,s_htm20,ipac_gid,ipac_pub_date
56951.3598172,19.11257,0.07661617,42771105001343,2.870062,35.973013,1,1,4.120647e-07,85,19,17,0.0,0.0,19.15097,19.15097,19.1769,19.17464,0.1155885,0.114678,21906478002929,2.870038,35.972975,4277,10,56951.3646072,2013,19.081127,21.80015,27.805243,2.55,2.940613,0,131072,0,1,17188279791113,446287361,4.120647e-07,3.664948,1.0,0.001282676,19.52443,2.715182,0.06800461,19.03426,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,8,19.08906,19.07339,19.0597,19.05207,19.04796,19.04539,19.04168,19.04086,19.0402,19.03966,19.03921,19.03895,1.523657,31.50323,0.38137,0.7939905,1.807181,0.0756269,19.13832,3.410669,1.0,0.001267726,19.52443,2.715182,0.07005119,19.03426,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,9,19.08215,19.07258,19.06246,19.0543,19.04967,19.04679,19.04261,19.04168,19.04094,19.04033,19.03983,19.03954,0.0,1.340623,26.50228,0.3755078,0.7902884,19.56585,2.006579,0.07664673,19.1392,0.8082786221394,0.04052221635304,0.58740413598669,4316,0.808279,0.0405219,0.5874036,21906478,1,2929,3087.7822,97.92181,19.08925,0.07672074,20.49595,0.08847975,19.451147,0.07638428,19.255373,0.07613243,19.024704,0.07923187,18.984854,0.08300836,18.99928,0.092838444,99.99,-3.392989,-6.330653,363.6918,23.43332,10.0,3960.0,9.997624,3959.7751,8758719847,0,0.770158,0.771527,-0.025729,0.9036,0.8712,45.224483,2e-06,2.5,5.28,0.899622,0.000561,0.000556,1e-06,0.955842,1.47372,2.489174,2.994975,3.295177,60.0,1.1793,-0.0591342,0.142682,0.0684392,21.409092,209.254,0.0,232201331,17188279791113,101,2015-12-31 23:59:59
56958.3671272,19.046618,0.047161207,42771105001343,2.870062,35.973013,1,1,4.120647e-07,85,19,17,0.0,0.0,19.15097,19.15097,19.1769,19.17464,0.1155885,0.114678,22024805002813,2.87004,35.973003,4277,10,56958.3717972,2020,19.051382,21.682804,27.828814,2.45,3.13018,0,131088,0,1,17188279791113,446287361,4.120647e-07,3.664948,1.0,0.001282676,19.52443,2.715182,0.06800461,19.03426,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,8,19.08906,19.07339,19.0597,19.05207,19.04796,19.04539,19.04168,19.04086,19.0402,19.03966,19.03921,19.03895,1.523657,31.50323,0.38137,0.7939905,1.807181,0.0756269,19.13832,3.410669,1.0,0.001267726,19.52443,2.715182,0.07005119,19.03426,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,9,19.08215,19.07258,19.06246,19.0543,19.04967,19.04679,19.04261,19.04168,19.04094,19.04033,19.03983,19.03954,0.0,1.340623,26.50228,0.3755078,0.7902884,19.56585,2.006579,0.07664673,19.1392,0.8082786221394,0.04052221635304,0.58740413598669,4316,0.8082787,0.0405219,0.587404,22024805,1,2813,3243.1875,113.325386,19.051382,0.047161207,20.473316,0.06345935,19.41418,0.045496427,19.224718,0.046010464,18.956537,0.05105871,18.93385,0.058516994,18.959387,0.07601936,99.99,-3.576815,-6.195312,541.2167,27.708645,7.0,3958.0,7.347563,3957.5925,8760453419,0,0.832093,0.815574,0.006874,0.9252,0.9108,-73.05891,2e-06,2.5,5.28,0.103245,0.000706,0.000704,1e-06,0.937854,1.515017,2.49518,2.967615,3.206116,60.0,1.2975,0.0535822,0.0307801,0.0280023,21.029253,125.369,0.0,232201331,17188279791113,101,2015-12-31 23:59:59
56914.4983772,19.146646,0.0840377,42771105001343,2.870062,35.973013,1,1,4.120647e-07,85,19,17,0.0,0.0,19.15097,19.15097,19.1769,19.17464,0.1155885,0.114678,21363999002075,2.870056,35.973021,4277,10,56914.5026972,1979,19.152979,20.82087,27.767372,2.55,3.638495,0,12714000,0,1,17188279791113,446287361,4.120647e-07,3.664948,1.0,0.001282676,19.52443,2.715182,0.06800461,19.03426,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,8,19.08906,19.07339,19.0597,19.05207,19.04796,19.04539,19.04168,19.04086,19.0402,19.03966,19.03921,19.03895,1.523657,31.50323,0.38137,0.7939905,1.807181,0.0756269,19.13832,3.410669,1.0,0.001267726,19.52443,2.715182,0.07005119,19.03426,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,9,19.08215,19.07258,19.06246,19.0543,19.04967,19.04679,19.04261,19.04168,19.04094,19.04033,19.03983,19.03954,0.0,1.340623,26.50228,0.3755078,0.7902884,19.56585,2.006579,0.07664673,19.1392,0.8082786221394,0.04052221635304,0.58740413598669,4316,0.8082785,0.0405221,0.5874042,21363999,1,2075,2790.9844,199.32332,19.256697,0.07576375,20.63961,0.1134231,19.517504,0.079259306,19.276392,0.07803706,19.114632,0.10008267,19.080359,0.114963286,19.068089,0.12624681,99.99,-4.28581,-6.143915,2163.8425,50.931107,4.0,3948.0,4.433795,3948.283,8751101318,0,0.803126,0.796795,0.047205,0.9324,0.8784,-47.660465,1e-06,2.838255,5.28,0.281595,0.00288,0.002905,5e-06,0.988049,1.495309,2.369452,2.749825,3.038352,60.0,1.3616,0.0150876,0.071561,0.0323564,19.450636,288.54,-2.00549,232201331,17188279791117,101,2015-12-31 23:59:59
56942.4467172,19.138596,0.07716956,42771105001343,2.870062,35.973013,1,1,4.120647e-07,85,19,17,0.0,0.0,19.15097,19.15097,19.1769,19.17464,0.1155885,0.114678,21770731002085,2.870016,35.973022,4277,10,56942.4515672,2006,19.127533,20.762405,27.761087,2.25,2.836559,0,131072,0,1,17188279791113,446287361,4.120647e-07,3.664948,1.0,0.001282676,19.52443,2.715182,0.06800461,19.03426,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,8,19.08906,19.07339,19.0597,19.05207,19.04796,19.04539,19.04168,19.04086,19.0402,19.03966,19.03921,19.03895,1.523657,31.50323,0.38137,0.7939905,1.807181,0.0756269,19.13832,3.410669,1.0,0.001267726,19.52443,2.715182,0.07005119,19.03426,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,9,19.08215,19.07258,19.06246,19.0543,19.04967,19.04679,19.04261,19.04168,19.04094,19.04033,19.03983,19.03954,0.0,1.340623,26.50228,0.3755078,0.7902884,19.56585,2.006579,0.07664673,19.1392,0.8082786221394,0.04052221635304,0.58740413598669,4316,0.8082786,0.0405216,0.5874043,21770731,1,2085,2840.674,182.8563,19.13667,0.074421406,20.165684,0.08590495,19.282724,0.07390705,19.109386,0.07755024,18.93303,0.09957534,18.99688,0.12831405,19.035347,0.17473766,99.99,-4.431774,-6.398797,3086.905,61.305176,7.0,3937.0,7.343798,3937.4644,8754705223,0,0.537349,0.556136,0.006872,0.756,0.7416,-17.776001,1e-06,2.5,6.599999,0.866081,0.001611,0.00161,2e-06,0.799214,1.19212,1.962373,2.249944,2.393004,60.0,1.5464,0.0488339,0.0412114,0.0326826,19.062052,308.629,-2.47566,232201331,17188279791117,101,2015-12-31 23:59:59
56920.5234472,19.240788,0.085494116,42771105001343,2.870062,35.973013,1,1,4.120647e-07,85,19,17,0.0,0.0,19.15097,19.15097,19.1769,19.17464,0.1155885,0.114678,21436322002102,2.870025,35.973029,4277,10,56920.5279672,1983,19.233969,20.79734,27.752268,2.75,3.705763,0,131088,0,1,17188279791113,446287361,4.120647e-07,3.664948,1.0,0.001282676,19.52443,2.715182,0.06800461,19.03426,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,8,19.08906,19.07339,19.0597,19.05207,19.04796,19.04539,19.04168,19.04086,19.0402,19.03966,19.03921,19.03895,1.523657,31.50323,0.38137,0.7939905,1.807181,0.0756269,19.13832,3.410669,1.0,0.001267726,19.52443,2.715182,0.07005119,19.03426,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,9,19.08215,19.07258,19.06246,19.0543,19.04967,19.04679,19.04261,19.04168,19.04094,19.04033,19.03983,19.03954,0.0,1.340623,26.50228,0.3755078,0.7902884,19.56585,2.006579,0.07664673,19.1392,0.8082786221394,0.04052221635304,0.58740413598669,4316,0.8082785,0.0405217,0.5874044,21436322,1,2102,2554.5793,187.77959,19.336866,0.07897282,20.773756,0.12367717,19.563124,0.080113664,19.344269,0.08086653,19.195107,0.107046835,19.184101,0.1296944,19.07056,0.15651022,99.99,-4.260773,-5.897542,1927.4834,52.051693,6.0,3947.0,5.913027,3946.8665,8752613850,0,0.909964,0.734229,0.11904,0.9972,0.8316,-63.261787,1e-06,2.733069,6.599999,0.486409,0.003205,0.003165,1e-05,1.005652,1.479576,2.32512,2.762297,3.186756,60.0,1.7148,0.0945518,-0.00635828,0.0306035,19.568918,221.088,-0.234771,232201331,17188279791117,101,2015-12-31 23:59:59
56925.4915972,19.179068,0.05067299,42771105001343,2.870062,35.973013,1,1,4.120647e-07,85,19,17,0.0,0.0,19.15097,19.15097,19.1769,19.17464,0.1155885,0.114678,21524531002804,2.870054,35.973011,4277,10,56925.4962572,1988,19.178871,21.724466,27.76134,2.15,2.53127,0,131088,0,1,17188279791113,446287361,4.120647e-07,3.664948,1.0,0.001282676,19.52443,2.715182,0.06800461,19.03426,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,8,19.08906,19.07339,19.0597,19.05207,19.04796,19.04539,19.04168,19.04086,19.0402,19.03966,19.03921,19.03895,1.523657,31.50323,0.38137,0.7939905,1.807181,0.0756269,19.13832,3.410669,1.0,0.001267726,19.52443,2.715182,0.07005119,19.03426,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,9,19.08215,19.07258,19.06246,19.0543,19.04967,19.04679,19.04261,19.04168,19.04094,19.04033,19.03983,19.03954,0.0,1.340623,26.50228,0.3755078,0.7902884,19.56585,2.006579,0.07664673,19.1392,0.8082786221394,0.04052221635304,0.58740413598669,4316,0.8082787,0.0405221,0.5874041,21524531,1,2804,2710.114,106.308815,19.178871,0.05067299,20.38634,0.065351255,19.419353,0.049069893,19.25574,0.050080925,19.079388,0.061083585,19.071918,0.07219251,19.115732,0.08610743,99.99,-3.670172,-6.431264,581.66595,30.131308,6.0,3949.0,6.207527,3949.1008,8753518050,0,0.661716,0.59902,0.031845,0.8316,0.774,-67.73309,2e-06,2.5,5.28,0.075578,0.000717,0.000706,5e-06,0.839278,1.329248,2.156369,2.56782,2.810952,60.0,1.5328,0.0768549,0.0153593,0.0274407,20.890295,165.95,0.0,232201331,17188279791113,101,2015-12-31 23:59:59
56955.3703472,19.072996,0.05243405,42771105001343,2.870062,35.973013,1,1,4.120647e-07,85,19,17,0.0,0.0,19.15097,19.15097,19.1769,19.17464,0.1155885,0.114678,21983605002859,2.870028,35.972997,4277,10,56955.3750772,2017,19.111887,21.73871,27.768478,2.15,2.19472,0,131088,0,1,17188279791113,446287361,4.120647e-07,3.664948,1.0,0.001282676,19.52443,2.715182,0.06800461,19.03426,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,8,19.08906,19.07339,19.0597,19.05207,19.04796,19.04539,19.04168,19.04086,19.0402,19.03966,19.03921,19.03895,1.523657,31.50323,0.38137,0.7939905,1.807181,0.0756269,19.13832,3.410669,1.0,0.001267726,19.52443,2.715182,0.07005119,19.03426,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,9,19.08215,19.07258,19.06246,19.0543,19.04967,19.04679,19.04261,19.04168,19.04094,19.04033,19.03983,19.03954,0.0,1.340623,26.50228,0.3755078,0.7902884,19.56585,2.006579,0.07664673,19.1392,0.8082786221394,0.04052221635304,0.58740413598669,4316,0.8082788,0.0405217,0.5874039,21983605,1,2859,2901.5923,96.894844,19.107302,0.052805495,20.180883,0.062275376,19.269136,0.05077035,19.14321,0.052149937,19.090487,0.06391012,19.124165,0.07553052,19.114378,0.07563351,99.99,-3.589329,-6.711402,566.2311,28.098026,7.0,3953.0,6.819657,3953.1062,8759931018,0,0.522199,0.505487,0.00078,0.7308,0.72,-89.0429,1e-06,2.5,4.62,0.942172,0.000413,0.000407,-1e-06,0.762592,1.225806,1.948716,2.379148,2.600102,60.0,1.2719,0.0343426,0.0550882,0.0378696,20.920763,162.491,0.0,232201331,17188279791113,101,2015-12-31 23:59:59
56912.4353172,19.244902,0.08786976,42771105001343,2.870062,35.973013,1,1,4.120647e-07,85,19,17,0.0,0.0,19.15097,19.15097,19.1769,19.17464,0.1155885,0.114678,21319085002055,2.870032,35.972995,4277,10,56912.4395472,1976,19.246498,20.840929,27.87016,2.05,3.943146,0,131088,0,1,17188279791113,446287361,4.120647e-07,3.664948,1.0,0.001282676,19.52443,2.715182,0.06800461,19.03426,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,8,19.08906,19.07339,19.0597,19.05207,19.04796,19.04539,19.04168,19.04086,19.0402,19.03966,19.03921,19.03895,1.523657,31.50323,0.38137,0.7939905,1.807181,0.0756269,19.13832,3.410669,1.0,0.001267726,19.52443,2.715182,0.07005119,19.03426,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,9,19.08215,19.07258,19.06246,19.0543,19.04967,19.04679,19.04261,19.04168,19.04094,19.04033,19.03983,19.03954,0.0,1.340623,26.50228,0.3755078,0.7902884,19.56585,2.006579,0.07664673,19.1392,0.8082786221394,0.04052221635304,0.58740413598669,4316,0.8082788,0.0405218,0.5874039,21319085,1,2055,2814.9092,213.44336,19.205523,0.07984175,20.430151,0.105423994,19.446554,0.08337804,19.234644,0.08485585,19.053223,0.110198244,19.050196,0.13510598,19.026276,0.12946497,99.99,-4.554486,-6.516961,3926.5461,68.51955,7.0,3950.0,7.343693,3949.846,8750364701,0,0.637615,0.666708,0.031341,0.8388,0.7956,-32.663033,1e-06,2.5,4.62,0.191809,0.002656,0.002646,-5e-06,0.832365,1.323186,2.034653,2.301651,2.436596,60.0,1.0867,0.176181,-0.0749124,0.0306605,18.908623,314.387,-2.95127,232201331,17188279791113,101,2015-12-31 23:59:59
56946.3976572,19.036161,0.051998023,42771105001343,2.870062,35.973013,1,1,4.120647e-07,85,19,17,0.0,0.0,19.15097,19.15097,19.1769,19.17464,0.1155885,0.114678,21826542002570,2.870046,35.97304,4277,10,56946.4025072,2008,19.034988,21.385551,27.828636,2.55,2.780994,0,131072,0,1,17188279791113,446287361,4.120647e-07,3.664948,1.0,0.001282676,19.52443,2.715182,0.06800461,19.03426,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,8,19.08906,19.07339,19.0597,19.05207,19.04796,19.04539,19.04168,19.04086,19.0402,19.03966,19.03921,19.03895,1.523657,31.50323,0.38137,0.7939905,1.807181,0.0756269,19.13832,3.410669,1.0,0.001267726,19.52443,2.715182,0.07005119,19.03426,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,9,19.08215,19.07258,19.06246,19.0543,19.04967,19.04679,19.04261,19.04168,19.04094,19.04033,19.03983,19.03954,0.0,1.340623,26.50228,0.3755078,0.7902884,19.56585,2.006579,0.07664673,19.1392,0.8082786221394,0.04052221635304,0.58740413598669,4316,0.8082784,0.040522,0.5874045,21826542,1,2570,3291.9978,130.62468,19.018045,0.051483735,20.36081,0.06500747,19.39361,0.050536804,19.17748,0.05030325,18.971354,0.05930146,18.920462,0.06754724,19.000034,0.09243446,99.99,-3.783944,-6.362209,862.5327,33.68832,9.0,3958.0,9.379598,3958.2798,8756935094,0,0.754511,0.749225,-0.016713,0.8856,0.8676,50.51558,2e-06,2.5,5.28,0.368519,0.000833,0.00083,-2e-06,0.889999,1.454406,2.409237,2.829791,3.059583,60.0,1.2858,0.0637283,0.0239866,0.0291011,20.519571,263.495,-1.01058,232201331,17188279791117,101,2015-12-31 23:59:59
56932.4330572,19.21882,0.05767476,42771105001343,2.870062,35.973013,1,1,4.120647e-07,85,19,17,0.0,0.0,19.15097,19.15097,19.1769,19.17464,0.1155885,0.114678,21607619002445,2.870038,35.97301,4277,10,56932.4378372,1995,19.214144,21.42522,27.813944,3.35,4.004602,0,131088,0,1,17188279791113,446287361,4.120647e-07,3.664948,1.0,0.001282676,19.52443,2.715182,0.06800461,19.03426,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,8,19.08906,19.07339,19.0597,19.05207,19.04796,19.04539,19.04168,19.04086,19.0402,19.03966,19.03921,19.03895,1.523657,31.50323,0.38137,0.7939905,1.807181,0.0756269,19.13832,3.410669,1.0,0.001267726,19.52443,2.715182,0.07005119,19.03426,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,9,19.08215,19.07258,19.06246,19.0543,19.04967,19.04679,19.04261,19.04168,19.04094,19.04033,19.03983,19.03954,0.0,1.340623,26.50228,0.3755078,0.7902884,19.56585,2.006579,0.07664673,19.1392,0.8082786221394,0.04052221635304,0.58740413598669,4316,0.8082787,0.0405219,0.5874041,21607619,1,2445,2753.7202,120.546745,19.257524,0.056645546,21.051716,0.098214015,19.761469,0.058967277,19.496473,0.057128668,19.18146,0.06248054,19.11107,0.06973263,19.091362,0.09227091,99.99,-3.586765,-5.713803,454.14233,28.007372,8.0,3946.0,7.967287,3945.7498,8755072597,0,1.007956,1.22118,0.056994,1.1232,1.008,-13.817978,2e-06,2.5,5.28,0.902177,0.001592,0.001603,6e-06,1.143652,1.718539,2.811818,3.373703,3.693422,60.0,1.2715,0.166967,-0.0710448,0.0326532,21.2044,81.7699,0.0,232201331,17188279791113,101,2015-12-31 23:59:59
