MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
59757.097284,-25.162,24.0,0,8,c,0,1.35,346.01523,-67.83287,8078.34,4199.83,2.58,2.5,-50.4,-0.42,19.79,21.97,03a59757o0885c
59757.121405,24.182,9.8,1,8,c,0,1.37,346.01523,-67.83287,8127.9,4273.45,2.59,2.47,-50.2,-0.412,19.81,21.97,03a59757o0936c
59757.126415,-21.825,1.125,-7,8,c,0,1.15,346.01523,-67.83287,8146.54,4160.93,2.72,2.6,-43.5,-0.405,19.75,21.98,03a59757o0947c
59758.061418,-22.79,3.5,-3,10,c,0,0.92,346.01523,-67.83287,4988.88,2025.45,2.73,2.68,2.1,-0.399,19.72,21.76,03a59758o0813c
59758.092782,-22.758,3.294,-3,9,c,0,0.69,346.01523,-67.83287,4968.57,1983.69,2.71,2.62,-20.7,-0.403,19.73,21.76,03a59758o0881c
59758.095679,-21.264,0.736,-11,8,c,0,1.24,346.01523,-67.83287,5019.36,2064.78,2.64,2.51,-18.6,-0.403,19.78,21.77,03a59758o0887c
59758.10069,-21.247,0.725,-12,8,c,0,1.2,346.01523,-67.83287,5039.6,1950.86,2.72,2.59,8.8,-0.399,19.73,21.77,03a59758o0898c
59758.355169,-21.656,1.135,-8,9,c,0,0.89,346.01523,-67.83287,4083.6,8406.69,2.71,2.38,88.5,-0.362,19.6,21.67,04a59758o0662c
59758.359083,22.085,1.576,5,8,c,0,1.38,346.01523,-67.83287,4066.44,8369.1,2.76,2.49,-86.8,-0.356,19.57,21.69,04a59758o0669c
59758.363649,21.155,0.655,12,8,c,0,1.03,346.01523,-67.83287,4136.45,8449.79,2.66,2.39,90.0,-0.357,19.61,21.7,04a59758o0679c
59758.368763,21.75,1.02,7,7,c,0,1.55,346.01523,-67.83287,4161.55,8336.24,2.61,2.32,-81.4,-0.36,19.61,21.7,04a59758o0690c
59759.392914,-21.893,1.259,-6,8,c,0,0.79,346.01523,-67.83287,4169.45,8191.07,2.61,1.85,-76.2,-0.395,19.76,21.75,04a59759o0810c
59759.396141,22.745,2.462,3,7,c,0,1.08,346.01523,-67.83287,4185.07,8226.62,2.45,1.85,-78.0,-0.4,19.78,21.74,04a59759o0816c
59759.402913,22.568,1.871,3,6,c,0,1.39,346.01523,-67.83287,4127.44,8145.35,2.49,1.83,-76.0,-0.397,19.8,21.72,04a59759o0830c
59759.416774,23.977,8.0,1,7,c,0,1.36,346.01523,-67.83287,4101.22,8250.75,2.58,1.84,-74.7,-0.405,19.76,21.71,04a59759o0857c
59760.31382,21.522,0.846,9,8,c,0,1.41,346.01523,-67.83287,7072.24,504.8,2.54,2.22,-14.4,-0.376,19.77,21.78,04a59760o0779c
59760.345318,22.651,2.591,3,8,c,0,0.97,346.01523,-67.83287,7086.09,476.95,2.67,2.18,-20.4,-0.394,19.7,21.78,04a59760o0845c
59760.348019,-21.574,0.86,-8,7,c,0,1.2,346.01523,-67.83287,7142.18,553.15,2.72,2.28,-19.4,-0.367,19.71,21.77,04a59760o0851c
59760.352975,22.42,2.077,4,8,c,0,0.97,346.01523,-67.83287,7164.46,435.9,2.69,2.32,-16.4,-0.37,19.74,21.75,04a59760o0862c
59761.325219,22.549,2.138,4,7,c,0,1.08,346.01523,-67.83287,6200.96,6362.07,2.33,2.12,-39.8,-0.386,19.69,21.91,04a59761o0780c
59761.327473,-22.502,1.7,-4,6,c,0,1.57,346.01523,-67.83287,6183.17,6324.56,2.32,2.15,-32.0,-0.382,19.7,21.87,04a59761o0785c
59761.330625,20.781,0.416,18,7,c,0,1.21,346.01523,-67.83287,6246.09,6400.92,2.42,2.2,-28.1,-0.384,19.66,21.86,04a59761o0792c
59761.335591,21.579,0.821,8,7,c,0,1.06,346.01523,-67.83287,6270.35,6286.1,2.38,2.19,-29.4,-0.387,19.63,21.85,04a59761o0803c
59763.293325,-20.843,0.397,-17,7,c,0,1.47,346.01523,-67.83287,2714.59,6015.59,2.34,2.18,76.6,-0.359,19.59,21.65,04a59763o0751c
59763.297379,-20.978,0.523,-15,8,c,0,1.46,346.01523,-67.83287,2698.95,5977.23,2.49,2.28,75.1,-0.355,19.56,21.66,04a59763o0760c
59763.303734,-21.586,0.956,-8,8,c,0,1.02,346.01523,-67.83287,2763.82,6060.06,2.39,2.16,84.9,-0.364,19.6,21.68,04a59763o0774c
59763.319218,-21.763,1.167,-7,8,c,0,1.13,346.01523,-67.83287,2798.82,5950.07,2.46,2.27,81.6,-0.356,19.57,21.68,04a59763o0807c
59766.08767,-20.744,0.626,-18,12,o,0,0.7,346.01523,-67.83287,6210.05,4361.99,2.18,2.09,-15.3,-0.458,19.63,21.05,03a59766o0745o
59766.090373,-20.91,0.617,-16,10,o,0,1.4,346.01523,-67.83287,6190.92,4323.67,2.2,2.12,-14.9,-0.466,19.61,21.09,03a59766o0751o
59766.093097,-23.226,5.286,-2,10,o,0,1.19,346.01523,-67.83287,6245.69,4400.5,2.31,2.22,16.7,-0.454,19.6,21.06,03a59766o0757o
59766.110061,-22.43,2.314,-4,9,o,0,0.84,346.01523,-67.83287,6262.06,4285.92,2.09,2.02,-17.1,-0.471,19.69,21.1,03a59766o0794o
59777.991864,21.519,2.817,9,25,o,0,1.04,346.01523,-67.83287,5940.48,6277.6,2.43,2.29,-40.4,-0.414,18.72,19.31,03a59778o0635o
59778.016997,-19.728,0.531,-47,25,o,0,1.28,346.01523,-67.83287,5916.47,6238.97,2.52,2.39,-39.9,-0.411,18.7,19.34,03a59778o0688o
59778.020184,20.35,1.04,26,27,o,0,1.03,346.01523,-67.83287,5972.54,6316.15,2.89,2.79,-45.7,-0.398,18.56,19.34,03a59778o0694o
59778.037036,-21.216,2.0,-12,24,o,0,1.04,346.01523,-67.83287,5989.52,6200.36,2.6,2.47,-49.4,-0.408,18.68,19.34,03a59778o0729o
59780.315997,23.06,7.0,2,15,o,0,0.9,346.01523,-67.83287,9653.52,8401.93,2.89,2.46,-9.5,-0.36,19.32,20.64,04a59780o0494o
59780.318851,-21.01,1.024,-14,15,o,0,0.99,346.01523,-67.83287,9635.14,8365.92,2.78,2.39,-8.0,-0.368,19.37,20.62,04a59780o0499o
59780.322512,22.722,4.647,3,14,o,0,1.39,346.01523,-67.83287,9704.19,8439.15,2.82,2.39,-7.1,-0.37,19.33,20.62,04a59780o0507o
59780.335155,-22.0,2.367,-6,14,o,0,0.77,346.01523,-67.83287,1193.51,2340.52,2.43,1.89,43.9,-0.424,19.38,20.61,04a59780o0533o
59784.308328,-20.671,0.676,-20,13,o,0,1.02,346.01523,-67.83287,9660.62,8402.79,2.9,2.44,-9.1,-0.365,19.45,21.12,04a59784o0747o
59784.320639,-21.406,1.066,-10,11,o,0,1.43,346.01523,-67.83287,9655.13,8370.22,2.76,2.32,-8.8,-0.389,19.5,21.14,04a59784o0771o
59784.324838,22.62,4.0,3,13,o,0,0.91,346.01523,-67.83287,9721.18,8443.25,2.88,2.53,-6.6,-0.36,19.5,21.13,04a59784o0778o
59784.329846,21.431,1.16,10,11,o,0,1.12,346.01523,-67.83287,9746.19,8326.06,3.02,2.63,-7.1,-0.349,19.43,21.12,04a59784o0788o
59786.013287,22.567,1.957,3,7,c,0,1.5,346.01523,-67.83287,3173.74,2012.1,2.51,2.44,-32.3,-0.395,19.81,22.08,03a59786o0635c
59786.015139,20.867,0.467,16,8,c,0,1.47,346.01523,-67.83287,3156.17,1971.73,2.55,2.46,-35.4,-0.397,19.8,22.05,03a59786o0639c
59786.023428,20.69,0.388,19,8,c,0,1.27,346.01523,-67.83287,3207.63,2049.38,2.65,2.57,4.8,-0.4,19.76,21.97,03a59786o0655c
59786.02876,25.244,24.0,0,7,c,0,1.24,346.01523,-67.83287,3226.84,1936.67,2.48,2.42,-49.8,-0.397,19.8,21.97,03a59786o0665c
59788.346302,22.722,5.5,3,16,o,0,0.97,346.01523,-67.83287,5407.0,1866.15,2.65,2.55,5.9,-0.381,19.0,20.6,04a59788o0443o
59788.349493,-20.711,1.66,-19,31,o,0,1.0,346.01523,-67.83287,5426.37,1903.11,2.62,2.54,18.0,-0.369,18.07,19.61,04a59788o0450o
59788.35496,20.57,0.578,22,12,o,0,1.12,346.01523,-67.83287,5358.82,1821.63,2.32,2.2,-10.9,-0.39,19.22,20.65,04a59788o0461o
59788.365097,-22.27,2.806,-4,13,o,0,1.19,346.01523,-67.83287,5329.85,1931.22,2.36,2.28,-12.3,-0.386,19.16,20.59,04a59788o0483o
59796.189811,-20.68,0.652,-19,13,o,0,0.87,346.01523,-67.83287,1102.26,4052.38,2.38,1.94,63.0,-0.401,19.43,20.79,04a59796o0508o
59796.192143,-21.368,1.207,-10,12,o,0,0.86,346.01523,-67.83287,1084.18,4012.24,2.39,1.93,60.4,-0.401,19.42,20.85,04a59796o0513o
59796.194041,-20.532,0.518,-22,12,o,0,0.92,346.01523,-67.83287,1143.31,4095.31,2.33,1.89,56.4,-0.405,19.46,20.87,04a59796o0517o
59796.195403,-21.262,1.096,-11,12,o,0,0.87,346.01523,-67.83287,1163.02,3981.14,2.24,1.88,60.3,-0.41,19.44,20.88,04a59796o0520o
59796.313712,23.025,3.474,2,8,c,0,1.18,346.01523,-67.83287,617.35,6667.65,2.45,2.0,83.0,-0.377,19.81,21.76,04a59796o0586c
59796.317095,-23.626,6.0,-1,8,c,0,1.32,346.01523,-67.83287,633.41,6701.72,2.45,1.99,84.1,-0.376,19.78,21.76,04a59796o0593c
59796.322307,22.317,1.935,4,8,c,0,1.45,346.01523,-67.83287,571.2,6626.86,2.67,2.16,76.3,-0.377,19.75,21.76,04a59796o0604c
59796.355206,-21.94,1.204,-6,7,c,0,1.34,346.01523,-67.83287,530.33,6723.54,2.48,2.06,80.0,-0.376,19.83,21.82,04a59796o0674c
59798.03365,21.116,0.676,13,9,c,0,1.12,346.01523,-67.83287,7915.31,4690.56,2.74,2.71,-45.3,-0.426,19.67,21.85,03a59798o0679c
59798.037675,-25.114,26.5,0,9,c,0,0.76,346.01523,-67.83287,7934.82,4734.06,2.65,2.55,-55.6,-0.398,19.74,21.94,03a59798o0687c
59798.042928,20.488,0.365,23,8,c,0,1.1,346.01523,-67.83287,7878.08,4652.7,2.8,2.69,26.8,-0.405,19.69,22.03,03a59798o0697c
59798.054208,-23.004,3.5,-2,8,c,0,1.0,346.01523,-67.83287,7854.54,4768.18,2.45,2.39,-59.8,-0.404,19.83,22.01,03a59798o0719c
59800.222861,-19.916,0.546,-39,21,o,0,1.13,346.01523,-67.83287,1143.12,4063.72,2.42,1.97,57.0,-0.388,18.72,19.41,04a59800o0575o
59800.224684,-21.271,1.792,-11,20,o,0,1.23,346.01523,-67.83287,1128.3,4023.41,2.42,1.95,57.3,-0.381,18.75,19.44,04a59800o0579o
59800.229319,-20.217,0.611,-30,18,o,0,1.63,346.01523,-67.83287,1188.85,4108.38,2.38,1.94,55.1,-0.381,18.78,19.4,04a59800o0588o
59800.250416,-20.094,0.555,-33,18,o,0,1.12,346.01523,-67.83287,1232.84,4000.59,2.36,1.89,54.1,-0.394,18.76,19.33,04a59800o0630o
59800.260461,22.414,5.444,4,21,o,0,3.79,346.01523,-67.83287,10228.36,3967.14,2.91,1.98,-16.4,-0.387,18.84,19.48,04a59800o0651o
59800.263171,20.319,0.891,27,24,o,0,1.14,346.01523,-67.83287,10213.04,3932.29,2.89,2.04,-14.4,-0.384,18.85,19.46,04a59800o0655o
59800.284979,21.908,3.381,6,21,o,0,1.59,346.01523,-67.83287,10291.84,4008.84,2.95,1.96,-16.6,-0.382,18.89,19.52,04a59800o0701o
59800.288128,-20.317,0.812,-27,22,o,0,0.7,346.01523,-67.83287,569.04,6768.47,2.36,1.92,82.3,-0.384,18.91,19.7,04a59800o0707o
59804.200174,19.371,0.483,65,31,o,0,1.27,346.01523,-67.83287,3804.28,10337.15,3.1,2.49,-78.5,-0.343,18.44,19.02,04a59804o0528o
59804.202891,19.961,0.85,38,32,o,0,0.99,346.01523,-67.83287,3785.36,10298.32,2.97,2.37,-80.0,-0.355,18.45,18.99,04a59804o0534o
59804.203793,20.647,1.5,20,30,o,0,0.91,346.01523,-67.83287,5840.21,148.27,2.62,2.38,-15.7,-0.358,18.43,18.97,04a59804o0536o
59804.205165,-19.814,0.868,-43,37,o,0,0.93,346.01523,-67.83287,5821.95,110.18,2.55,2.39,-9.3,-0.348,18.44,18.97,04a59804o0539o
59804.205619,-20.281,1.261,-28,35,o,0,0.81,346.01523,-67.83287,3851.78,10380.35,3.02,2.37,-79.2,-0.346,18.44,18.98,04a59804o0540o
59804.208812,20.855,1.496,16,25,o,0,1.44,346.01523,-67.83287,5880.09,188.75,2.5,2.25,-11.8,-0.353,18.44,18.96,04a59804o0547o
59804.210624,-19.329,0.399,-67,27,o,0,1.4,346.01523,-67.83287,3877.67,10264.75,2.83,2.16,-78.3,-0.373,18.46,19.03,04a59804o0551o
59804.215685,19.404,0.511,63,32,o,0,1.06,346.01523,-67.83287,5902.65,73.29,2.36,2.17,-0.2,-0.37,18.52,18.94,04a59804o0562o
59812.228974,19.896,0.615,40,25,c,0,0.71,346.01523,-67.83287,4944.6,4058.11,1.95,1.84,-7.3,-0.398,18.22,20.24,04a59812o0489c
59812.232136,-21.184,1.393,-12,17,c,0,1.03,346.01523,-67.83287,4929.36,4020.61,1.95,1.84,-7.7,-0.397,18.9,20.99,04a59812o0496c
59812.237565,22.29,1.842,4,8,c,0,1.02,346.01523,-67.83287,4992.72,4100.46,2.0,1.89,-14.8,-0.395,19.55,21.74,04a59812o0508c
59812.255131,-21.098,4.923,-13,65,c,0,0.91,346.01523,-67.83287,5846.86,6705.4,2.31,1.96,-62.6,-0.398,17.29,19.25,04a59812o0546c
59813.965076,-20.65,0.519,-20,10,o,0,0.78,346.01523,-67.83287,9263.47,8416.66,2.44,1.99,-48.7,-0.414,19.61,21.0,03a59814o0547o
59813.966897,-21.741,1.5,-7,11,o,0,1.89,346.01523,-67.83287,9242.63,8379.36,2.48,2.02,-50.7,-0.41,19.58,20.99,03a59814o0551o
59813.970069,22.002,1.698,6,10,o,0,1.27,346.01523,-67.83287,9302.75,8453.92,2.51,2.06,-48.5,-0.407,19.62,21.01,03a59814o0558o
59813.975504,-25.372,36.5,0,9,o,0,1.67,346.01523,-67.83287,9324.42,8336.79,2.48,2.04,-51.4,-0.411,19.63,21.03,03a59814o0570o
59820.167727,22.0,1.786,6,10,c,0,0.91,346.01523,-67.83287,590.08,199.85,4.31,1.96,47.8,-0.35,19.78,21.93,04a59820o0445c
59820.169534,21.183,0.839,12,10,c,0,1.01,346.01523,-67.83287,572.13,158.88,4.53,1.95,47.3,-0.358,19.78,21.94,04a59820o0449c
59820.173168,-21.792,1.424,-7,10,c,0,1.1,346.01523,-67.83287,631.28,245.64,4.26,2.01,47.6,-0.352,19.76,21.91,04a59820o0457c
59820.180412,-21.976,1.643,-6,10,c,0,1.14,346.01523,-67.83287,655.36,131.05,4.47,1.98,47.2,-0.353,19.75,21.89,04a59820o0473c
59820.205261,-20.962,0.608,-15,9,c,0,1.3,346.01523,-67.83287,8869.31,294.35,3.25,2.42,-23.8,-0.338,19.78,21.82,04a59820o0526c
59820.207518,22.159,1.846,5,9,c,0,1.05,346.01523,-67.83287,8854.76,257.14,3.23,2.46,-21.0,-0.339,19.75,21.84,04a59820o0531c
59820.210688,-22.206,1.75,-5,8,c,0,1.26,346.01523,-67.83287,8911.27,331.78,3.36,2.49,-22.4,-0.328,19.73,21.85,04a59820o0538c
59820.216167,-22.545,2.5,-4,9,c,0,1.22,346.01523,-67.83287,8934.95,214.42,3.29,2.48,-24.7,-0.325,19.78,21.81,04a59820o0550c
59824.213319,21.63,2.471,8,20,c,0,1.12,346.01523,-67.83287,10201.25,10511.86,3.2,2.82,73.6,-0.388,19.76,21.81,04a59824o0370c
59824.221484,-19.892,0.372,-40,15,c,0,1.0,346.01523,-67.83287,10159.04,10463.09,2.98,2.81,74.0,-0.393,19.78,21.8,04a59824o0388c
59824.224196,-24.956,35.0,0,13,c,0,1.15,346.01523,-67.83287,3536.53,59.24,2.54,1.99,40.4,-0.395,19.79,21.79,04a59824o0394c
59824.226993,-22.009,1.587,-6,9,c,0,1.3,346.01523,-67.83287,3555.56,95.72,2.49,1.98,40.8,-0.4,19.78,21.79,04a59824o0400c
59824.235621,21.887,1.513,6,10,c,0,0.82,346.01523,-67.83287,1931.62,10349.9,3.18,2.07,-79.4,-0.378,19.77,21.79,04a59824o0419c
59824.238781,-20.365,0.325,-26,8,c,0,1.11,346.01523,-67.83287,1946.64,10385.62,3.26,2.15,-78.9,-0.365,19.78,21.8,04a59824o0426c
59825.889291,21.601,1.387,8,12,o,0,1.22,346.01523,-67.83287,9984.1,3962.78,2.5,2.24,-55.6,-0.378,19.36,20.65,03a59826o0382o
59825.892023,-21.221,1.032,-12,12,o,0,0.91,346.01523,-67.83287,10037.3,4037.62,2.44,2.11,-58.8,-0.379,19.41,20.65,03a59826o0388o
59825.917044,-20.172,0.365,-31,11,o,0,1.04,346.01523,-67.83287,10055.44,3923.09,2.46,2.06,-59.7,-0.381,19.5,20.78,03a59826o0442o
59825.9189,-23.183,6.467,-2,12,o,0,0.79,346.01523,-67.83287,992.11,3737.27,2.46,2.15,-71.2,-0.394,19.49,20.78,03a59826o0446o
59828.181559,-22.176,3.262,-5,16,o,0,1.57,346.01523,-67.83287,8190.79,6178.13,2.37,1.83,-15.2,-0.441,19.05,19.89,04a59828o0460o
59828.184744,-20.115,0.332,-33,11,o,0,2.29,346.01523,-67.83287,8172.79,6141.68,2.29,1.84,-13.9,-0.437,19.03,19.89,04a59828o0467o
