oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
475304200020726,255253608,2460307.0355198556,60306.536088,19.4092712,0.118987426,0,zi,195.7070982,1.8216316,0.460000008,-0.061999999,20231228536076,475,4.0,2.0,20.2000008,25.4972706,0.0340966173,0.182620674,2.66690677e-05,30,1.26600003,2
475304200020726,256854511,2460323.0461443895,60322.5451157,19.6212177,0.136420026,0,zi,195.7071134,1.8215769,0.771000028,0.180999994,20240113545116,475,4.0,2.0,20.7000008,25.5382175,0.0266261231,0.188515797,1.63239984e-05,30,1.14999998,2
475304200020726,260042835,2460354.932245365,60354.4283565,19.7439461,0.146869704,0,zi,195.7071017,1.8216318,0.727999985,0.00899999961,20240214428356,475,4.0,2.0,20.9599991,25.5339451,0.0286748074,0.184641689,1.8888526e-05,30,1.19599998,2
475304200020726,260347508,2460357.979195345,60357.475081,19.5878677,0.133610606,0,zi,195.7070484,1.8216298,0.990999997,0.0500000007,20240217475069,475,4.0,2.0,20.8600006,25.5158672,0.0286927745,0.180455148,1.96195742e-05,30,1.14100003,2
475304200020726,261535824,2460369.8631219375,60369.3582407,19.6298733,0.137151986,0,zi,195.7070339,1.8215888,0.640999973,-0.0610000007,20240229358241,475,4.0,2.0,20.4099998,25.501873,0.0483896136,0.177659914,5.49346914e-05,30,1.28900003,2
475304200020726,268319510,2460437.7001184653,60437.1951042,19.7441864,0.146890163,0,zi,195.7070907,1.8215956,1.12699997,-0.197999999,20240507195093,475,4.0,2.0,20.9300003,25.4961853,0.0298175309,0.188061535,2.08496349e-05,30,1.21300006,1
475104200004133,44829255,2458202.7983600455,58202.2925579,19.3210201,0.074033305,0,zg,195.7070348,1.8216373,0.665000021,0.0540000014,20180325292465,475,4.0,2.0,20.7099991,26.2025585,0.0352517739,-0.0389001146,2.70987966e-05,30,1.28699994,1
475104200004133,45130695,2458205.812803932,58205.306956,19.7805786,0.102387816,0,zg,195.7072383,1.8215713,0.379000008,-0.0540000014,20180328306944,475,4.0,2.0,20.0400009,26.2463875,0.0410098583,-0.0444459543,6.01216343e-05,30,1.21200001,1
475104200004133,45131945,2458205.8253040975,58205.319456,19.3529282,0.0757159144,0,zg,195.7069647,1.8216625,0.349000007,-0.0419999994,20180328319456,475,4.0,2.0,20.1599998,26.2337418,0.0400769748,-0.0441471674,4.87393881e-05,30,1.18299997,1
475104200004133,47329363,2458227.799353948,58227.2936343,19.5066109,0.0843984857,0,zg,195.7070295,1.8216646,1.19099998,-0.108000003,20180419293275,475,4.0,2.0,21.0200005,26.1883335,0.0349892452,-0.0377114303,2.53008402e-05,30,1.14400005,1
475104200004133,47631422,2458230.8198638135,58230.3142245,19.4621258,0.0817847848,0,zg,195.7071103,1.8217095,1.36899996,-0.0799999982,20180422314213,475,4.0,2.0,21.3199997,26.2302647,0.0315747485,-0.0826092809,1.9669762e-05,30,1.15199995,1
475104200004133,49421177,2458248.7166478187,58248.2117708,19.4624081,0.0818010569,0,zg,195.7070793,1.8216726,1.579,-0.128999993,20180510211771,475,4.0,2.0,21.6299992,26.2271652,0.0280615278,-0.0602420829,1.52469165e-05,30,1.16799998,1
475104200004133,51316398,2458267.667584286,58267.1639815,19.3734016,0.0768168494,0,zg,195.7071401,1.8215667,0.894999981,-0.0759999976,20180529163970,475,4.0,2.0,19.7600002,26.237709,0.0375574902,-0.108924881,6.73835602e-05,30,1.16199994,1
475104200004133,51623837,2458270.741738999,58270.2383796,19.525465,0.0855315328,0,zg,195.7070846,1.821671,1.13699996,-0.279000014,20180601238356,475,4.0,2.0,20.4899998,26.1412373,0.0374266282,-0.0256464817,3.66471832e-05,30,1.20899999,1
475104200004133,51923881,2458273.7419330454,58273.2388194,19.509901,0.0845951214,0,zg,195.7071017,1.8217133,0.86500001,-0.00800000038,20180604238819,475,4.0,2.0,21.4500008,26.2047367,0.0308724865,-0.0762174577,1.90073624e-05,30,1.23300004,1
475104200004133,52223548,2458276.738346779,58276.2354861,19.4417152,0.0806132481,0,zg,195.7071139,1.8216897,0.493999988,-0.0460000001,20180607235486,475,4.0,2.0,21.7600002,26.2042236,0.027906213,-0.0796997026,1.52429493e-05,30,1.24899995,1
475104200004133,52521521,2458279.7178221997,58279.2152199,19.6628189,0.0942496061,0,zg,195.7070651,1.8216689,0.842000008,-0.0900000036,20180610215220,475,4.0,2.0,21.6100006,26.2038269,0.0284219794,-0.0758066475,1.57375744e-05,30,1.21300006,1
475104200004133,52823274,2458282.7350774356,58282.2327431,19.5680714,0.0881480575,0,zg,195.7071054,1.8216756,0.444999993,0.0560000017,20180613232731,475,4.0,2.0,21.1800003,26.1720867,0.0337756947,-0.0854830593,2.29800207e-05,30,1.301,1
475104200004133,53419305,2458288.694844956,58288.1930556,19.4782143,0.0827204809,0,zg,195.7070458,1.8217282,1.08800006,-0.0989999995,20180619193032,475,4.0,2.0,20.9699993,26.2063351,0.0316985063,-0.0418429114,2.12467439e-05,30,1.22000003,1
475104200004133,53819055,2458292.6919701616,58292.1905556,19.3627968,0.0762444809,0,zg,195.7070323,1.8216528,0.855000019,-0.224000007,20180623190532,475,4.0,2.0,20.4099998,26.203352,0.0377229564,-0.0318337642,4.08488522e-05,30,1.24699998,1
475104200004133,54819204,2458302.6925051073,58302.1920486,19.4737129,0.0824575946,0,zg,195.7071022,1.8217325,1.03499997,0.0329999998,20180703192049,475,4.0,2.0,21.5,26.1232872,0.0280470531,-0.0298012923,1.5430056e-05,30,1.37300003,1
475104200004133,55119384,2458305.694008717,58305.1938426,19.4304771,0.0799755976,0,zg,195.7071558,1.8216936,0.456,-0.0340000018,20180706193831,475,4.0,2.0,20.7099991,25.8884296,0.0395925604,-0.060140539,3.44020045e-05,30,1.43400002,1
475104200004133,56216831,2458316.6674199,58316.1683102,19.4214516,0.0794672593,0,zg,195.7071183,1.8217485,0.59799999,-0.202999994,20180717167789,475,4.0,2.0,20.2600002,25.9289036,0.0378419645,-0.0284665041,4.31253357e-05,30,1.46500003,1
475104200004133,71854089,2458473.039567387,58472.5408912,19.5303249,0.0858260617,0,zg,195.7070818,1.8217025,1.40100002,-0.0489999987,20181220540880,475,4.0,2.0,21.2399998,26.1988735,0.033105135,-0.0387880355,2.19993435e-05,30,1.35599995,1
475104200004133,72652092,2458481.0203843378,58480.5209259,19.4530029,0.0812590048,0,zg,195.7074267,1.8216555,0.625999987,0.0189999994,20181228520880,475,4.0,2.0,19.7999992,26.2096672,0.0451139919,-0.056538526,8.43999587e-05,30,1.34599996,1
475104200004133,73349766,2458487.9978168854,58487.497662,19.5681839,0.0881551132,0,zg,195.7070712,1.8216492,0.63499999,-0.0160000008,20190104497627,475,4.0,2.0,21.4400005,26.1910019,0.02841134,-0.0447894223,1.5971802e-05,30,1.36800003,1
475104200004133,73750167,2458492.0022336743,58491.5016782,19.5717773,0.0883793607,0,zg,195.7070849,1.8217143,0.704999983,0.061999999,20190108501643,475,4.0,2.0,21.1499996,26.1504002,0.0345893651,-0.0651883632,2.43443519e-05,30,1.28199995,1
475104200004133,74050512,2458495.005982078,58494.5051273,19.5122814,0.0847376883,0,zg,195.7070658,1.8216359,0.316000015,-0.0480000004,20190111505127,475,4.0,2.0,21.7199993,26.2090664,0.0265465043,-0.0696294084,1.35720102e-05,30,1.24000001,1
475104200004133,75146081,2458505.9627337507,58505.4608102,19.6935062,0.0963107497,0,zg,195.7074367,1.8218233,0.555000007,0.321999997,20190122460775,475,4.0,2.0,19.6399994,26.2222137,0.0448411293,-0.0506383814,9.96308809e-05,30,1.29299998,1
475104200004133,75348929,2458507.991409498,58507.489294,19.4514999,0.0811727047,0,zg,195.7069815,1.8215202,0.782999992,-0.219999999,20190124489294,475,4.0,2.0,19.5499992,26.2262173,0.0405368097,-0.0272132903,8.11031059e-05,30,1.18799996,1
475104200004133,76845934,2458522.962780728,58522.4593403,19.441143,0.0805806518,0,zg,195.7070955,1.821705,0.405000001,-0.00600000005,20190208458831,475,4.0,2.0,21.6700001,26.2209435,0.0276549757,-0.0728419796,1.48979234e-05,30,1.16799998,1
475104200004133,77247596,2458526.9797216314,58526.4759606,19.4105301,0.0788565651,0,zg,195.707029,1.8216371,0.470999986,-0.0820000023,20190212475903,475,4.0,2.0,20.4200001,25.757349,0.0412620716,-0.0278793164,4.4018394e-05,30,1.14300001,1
475104200004133,78539593,2458539.9006017447,58539.3959375,19.697155,0.0965585336,0,zg,195.7071041,1.8217075,0.486000001,0.0299999993,20190225395914,475,4.0,2.0,20.6399994,25.8819504,0.0324313492,-0.0412705466,2.47708504e-05,30,1.20200002,1
475104200004133,79335553,2458547.8606425193,58547.3555324,19.4971924,0.0838381946,0,zg,195.7070867,1.8216396,1.11500001,0.101000004,20190305355532,475,4.0,2.0,21.5300007,26.1679134,0.0276808497,-0.0372487679,1.51844179e-05,30,1.25699997,1
475104200004133,80237583,2458556.8813335076,58556.3758333,19.6942883,0.0963638201,0,zg,195.7072195,1.821641,1.03600001,0.61500001,20190314375787,475,4.0,2.0,19.7999992,26.1859035,0.0401956998,-0.0016577749,5.84279005e-05,30,1.15600002,1
475104200004133,80535262,2458559.8582278825,58559.3526273,19.4058151,0.0785944536,0,zg,195.7071119,1.8217313,0.845000029,0.175999999,20190317352593,475,4.0,2.0,19.9899998,26.2224941,0.0424119048,-0.0997156948,6.48604473e-05,30,1.17799997,1
475104200004133,81331119,2458567.8169898484,58567.3111921,19.4555893,0.0814076737,0,zg,195.7070633,1.821719,0.538999975,-0.100000001,20190325311157,475,4.0,2.0,20.6599998,26.1289654,0.0352602415,-0.0256369449,3.03523793e-05,30,1.22399998,1
475104200004133,81833414,2458572.8400113946,58572.3341435,19.3345127,0.0747398883,0,zg,195.7069811,1.8215748,0.898999989,-0.00700000022,20190330334144,475,4.0,2.0,20.6900005,25.7039127,0.0391635075,-0.0934993774,3.81363971e-05,30,1.15400004,1
