MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs,phase,uJy_clip,duJy_plot,uplim
60872.30606,20.554,0.65,22,14,c,0,0.98,195.70711,1.82167,9474.82,8827.76,2.9,2.68,-44.9,-0.39,19.25,20.81,02a60872o0137c,0.7332656888424925,22.0,14.0,False
60872.312056,-23.045,7.2,-2,16,c,0,1.06,195.70711,1.82167,9534.01,8906.19,2.96,2.7,-44.3,-0.392,19.24,20.79,02a60872o0150c,0.8254466069599512,-2.0,16.0,False
60872.324434,22.483,4.412,4,16,c,0,1.04,195.70711,1.82167,9552.84,8788.46,2.89,2.68,-38.6,-0.38,19.19,20.76,02a60872o0177c,0.01574270509733089,4.0,16.0,False
60874.988356,19.813,0.363,43,16,c,0,0.67,195.70711,1.82167,4735.46,3747.23,2.28,2.17,-0.9,-0.384,19.17,20.8,04a60875o0081c,0.9701749530407737,43.0,16.0,False
60874.991548,-20.184,0.421,-31,13,c,0,1.39,195.70711,1.82167,4755.14,3785.85,2.35,2.2,-20.0,-0.386,19.15,20.8,04a60875o0088c,0.01924791673551969,-31.0,13.0,False
60874.999319,21.92,2.054,6,13,c,0,1.13,195.70711,1.82167,4698.38,3709.34,2.35,2.27,-13.5,-0.384,19.12,20.81,04a60875o0105c,0.1387172154493631,6.0,13.0,False
60875.020792,-25.724,55.0,0,10,c,0,2.26,195.70711,1.82167,4680.65,3828.42,2.49,2.39,-20.3,-0.375,19.09,20.84,04a60875o0152c,0.4688374380717631,0.0,10.0,False
60878.984587,-20.04,1.254,-35,44,c,0,1.54,195.70711,1.82167,6765.96,5582.11,2.46,2.16,-27.5,-0.379,17.9,19.57,04a60879o0070c,0.4071733848790253,-35.0,30.0,True
60878.987766,-21.951,9.25,-6,56,c,0,1.11,195.70711,1.82167,6781.25,5619.7,2.44,2.08,-28.2,-0.382,17.52,19.18,04a60879o0077c,0.45604649005633735,-6.0,30.0,True
60879.004687,20.443,0.613,24,15,c,0,0.99,195.70711,1.82167,6724.52,5544.23,2.39,2.15,-37.6,-0.389,19.03,20.78,04a60879o0114c,0.7161854686589398,24.0,15.0,False
60879.010164,-21.268,1.036,-11,12,c,0,1.47,195.70711,1.82167,6707.1,5661.18,2.52,2.18,-35.4,-0.379,19.05,20.83,04a60879o0126c,0.8003874180300179,-11.0,12.0,False
57229.258951,22.064,6.667,5,36,o,0,1.4,195.70711,1.82167,1122.8,3771.44,4.01,3.54,-71.1,-0.454,18.44,19.43,02a57229o0034o,1.4905605263603618,5.0,30.0,True
57229.286953,19.694,0.745,48,36,o,0,1.29,195.70711,1.82167,1110.59,3784.04,4.12,3.73,-56.8,-0.425,18.43,19.53,02a57229o0073o,1.9210558681047498,48.0,30.0,True
57408.597519,23.771,25.333,1,28,o,0,1.22,195.70711,1.82167,10018.7,6422.99,3.81,3.24,85.9,-0.458,18.75,19.92,02a57408o0643o,1.5942717461001663,1.0,28.0,False
57408.598134,-22.758,10.0,-3,29,o,0,1.39,195.70711,1.82167,10313.6,7008.0,3.75,3.17,88.2,-0.444,18.78,19.93,02a57408o0644o,1.6037265933958758,-3.0,29.0,False
57408.630535,-23.545,14.0,-1,19,o,0,1.26,195.70711,1.82167,9400.12,5849.5,3.65,3.14,87.6,-0.465,19.15,20.65,02a57408o0693o,1.1018509976137052,-1.0,19.0,False
57408.651632,-19.975,0.651,-37,24,o,0,0.9,195.70711,1.82167,1638.33,3119.24,4.28,3.51,-37.7,-0.453,19.2,20.7,02a57408o0725o,1.426190695740791,-37.0,24.0,False
57445.581273,21.4,3.522,10,35,o,0,1.15,195.70711,1.82167,416.12,4377.48,4.29,3.44,-42.8,-0.442,18.58,19.5,02a57445o0730o,1.1727239184208058,10.0,30.0,True
57445.603903,19.73,0.786,47,37,o,0,1.05,195.70711,1.82167,124.03,3792.63,4.5,3.53,-38.6,-0.425,18.53,19.45,02a57445o0771o,1.520631553009878,47.0,30.0,True
57445.617201,-22.532,11.444,-4,40,o,0,1.16,195.70711,1.82167,9835.25,3816.0,3.87,3.27,67.7,-0.497,18.45,19.34,02a57445o0795o,1.7250714877949642,-4.0,30.0,True
57445.62695,-20.862,2.543,-16,42,o,0,1.03,195.70711,1.82167,1297.27,3216.29,4.5,3.5,-31.4,-0.459,18.48,19.37,02a57445o0812o,1.8749500352398543,-16.0,30.0,True
57445.650435,-20.791,2.27,-18,40,o,0,1.18,195.70711,1.82167,1574.72,3100.64,4.48,3.55,-29.7,-0.466,18.4,19.29,02a57445o0853o,1.2360022137776046,-18.0,30.0,True
57464.522804,23.112,11.5,2,24,o,0,1.12,195.70711,1.82167,451.94,3974.58,4.81,3.56,-42.1,-0.447,19.18,20.87,02a57464o0631o,1.374811671653221,2.0,24.0,False
57464.533322,-20.836,1.486,-17,25,o,0,0.92,195.70711,1.82167,10182.93,3996.01,4.17,3.37,71.5,-0.492,19.28,21.02,02a57464o0651o,1.53651262179275,-17.0,25.0,False
57464.545549,24.59,44.0,0,23,o,0,0.97,195.70711,1.82167,155.74,3392.38,5.08,3.51,-38.0,-0.441,19.25,20.97,02a57464o0674o,1.7244872858652034,0.0,23.0,False
57464.55607,-22.209,4.6,-5,22,o,0,1.19,195.70711,1.82167,9889.95,3414.18,4.16,3.58,62.5,-0.491,19.24,20.97,02a57464o0694o,1.8862343571150184,-5.0,22.0,False
57464.568238,-20.614,1.375,-21,28,o,0,0.75,195.70711,1.82167,1330.39,2815.43,4.78,3.46,-27.1,-0.497,19.18,20.87,02a57464o0717o,1.0733019708208735,-21.0,28.0,False
57464.590716,-19.544,0.432,-55,24,o,0,1.14,195.70711,1.82167,1566.36,3091.86,4.56,3.45,-29.0,-0.488,19.15,20.81,02a57464o0760o,1.4188727976043047,-55.0,24.0,False
57476.497933,-19.58,0.565,-54,30,o,0,1.04,195.70711,1.82167,767.44,3998.89,4.29,3.49,-39.7,-0.464,18.89,20.23,02a57476o0566o,1.4772776188069117,-54.0,30.0,False
57476.520118,-19.875,0.69,-41,28,o,0,1.2,195.70711,1.82167,470.93,3418.57,4.5,3.49,-37.0,-0.444,18.87,20.21,02a57476o0609o,1.8183439411269235,-41.0,28.0,False
57476.53238,-19.374,0.425,-65,28,o,0,1.42,195.70711,1.82167,10205.34,3437.46,4.25,3.58,59.2,-0.491,18.84,20.18,02a57476o0633o,1.006856685900678,-65.0,28.0,False
57476.54231,-20.128,0.984,-32,32,o,0,1.05,195.70711,1.82167,1646.06,2841.01,4.75,3.8,-24.8,-0.437,18.73,20.15,02a57476o0652o,1.1595178795200802,-32.0,30.0,True
57476.56497,20.085,1.075,34,36,o,0,1.06,195.70711,1.82167,1551.57,3095.58,5.38,4.19,-15.0,-0.381,18.47,19.94,02a57476o0695o,1.507886726218738,34.0,30.0,True
57493.414775,-21.826,4.75,-7,32,o,0,0.96,195.70711,1.82167,608.25,4066.29,4.61,3.75,-28.0,-0.431,18.67,20.07,02a57493o0395o,1.552332195548324,-7.0,30.0,True
57493.415251,20.385,1.057,26,27,o,0,1.13,195.70711,1.82167,608.16,4066.53,4.42,3.63,-40.1,-0.43,18.82,20.17,02a57493o0396o,1.559650093667685,26.0,27.0,False
57493.432778,-20.383,1.033,-26,26,o,0,1.24,195.70711,1.82167,10340.54,4083.48,4.01,3.29,71.7,-0.489,18.87,20.13,02a57493o0431o,1.8291055560114222,-26.0,26.0,False
57493.436627,21.478,3.1,9,29,o,0,1.12,195.70711,1.82167,321.23,3480.43,4.43,3.53,-41.6,-0.443,18.85,20.1,02a57493o0439o,1.8882790640000413,9.0,29.0,False
57493.44696,-21.125,2.241,-13,29,o,0,1.09,195.70711,1.82167,1477.31,2906.49,4.24,3.45,-30.5,-0.472,18.85,20.09,02a57493o0460o,1.047135873002199,-13.0,29.0,False
57493.450643,-20.426,1.3,-24,32,o,0,1.06,195.70711,1.82167,10020.46,3506.06,3.95,3.27,72.6,-0.492,18.88,20.13,02a57493o0467o,1.1037573408151695,-24.0,30.0,True
57493.46592,-20.594,1.311,-21,28,o,0,1.37,195.70711,1.82167,1549.13,3087.21,4.3,3.62,-34.8,-0.455,18.79,20.09,02a57493o0497o,1.3386218982957345,-21.0,28.0,False
57495.351817,20.263,1.828,28,52,o,0,0.89,195.70711,1.82167,9680.18,6631.35,4.37,3.13,83.9,-0.501,18.41,19.36,02a57495o0270o,1.3319035758794973,28.0,30.0,True
57506.446309,-21.121,2.417,-13,31,o,0,0.96,195.70711,1.82167,902.87,3970.64,4.63,3.78,-39.0,-0.432,18.76,20.17,02a57506o0434o,1.8956892044582552,-13.0,30.0,True
57506.464688,-20.326,1.098,-27,30,o,0,1.01,195.70711,1.82167,964.01,3931.95,4.55,3.75,-36.9,-0.449,18.75,20.12,02a57506o0470o,1.1782430894166676,-27.0,30.0,False
57506.482857,19.679,0.637,49,31,o,0,1.13,195.70711,1.82167,885.29,3912.53,4.59,3.73,-37.4,-0.442,18.7,20.01,02a57506o0506o,1.4575684899435557,49.0,30.0,True
57506.501069,21.103,2.545,13,34,o,0,1.15,195.70711,1.82167,981.94,3991.15,4.82,3.97,-35.2,-0.427,18.54,19.88,02a57506o0542o,1.737554960985605,13.0,30.0,True
57506.518663,-19.827,0.983,-43,42,o,0,0.95,195.70711,1.82167,865.2,4008.68,5.35,4.39,-33.2,-0.401,18.31,19.69,02a57506o0577o,1.0080404636216587,-43.0,30.0,True
57562.275432,-20.705,1.333,-19,25,o,0,1.05,195.70711,1.82167,2315.81,5252.29,4.26,3.76,-64.3,-0.477,19.07,20.83,02a57562o0083o,1.1978599759608684,-19.0,25.0,False
57562.301976,23.414,18.0,2,28,o,0,0.84,195.70711,1.82167,2351.37,5290.43,4.3,3.77,-54.9,-0.47,18.88,20.48,02a57562o0134o,1.6059404113494464,2.0,28.0,False
57562.313989,-20.26,1.036,-29,30,o,0,1.07,195.70711,1.82167,2373.93,5173.28,4.26,3.73,-50.6,-0.476,18.72,20.13,02a57562o0156o,1.7906250960275163,-29.0,30.0,False
57562.326332,-19.498,0.557,-58,32,o,0,0.96,195.70711,1.82167,2336.6,5230.05,4.23,3.7,-46.9,-0.476,18.62,19.94,02a57562o0178o,1.9803831133517362,-58.0,30.0,True
57566.267627,-20.666,1.316,-20,26,o,0,1.11,195.70711,1.82167,2110.15,3915.71,4.16,3.69,-46.5,-0.49,19.03,20.65,02a57566o0076o,1.5728100113035586,-20.0,26.0,False
57566.279254,-23.427,16.333,-2,25,o,0,1.05,195.70711,1.82167,2090.07,3876.75,4.21,3.68,-47.1,-0.487,19.07,20.73,02a57566o0096o,1.7515604340791662,-2.0,25.0,False
57566.292378,-19.629,0.45,-51,23,o,0,1.27,195.70711,1.82167,2146.67,3953.6,4.18,3.64,-45.0,-0.495,19.1,20.78,02a57566o0122o,1.953325338874744,-51.0,23.0,False
57566.305449,-20.31,0.833,-27,23,o,0,1.32,195.70711,1.82167,2166.38,3836.49,4.23,3.56,-34.1,-0.48,19.11,20.79,02a57566o0146o,1.1542754357480127,-27.0,23.0,False
57570.283229,20.646,4.636,20,93,o,0,0.91,195.70711,1.82167,1086.31,3655.51,4.51,3.66,-41.3,-0.48,17.62,19.13,02a57570o0097o,1.3076130737438199,20.0,30.0,True
57570.29742,21.785,7.0,7,49,o,0,0.91,195.70711,1.82167,1144.96,3732.58,4.5,3.64,-37.8,-0.484,18.33,19.9,02a57570o0125o,1.52578175440103,7.0,30.0,True
57591.242605,19.574,5.339,54,287,o,0,0.97,195.70711,1.82167,10468.62,5266.42,4.43,2.97,80.8,-0.52,17.19,16.94,02a57591o0031o,1.5315161576979635,54.0,30.0,True
57591.247139,-19.999,2.877,-36,105,o,0,1.0,195.70711,1.82167,10452.4,5227.09,4.37,2.85,83.0,-0.54,17.82,18.17,02a57591o0040o,1.6012206744967528,-36.0,30.0,True
57591.251596,20.717,2.55,19,48,o,0,1.23,195.70711,1.82167,785.58,5279.71,4.13,3.46,-51.6,-0.474,18.27,19.14,02a57591o0048o,1.6697414137079365,19.0,30.0,True
57591.255051,19.587,1.127,53,60,o,0,1.08,195.70711,1.82167,10512.7,5304.81,4.47,2.93,83.6,-0.5,18.68,19.88,02a57591o0054o,1.7228576698683744,53.0,30.0,True
57591.262334,-19.781,0.57,-44,25,o,0,0.99,195.70711,1.82167,806.87,5162.58,4.18,3.46,-48.6,-0.473,18.89,20.31,02a57591o0066o,1.834824585574279,-44.0,25.0,False
57736.654199,-20.745,3.196,-18,58,o,0,1.12,195.70711,1.82167,9692.9,8040.95,3.78,3.15,-88.6,-0.462,18.48,19.24,02a57736o0868o,1.0509024381365284,-18.0,30.0,True
57764.651912,20.863,1.702,16,28,o,0,1.04,195.70711,1.82167,822.59,5193.56,3.73,3.35,61.1,-0.446,18.81,19.85,02a57764o0861o,1.480336992210466,16.0,28.0,False
57764.668688,-20.459,1.197,-24,28,o,0,1.41,195.70711,1.82167,878.32,5273.67,3.65,3.33,65.6,-0.455,18.82,19.87,02a57764o0890o,1.7382467790805727,-24.0,28.0,False
57768.644534,22.059,6.133,6,33,o,0,0.97,195.70711,1.82167,1704.28,3311.78,3.81,3.59,71.8,-0.425,18.65,19.6,02a57768o0852o,1.861851612601209,6.0,30.0,True
57768.666917,21.288,2.871,11,32,o,0,1.28,195.70711,1.82167,1685.26,3274.45,3.74,3.51,70.6,-0.439,18.68,19.58,02a57768o0893o,1.2059619345760257,11.0,30.0,True
57768.68325,-19.531,3.109,-56,174,o,0,1.03,195.70711,1.82167,1744.15,3355.67,3.8,3.68,66.5,-0.469,17.26,16.91,02a57768o0921o,1.4570611566585017,-56.0,30.0,True
57788.63539,-21.956,3.0,-6,18,o,0,1.02,195.70711,1.82167,8980.07,5531.63,3.68,3.07,87.9,-0.452,19.5,21.17,02a57788o0812o,1.1959843802423393,-6.0,18.0,False
57788.649764,22.076,3.353,5,18,o,0,0.97,195.70711,1.82167,8962.27,5497.14,3.67,3.08,88.7,-0.448,19.47,21.14,02a57788o0836o,1.4169664544436325,5.0,18.0,False
57792.6188,-20.479,0.953,-23,22,o,0,1.29,195.70711,1.82167,1732.86,2255.09,3.75,3.6,-83.5,-0.428,19.04,20.33,02a57792o0041o,1.4358761490437217,-23.0,22.0,False
57792.637514,-20.761,1.204,-18,22,o,0,0.94,195.70711,1.82167,1713.26,2217.89,3.76,3.63,-74.1,-0.429,19.27,20.82,02a57792o0070o,1.723580235463717,-18.0,22.0,False
57792.654946,22.247,4.583,5,21,o,0,1.15,195.70711,1.82167,1775.09,2296.77,3.8,3.69,-45.9,-0.424,19.19,20.69,02a57792o0098o,1.9915751928869816,5.0,21.0,False
57792.672854,20.27,2.492,28,71,o,0,1.02,195.70711,1.82167,1798.57,2180.07,4.06,3.73,-9.1,-0.411,17.91,18.47,02a57792o0127o,1.2668880483177485,28.0,30.0,True
57800.619674,21.52,3.893,9,35,o,0,0.85,195.70711,1.82167,8817.73,5053.48,3.66,3.16,88.8,-0.452,18.64,19.54,02a57800o0604o,1.439196875988363,9.0,30.0,True
57800.651576,20.845,2.184,17,36,o,0,0.87,195.70711,1.82167,8859.96,5091.05,3.72,3.37,88.0,-0.436,18.58,19.51,02a57800o0667o,1.9296497861622495,17.0,30.0,True
57800.668752,20.069,1.648,34,56,o,0,1.03,195.70711,1.82167,8882.06,4973.97,3.64,3.11,88.9,-0.449,18.14,18.54,02a57800o0700o,1.1937090673048256,34.0,30.0,True
57804.658391,-23.759,39.0,-1,44,o,0,1.2,195.70711,1.82167,1166.4,4876.7,4.58,4.2,-87.0,-0.513,18.35,19.74,01a57804o0744o,1.5293638346916318,-1.0,30.0,True
57806.633029,19.848,0.947,42,40,o,0,1.06,195.70711,1.82167,9654.34,6343.53,4.03,3.38,-85.7,-0.596,18.74,20.56,01a57806o0815o,1.8869261751842978,42.0,30.0,True
57808.630253,-20.165,1.22,-31,38,o,0,0.91,195.70711,1.82167,8576.96,5795.04,4.06,3.56,-82.0,-0.613,18.82,20.74,01a57808o0711o,1.59171970601016,-31.0,30.0,True
57808.658132,21.24,8.75,12,101,o,0,1.01,195.70711,1.82167,8539.06,5758.31,4.3,3.83,-81.0,-0.608,17.6,19.04,01a57808o0765o,1.020324078205919,12.0,30.0,True
57810.662179,-20.281,7.0,-28,196,o,0,0.96,195.70711,1.82167,8761.51,7578.88,3.8,3.49,85.9,-0.8,16.97,18.25,01a57810o0863o,1.8300126063579034,-28.0,30.0,True
57816.621589,21.163,2.0,12,25,o,0,1.14,195.70711,1.82167,1819.92,7302.13,3.99,3.67,80.0,-0.47,19.26,21.31,01a57816o0795o,1.4484057435702915,12.0,25.0,False
57816.63561,20.631,1.357,20,28,o,0,0.89,195.70711,1.82167,1838.5,7341.08,4.07,3.77,80.5,-0.464,19.19,21.19,01a57816o0823o,1.6639608890889939,20.0,28.0,False
57816.649675,22.27,5.667,4,25,o,0,1.23,195.70711,1.82167,1778.61,7263.32,4.13,3.82,75.8,-0.458,19.02,20.88,01a57816o0851o,1.8801924790872893,4.0,25.0,False
57818.627344,-20.475,1.538,-23,36,o,0,0.97,195.70711,1.82167,1811.12,6624.76,4.71,4.26,26.3,-0.369,19.09,21.26,01a57818o0812o,1.2843526119144855,-23.0,30.0,True
57818.641436,-19.755,0.909,-46,41,o,0,1.07,195.70711,1.82167,1751.96,6546.53,4.8,4.21,24.6,-0.37,19.02,21.16,01a57818o0840o,1.5009992926883635,-46.0,30.0,True
57820.574092,23.422,23.5,2,36,o,0,1.07,195.70711,1.82167,9490.01,6865.39,3.47,3.3,-4.2,-0.465,18.55,20.4,01a57820o0729o,1.2131414690635292,2.0,30.0,True
57820.588749,-21.903,8.0,-6,50,o,0,1.21,195.70711,1.82167,9510.56,6904.32,3.43,3.34,-21.4,-0.47,18.19,20.17,01a57820o0758o,1.438474310432952,-6.0,30.0,True
57820.602301,-19.632,0.648,-51,33,o,0,1.04,195.70711,1.82167,9450.76,6828.65,3.5,3.28,-16.2,-0.467,18.52,20.5,01a57820o0785o,1.646819174017297,-51.0,30.0,True
57820.616302,-21.768,4.75,-7,34,o,0,1.25,195.70711,1.82167,9431.28,6946.05,3.34,3.2,-27.2,-0.478,18.53,20.5,01a57820o0813o,1.8620668449454203,-7.0,30.0,True
57828.552739,-19.441,0.919,-61,56,o,0,1.38,195.70711,1.82167,9703.37,5505.47,3.86,3.11,86.0,-0.467,17.94,18.59,02a57828o0630o,1.8747501766899952,-61.0,30.0,True
57828.57052,-19.826,1.593,-43,68,o,0,0.99,195.70711,1.82167,9685.84,5466.22,3.93,3.21,87.8,-0.466,17.91,18.6,02a57828o0662o,1.1481105678329913,-43.0,30.0,True
57828.580863,20.853,5.222,16,86,o,0,0.95,195.70711,1.82167,1704.7,7364.5,4.5,4.25,40.2,-0.504,18.14,19.22,01a57828o0723o,1.3071211142422972,16.0,30.0,True
57828.588015,23.762,50.0,1,57,o,0,1.74,195.70711,1.82167,9750.42,5544.66,3.85,3.06,87.6,-0.46,17.92,18.57,02a57828o0697o,1.4170740705857132,1.0,30.0,True
57828.594527,21.932,14.5,6,89,o,0,1.06,195.70711,1.82167,1722.46,7404.82,4.77,4.43,29.1,-0.467,18.05,19.14,01a57828o0750o,1.517187836227408,6.0,30.0,True
57828.595192,-19.938,1.777,-38,68,o,0,1.2,195.70711,1.82167,9769.9,5427.23,3.96,3.29,86.5,-0.46,17.88,18.57,02a57828o0712o,1.5274113703351408,-38.0,30.0,True
57828.61343,19.713,1.389,47,66,o,0,1.55,195.70711,1.82167,9735.13,5483.07,3.8,3.05,87.2,-0.48,17.9,18.51,02a57828o0748o,1.8077975585239165,47.0,30.0,True
57828.621626,20.853,5.75,17,95,o,0,1.17,195.70711,1.82167,1645.46,7443.03,4.85,4.53,45.0,-0.49,17.97,19.04,01a57828o0804o,1.9338006948043827,17.0,30.0,True
57830.55804,-19.528,0.531,-56,30,o,0,1.16,195.70711,1.82167,10176.54,5556.56,3.64,3.35,52.9,-0.463,18.74,20.21,01a57830o0670o,1.7037173692105538,-56.0,30.0,False
57830.572121,-22.164,5.556,-5,28,o,0,1.56,195.70711,1.82167,10196.95,5595.45,3.48,3.31,54.0,-0.469,18.72,20.16,01a57830o0698o,1.9201949388365689,-5.0,28.0,False
57830.574594,19.974,1.217,37,45,o,0,0.96,195.70711,1.82167,454.9,5695.31,4.31,3.77,67.7,-0.406,18.73,20.18,01a57830o0703o,1.9582141867605583,37.0,30.0,True
57830.585759,-19.755,0.651,-46,30,o,0,1.08,195.70711,1.82167,10136.75,5519.85,3.41,3.34,56.0,-0.475,18.69,20.13,01a57830o0725o,1.129861943786812,-46.0,30.0,False
57830.599732,20.327,1.378,27,37,o,0,0.99,195.70711,1.82167,10118.58,5637.34,3.57,3.51,73.5,-0.465,18.59,20.06,01a57830o0753o,1.3446791500867792,27.0,30.0,True
57830.602688,21.474,5.3,9,50,o,0,0.98,195.70711,1.82167,416.98,5655.32,4.78,3.99,73.2,-0.422,18.65,20.09,01a57830o0759o,1.3901239122032745,9.0,30.0,True
57830.616179,-23.793,50.0,-1,55,o,0,1.0,195.70711,1.82167,397.67,5771.02,5.23,4.46,74.4,-0.404,18.49,20.01,01a57830o0786o,1.5975309779395919,-1.0,30.0,True
57832.529454,23.828,19.0,1,20,o,0,1.09,195.70711,1.82167,2633.25,5471.11,3.45,3.35,61.4,-0.47,18.59,19.83,02a57832o0590o,1.0117147864174583,1.0,20.0,False
57832.540997,-20.342,0.943,-26,25,o,0,0.97,195.70711,1.82167,9066.76,7201.79,3.3,3.22,64.2,-0.481,18.95,20.63,01a57832o0645o,1.1891738153085973,-26.0,25.0,False
57832.546453,-21.352,2.074,-10,22,o,0,1.12,195.70711,1.82167,2617.23,5433.32,3.66,3.47,19.4,-0.456,18.54,19.84,02a57832o0620o,1.2730529163483817,-10.0,22.0,False
57832.5549,-19.578,0.448,-54,24,o,0,1.31,195.70711,1.82167,9087.66,7240.87,3.46,3.41,48.2,-0.47,18.89,20.62,01a57832o0673o,1.4029148602059622,-54.0,24.0,False
57832.56764,21.596,2.5,8,21,o,0,1.28,195.70711,1.82167,2676.64,5509.19,3.67,3.39,8.6,-0.462,18.51,19.77,02a57832o0660o,1.5987762505805074,8.0,21.0,False
57832.56935,-20.52,1.152,-22,26,o,0,0.96,195.70711,1.82167,9028.77,7165.03,3.22,3.18,62.9,-0.489,18.95,20.62,01a57832o0702o,1.6250653382541467,-22.0,26.0,False
57832.575387,-20.487,1.017,-23,24,o,0,0.79,195.70711,1.82167,2694.43,5391.01,3.63,3.46,64.4,-0.46,18.5,19.75,02a57832o0676o,1.7178765795171953,-23.0,24.0,False
57832.583753,-21.588,3.4,-8,29,o,0,0.94,195.70711,1.82167,9009.3,7283.16,3.46,3.43,72.3,-0.468,18.82,20.53,01a57832o0731o,1.8464932508243106,-8.0,29.0,False
57832.595408,23.051,11.2,2,24,o,0,0.87,195.70711,1.82167,2661.63,5447.92,3.87,3.73,36.3,-0.427,18.39,19.66,02a57832o0715o,1.0256741382280743,2.0,24.0,False
57833.542539,21.116,2.037,13,26,o,0,0.9,195.70711,1.82167,8329.46,4713.57,3.23,3.18,-15.2,-0.484,19.01,20.7,01a57833o0649o,1.5866156258031558,13.0,26.0,False
57833.557151,-21.559,2.941,-9,25,o,0,0.98,195.70711,1.82167,8349.88,4752.49,3.32,3.24,-29.7,-0.477,18.96,20.67,01a57833o0678o,1.8112566490641293,-9.0,25.0,False
57833.571552,-19.698,0.584,-48,28,o,0,0.91,195.70711,1.82167,8290.67,4677.24,3.44,3.33,-36.9,-0.474,18.9,20.63,01a57833o0707o,1.0326538141528638,-48.0,28.0,False
57833.585964,-21.413,2.5,-10,25,o,0,1.12,195.70711,1.82167,8270.76,4794.63,3.29,3.18,-30.5,-0.481,18.9,20.56,01a57833o0736o,1.2542200902776024,-10.0,25.0,False
57834.540391,-21.456,2.632,-10,25,o,0,0.93,195.70711,1.82167,8689.84,5480.9,3.29,3.26,6.6,-0.481,19.07,20.87,01a57834o0496o,1.9273283521878812,-10.0,25.0,False
57834.55551,20.323,0.868,27,23,o,0,1.15,195.70711,1.82167,8711.84,5519.89,3.31,3.24,-36.9,-0.487,19.04,20.83,01a57834o0526o,1.1597638593066577,27.0,23.0,False
57834.570097,-21.25,1.95,-12,22,o,0,1.41,195.70711,1.82167,8653.15,5445.34,3.53,3.45,-24.5,-0.479,18.97,20.82,01a57834o0555o,1.3840205392734783,-12.0,22.0,False
57834.584772,-21.006,1.913,-14,28,o,0,1.0,195.70711,1.82167,8632.14,5564.55,3.7,3.65,-40.8,-0.455,18.89,20.79,01a57834o0584o,1.609630107863909,-14.0,28.0,False
57837.529919,19.784,0.519,44,23,o,0,1.05,195.70711,1.82167,7844.9,6133.58,3.54,3.27,-32.1,-0.475,19.05,21.01,01a57837o0460o,1.8875411246603564,44.0,23.0,False
57837.559302,-20.835,1.467,-17,25,o,0,1.01,195.70711,1.82167,7807.19,6096.37,3.6,3.29,-36.8,-0.473,18.97,20.9,01a57837o0516o,1.3392675951729485,-17.0,25.0,False
57837.574071,-19.489,0.392,-58,23,o,0,1.12,195.70711,1.82167,7787.5,6214.91,3.71,3.42,-37.4,-0.47,18.93,20.89,01a57837o0544o,1.566322294943137,-58.0,23.0,False
57838.524828,22.649,7.4,3,23,o,0,1.07,195.70711,1.82167,10413.02,5671.38,3.73,3.66,-68.4,-0.449,19.1,21.12,01a57838o0521o,1.1830089474460208,3.0,23.0,False
57838.53951,-21.898,3.889,-6,25,o,0,1.06,195.70711,1.82167,10433.98,5710.27,3.97,3.86,-57.2,-0.431,19.04,21.12,01a57838o0549o,1.4087261322214553,-6.0,25.0,False
57838.54368,-22.688,10.0,-3,30,o,0,1.21,195.70711,1.82167,691.5,5810.85,5.07,4.39,77.4,-0.453,19.12,21.16,01a57838o0557o,1.4728346093016498,-3.0,30.0,False
57838.554062,20.761,1.379,18,25,o,0,0.78,195.70711,1.82167,10374.14,5634.8,3.7,3.6,-39.2,-0.45,19.08,21.09,01a57838o0577o,1.632444731375116,18.0,25.0,False
57838.558291,0.0,20.042,0,35,o,0,0.96,195.70711,1.82167,710.74,5849.94,4.93,4.34,75.2,-0.45,19.13,21.15,01a57838o0585o,1.6974602588219085,0.0,30.0,True
57838.568737,20.478,1.079,23,25,o,0,0.8,195.70711,1.82167,10353.78,5753.74,3.66,3.53,-50.9,-0.459,19.07,21.06,01a57838o0605o,1.858054299965547,23.0,25.0,False
57838.572917,-19.787,0.744,-44,33,o,0,0.9,195.70711,1.82167,651.44,5772.27,5.06,4.39,75.0,-0.442,19.1,21.09,01a57838o0613o,1.9223165143410308,-44.0,30.0,True
57838.587669,21.697,5.429,8,41,o,0,0.92,195.70711,1.82167,633.58,5886.75,5.14,4.49,71.4,-0.425,19.01,20.97,01a57838o0641o,1.1491098606309262,8.0,30.0,True
57842.514678,20.69,1.258,19,24,o,0,1.27,195.70711,1.82167,8992.08,8234.59,3.78,3.46,-16.6,-0.47,19.0,20.91,01a57842o0577o,1.5219075730050662,19.0,24.0,False
57842.529482,20.535,1.091,22,24,o,0,1.47,195.70711,1.82167,9012.17,8273.5,3.94,3.62,-10.9,-0.454,18.95,20.88,01a57842o0605o,1.749500353476556,22.0,24.0,False
57842.544182,20.834,1.577,17,26,o,0,1.04,195.70711,1.82167,8952.77,8196.77,3.89,3.49,-16.4,-0.468,18.93,20.81,01a57842o0633o,1.9754942654729986,17.0,26.0,False
57842.558453,20.495,1.371,23,32,o,0,0.87,195.70711,1.82167,8935.28,8313.98,3.92,3.48,-16.2,-0.464,18.92,20.79,01a57842o0660o,1.1948928449399592,23.0,30.0,True
57845.503175,-20.071,0.792,-34,27,o,0,0.9,195.70711,1.82167,10181.6,8164.0,3.81,3.69,-1.7,-0.439,19.01,20.93,01a57845o0533o,1.4662700241697837,-34.0,27.0,False
