MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs,phase,uJy_clip,duJy_plot,uplim
59324.433446,-24.251,11.889,-1,9,o,0,1.65,195.70711,1.82167,6712.43,5691.32,2.0,1.9,-86.6,-0.424,19.69,20.66,01a59324o0368o,0.14909448692802993,-1.0,9.0,False
59326.364211,20.405,0.647,25,16,o,0,0.97,195.70711,1.82167,4866.77,5687.16,2.26,1.86,30.9,-0.433,19.15,19.8,02a59326o0285o,0.8321649293431856,25.0,16.0,False
59326.36604,-20.257,0.547,-29,16,o,0,0.93,195.70711,1.82167,4886.26,5725.58,2.22,1.82,31.5,-0.431,19.16,19.76,02a59326o0289o,0.8602834916025944,-29.0,16.0,False
59326.370155,23.588,11.583,1,15,o,0,1.12,195.70711,1.82167,4827.95,5649.68,2.29,1.86,34.5,-0.423,19.07,19.63,02a59326o0298o,0.9235464131671913,1.0,15.0,False
59326.376118,24.1,18.571,1,16,o,0,1.44,195.70711,1.82167,4809.16,5766.21,2.37,1.97,33.5,-0.426,19.08,19.74,02a59326o0311o,0.015219998064778494,1.0,16.0,False
59332.439383,20.276,0.652,28,18,o,0,0.93,195.70711,1.82167,6887.11,7541.74,2.0,1.85,-80.4,-0.427,18.91,19.01,01a59332o0373o,0.23025243660127212,28.0,18.0,False
59332.44307,-20.988,1.226,-15,18,o,0,0.98,195.70711,1.82167,6907.05,7580.08,1.95,1.84,-80.9,-0.415,18.96,19.0,01a59332o0381o,0.2869353994889605,-15.0,18.0,False
59332.450484,-24.523,41.857,-1,24,o,0,0.67,195.70711,1.82167,6849.86,7501.58,2.03,1.9,-86.2,-0.405,18.89,18.97,01a59332o0397o,0.4009162745573539,-1.0,24.0,False
59332.464318,-21.289,1.81,-11,20,o,0,1.13,195.70711,1.82167,6831.26,7618.04,2.01,1.83,-88.8,-0.424,18.86,18.91,01a59332o0427o,0.613596531569114,-11.0,20.0,False
59334.414393,-22.586,5.552,-3,19,o,0,1.39,195.70711,1.82167,1130.25,8750.28,2.29,1.91,-53.4,-0.474,19.13,19.92,02a59334o0348o,0.5935338067382516,-3.0,19.0,False
59334.417604,22.106,3.415,5,18,o,0,1.18,195.70711,1.82167,1110.86,8712.0,2.45,2.05,-54.3,-0.471,19.06,19.92,02a59334o0355o,0.642898871506579,5.0,18.0,False
59334.423258,-21.185,1.224,-12,15,o,0,1.21,195.70711,1.82167,1168.86,8788.38,2.17,1.85,-57.8,-0.469,19.15,19.92,02a59334o0367o,0.7298219720893099,-12.0,15.0,False
59334.433088,-22.653,5.552,-3,18,o,0,1.08,195.70711,1.82167,1190.94,8671.68,2.15,1.9,-60.8,-0.464,19.14,19.87,02a59334o0388o,0.8809457920846654,-3.0,18.0,False
59336.448182,20.766,0.759,18,14,o,0,0.61,195.70711,1.82167,4954.37,7653.5,2.24,2.15,-58.4,-0.404,19.41,20.43,01a59336o0483o,0.8604679764178488,18.0,14.0,False
59336.451414,21.146,1.203,13,15,o,0,1.16,195.70711,1.82167,4973.59,7691.33,2.91,2.72,-72.5,-0.418,19.11,20.39,01a59336o0490o,0.9101558896293287,13.0,15.0,False
59336.463035,-23.23,8.538,-2,16,o,0,0.7,195.70711,1.82167,4913.67,7612.78,2.68,2.49,-69.2,-0.408,19.19,20.32,01a59336o0515o,0.08881406996064725,-2.0,16.0,False
59336.469254,21.073,1.178,14,16,o,0,1.02,195.70711,1.82167,4895.31,7729.7,2.79,2.49,-72.5,-0.415,19.16,20.27,01a59336o0528o,0.18442333113892284,14.0,16.0,False
59344.373785,-20.966,0.725,-15,11,o,0,1.21,195.70711,1.82167,8604.75,3562.66,2.87,2.33,-5.7,-0.388,19.58,21.07,01a59344o0319o,0.7065922577467518,-15.0,11.0,False
59344.37747,-22.242,2.211,-5,10,o,0,1.07,195.70711,1.82167,8624.99,3600.96,2.52,2.32,-7.8,-0.395,19.65,21.07,01a59344o0327o,0.763244473041152,-5.0,10.0,False
59344.408244,-21.406,0.946,-10,9,o,0,1.05,195.70711,1.82167,8572.77,3520.0,2.11,1.92,-84.2,-0.419,19.56,20.79,01a59344o0393o,0.23635580961723726,-10.0,9.0,False
59344.415179,-20.951,2.056,-15,31,o,0,0.85,195.70711,1.82167,8554.11,3635.68,2.23,2.01,-81.1,-0.424,17.92,19.08,01a59344o0408o,0.3429726654559839,-15.0,30.0,True
59348.344055,-20.608,0.463,-21,10,o,0,0.77,195.70711,1.82167,8603.25,3568.76,2.12,1.79,-82.4,-0.469,19.85,20.96,01a59348o0232o,0.7444731420129781,-21.0,10.0,False
59348.347742,-21.195,0.719,-12,9,o,0,1.0,195.70711,1.82167,8623.7,3607.43,2.18,1.84,-82.7,-0.459,19.8,20.97,01a59348o0240o,0.8011561047888078,-12.0,9.0,False
59348.355151,23.127,3.87,2,8,o,0,1.27,195.70711,1.82167,8566.03,3528.83,2.17,1.84,-85.3,-0.458,19.81,20.98,01a59348o0256o,0.9150601112654858,2.0,8.0,False
59348.366248,-22.423,2.089,-4,8,o,0,1.86,195.70711,1.82167,8549.61,3642.78,2.16,1.84,-86.4,-0.442,19.78,20.94,01a59348o0280o,0.08566245414684974,-4.0,8.0,False
59351.32242,24.964,33.667,0,13,o,0,1.02,195.70711,1.82167,3603.35,1076.59,2.26,2.09,-61.5,-0.448,19.42,20.54,02a59351o0189o,0.533068904940629,0.0,13.0,False
59351.327496,-20.304,0.392,-27,11,o,0,1.32,195.70711,1.82167,3584.87,1042.55,2.4,2.24,-60.0,-0.438,19.34,20.59,02a59351o0200o,0.6111059864103812,-27.0,11.0,False
59351.336563,-20.531,0.611,-22,14,o,0,0.94,195.70711,1.82167,3642.43,1119.32,2.35,2.21,-65.4,-0.447,19.34,20.59,02a59351o0218o,0.7504996462672453,-22.0,14.0,False
59351.33987,-20.779,0.636,-18,11,o,0,1.29,195.70711,1.82167,3663.3,1004.37,2.16,2.01,-58.6,-0.459,19.4,20.58,02a59351o0225o,0.8013405896967603,-18.0,11.0,False
59352.355461,-20.795,0.649,-18,11,o,0,0.92,195.70711,1.82167,8945.36,9383.77,2.33,2.06,83.9,-0.388,19.53,20.7,01a59352o0230o,0.41476801022631843,-18.0,11.0,False
59352.358718,-21.976,1.962,-6,12,o,0,0.91,195.70711,1.82167,8966.28,9423.67,2.49,2.16,82.6,-0.368,19.57,20.66,01a59352o0237o,0.46484026684380997,-6.0,12.0,False
59352.36609,21.618,1.369,8,11,o,0,0.83,195.70711,1.82167,8906.77,9345.04,2.23,1.99,82.6,-0.395,19.53,20.64,01a59352o0253o,0.5781754450258985,8.0,11.0,False
59352.377162,-21.173,0.807,-12,10,o,0,1.0,195.70711,1.82167,8889.94,9459.43,2.21,1.91,84.3,-0.384,19.6,20.66,01a59352o0277o,0.7483934445012507,-12.0,10.0,False
59354.403776,-20.322,0.642,-27,17,o,0,0.99,195.70711,1.82167,9848.49,1278.89,2.2,1.58,-51.8,-0.523,19.19,19.96,02a59354o0351o,0.9050210619128498,-27.0,17.0,False
59354.406989,-20.006,0.425,-36,15,o,0,1.44,195.70711,1.82167,9829.03,1237.96,2.24,1.61,-51.8,-0.514,19.2,19.94,02a59354o0358o,0.9544168741626069,-36.0,15.0,False
59354.431363,-20.165,0.423,-31,13,o,0,2.12,195.70711,1.82167,9892.08,1321.38,2.22,1.58,-50.1,-0.522,19.09,19.76,02a59354o0409o,0.3291363034977632,-31.0,13.0,False
59354.441927,21.636,2.193,8,18,o,0,1.1,195.70711,1.82167,9912.67,1201.2,2.19,1.57,-50.3,-0.523,19.07,19.71,02a59354o0432o,0.4915444453745977,8.0,18.0,False
59360.413611,-20.308,0.866,-27,24,o,0,1.03,195.70711,1.82167,2918.41,5816.23,2.16,1.85,-83.1,-0.432,18.69,18.84,01a59360o0252o,0.29863481224931815,-27.0,24.0,False
59360.416836,-22.437,5.8,-4,22,o,0,0.75,195.70711,1.82167,2938.99,5853.43,2.08,1.84,88.7,-0.432,18.79,18.97,01a59360o0259o,0.3482151091639357,-4.0,22.0,False
59360.422377,-20.301,0.641,-28,18,o,0,0.96,195.70711,1.82167,2879.6,5776.67,2.08,1.82,-87.3,-0.429,18.95,19.26,01a59360o0271o,0.4334009777170445,-28.0,18.0,False
59360.435287,-21.227,1.127,-12,13,o,0,1.09,195.70711,1.82167,2859.6,5893.23,2.09,1.84,-86.2,-0.429,19.29,19.9,01a59360o0299o,0.6318759031182387,-12.0,13.0,False
59362.382366,24.836,52.5,0,22,o,0,0.91,195.70711,1.82167,3872.56,6902.57,2.19,1.91,49.5,-0.42,18.96,19.51,02a59362o0320o,0.5657534666541474,0.0,22.0,False
59362.386088,22.588,6.0,3,20,o,0,1.0,195.70711,1.82167,3853.7,6863.77,2.21,1.91,49.5,-0.42,18.92,19.48,02a59362o0328o,0.622974510243137,3.0,20.0,False
59362.392559,22.641,5.429,3,17,o,0,1.72,195.70711,1.82167,3911.98,6940.91,2.31,1.96,46.0,-0.414,18.89,19.45,02a59362o0342o,0.7224579527392417,3.0,17.0,False
59362.403595,20.182,0.798,31,24,o,0,0.89,195.70711,1.82167,3932.27,6824.87,2.28,1.93,45.6,-0.402,18.87,19.38,02a59362o0366o,0.8921224978844366,31.0,24.0,False
59364.330765,20.154,0.259,32,8,o,0,1.39,195.70711,1.82167,2908.58,5827.93,2.06,1.91,83.2,-0.433,19.7,20.81,01a59364o0183o,0.5199243611102322,32.0,8.0,False
59364.334909,-20.924,0.483,-16,8,o,0,1.76,195.70711,1.82167,2929.78,5866.0,2.08,1.91,81.4,-0.433,19.71,20.89,01a59364o0192o,0.5836331210437001,-16.0,8.0,False
59364.340442,-20.986,0.734,-15,11,o,0,0.95,195.70711,1.82167,2871.89,5788.87,2.31,2.07,89.9,-0.427,19.64,20.91,01a59364o0204o,0.6686959996710904,-15.0,11.0,False
59364.353835,-22.003,1.541,-6,9,o,0,1.27,195.70711,1.82167,2854.35,5904.07,2.19,1.98,87.1,-0.434,19.62,20.79,01a59364o0233o,0.8745964393766493,-6.0,9.0,False
59366.366959,21.402,0.913,10,9,o,0,1.38,195.70711,1.82167,3879.31,6903.96,2.06,1.83,52.1,-0.435,19.69,20.96,02a59366o0179o,0.8238323646807872,10.0,9.0,False
59366.371088,21.694,1.115,8,8,o,0,1.18,195.70711,1.82167,3861.04,6866.62,2.12,1.83,45.8,-0.436,19.64,20.91,02a59366o0188o,0.8873105186153916,8.0,8.0,False
59366.376613,22.313,1.744,4,8,o,0,2.32,195.70711,1.82167,3919.41,6943.14,2.15,1.83,48.3,-0.43,19.66,20.87,02a59366o0200o,0.9722504073170634,4.0,8.0,False
59366.403244,-21.417,1.161,-10,11,o,0,1.0,195.70711,1.82167,3935.72,6825.64,2.26,1.85,45.1,-0.422,19.53,20.65,02a59366o0257o,0.3816683577003956,-10.0,11.0,False
59370.334623,-21.987,1.745,-6,10,o,0,1.06,195.70711,1.82167,7573.61,2839.17,2.21,2.08,44.7,-0.414,19.55,20.92,02a59370o0208o,0.8216492942909647,-6.0,10.0,False
59370.337919,-23.441,7.154,-2,11,o,0,1.11,195.70711,1.82167,7554.35,2800.46,2.23,2.11,45.9,-0.417,19.55,20.91,02a59370o0215o,0.8723211264607581,-2.0,11.0,False
59370.343889,21.111,0.759,13,10,o,0,1.04,195.70711,1.82167,7611.65,2878.42,2.17,2.08,39.1,-0.416,19.53,20.85,02a59370o0228o,0.9641023275433489,13.0,10.0,False
59370.354068,21.882,1.788,6,12,o,0,0.98,195.70711,1.82167,7631.67,2762.25,2.29,2.17,43.3,-0.412,19.49,20.84,02a59370o0250o,0.12059158125843589,6.0,12.0,False
59374.313269,21.406,0.857,10,8,o,0,2.41,195.70711,1.82167,7575.87,2837.23,2.23,2.14,-84.8,-0.419,19.52,20.88,02a59374o0160o,0.9883005871595958,10.0,8.0,False
59374.316468,-22.463,2.559,-4,10,o,0,1.27,195.70711,1.82167,7556.83,2799.05,2.15,2.08,-87.2,-0.418,19.56,20.88,02a59374o0167o,0.037481167039345474,-4.0,10.0,False
59374.32196,21.988,1.979,6,12,o,0,0.74,195.70711,1.82167,7614.13,2876.75,2.25,2.17,-79.0,-0.418,19.5,20.88,02a59374o0179o,0.12191372252114573,6.0,12.0,False
59374.334379,-21.336,0.892,-11,10,o,0,1.51,195.70711,1.82167,7634.44,2760.87,2.18,2.1,-76.6,-0.416,19.58,20.91,02a59374o0206o,0.31284014380411546,-11.0,10.0,False
59378.354181,21.769,1.407,7,10,o,0,1.28,195.70711,1.82167,7754.81,6717.01,2.29,2.06,58.9,-0.431,19.53,20.72,02a59378o0050o,0.11221289543415679,7.0,10.0,False
59378.357382,-23.421,7.083,-2,11,o,0,1.03,195.70711,1.82167,7735.03,6678.4,2.41,2.13,50.0,-0.424,19.49,20.72,02a59378o0057o,0.1614242227953361,-2.0,11.0,False
59378.362879,21.461,1.173,10,11,o,0,1.21,195.70711,1.82167,7793.27,6756.71,2.32,2.13,52.2,-0.429,19.48,20.72,02a59378o0069o,0.24593364686885177,10.0,11.0,False
59378.373445,-23.579,9.333,-1,12,o,0,1.44,195.70711,1.82167,7811.98,6639.42,2.51,2.35,53.6,-0.416,19.38,20.68,02a59378o0092o,0.4083725362271159,-1.0,12.0,False
59382.287507,-21.977,2.098,-6,12,o,0,1.09,195.70711,1.82167,7748.7,6707.63,2.22,2.01,-76.5,-0.455,19.36,20.22,02a59382o0103o,0.5821264950173307,-6.0,12.0,False
59382.290709,23.99,15.0,1,14,o,0,0.98,195.70711,1.82167,7729.54,6669.14,2.19,2.02,-81.2,-0.455,19.37,20.23,02a59382o0110o,0.6313531961192249,1.0,14.0,False
59382.297593,21.312,1.258,11,14,o,0,1.12,195.70711,1.82167,7788.24,6747.94,2.22,2.03,-76.3,-0.45,19.35,20.22,02a59382o0125o,0.7371859914052333,11.0,14.0,False
59382.310079,-26.229,126.0,0,15,o,0,0.88,195.70711,1.82167,7809.11,6635.21,2.22,2.01,-74.1,-0.454,19.3,20.2,02a59382o0152o,0.9291424529805197,0.0,15.0,False
59386.329073,-19.842,0.814,-42,34,o,0,1.01,195.70711,1.82167,1727.16,3081.92,2.39,2.24,-63.3,-0.444,18.21,18.47,02a59386o0191o,0.7160932262517616,-42.0,30.0,True
59386.33642,-19.821,0.799,-43,34,o,0,1.67,195.70711,1.82167,1786.38,3158.93,2.4,2.29,-67.1,-0.426,18.09,18.29,02a59386o0207o,0.8290440610278385,-43.0,30.0,True
59386.368938,-19.595,0.598,-53,32,o,0,0.85,195.70711,1.82167,1806.36,3041.36,2.19,2.03,46.7,-0.437,18.44,18.61,02a59386o0226o,0.328967192350008,-53.0,30.0,True
59388.295403,-22.57,4.6,-3,16,o,0,1.16,195.70711,1.82167,538.99,5446.7,1.89,1.62,85.3,-0.446,19.03,19.14,01a59388o0120o,0.9459305720631955,-3.0,16.0,False
59388.298635,-21.308,1.576,-11,17,o,0,1.51,195.70711,1.82167,559.15,5485.6,1.99,1.66,85.5,-0.429,19.01,19.19,01a59388o0127o,0.9956184852746753,-11.0,17.0,False
59388.304171,-20.632,0.685,-20,14,o,0,1.69,195.70711,1.82167,499.95,5407.83,1.87,1.59,87.2,-0.443,19.15,19.27,01a59388o0139o,0.08072748512421012,-20.0,14.0,False
59388.31573,21.829,2.409,7,16,o,0,1.57,195.70711,1.82167,482.28,5521.28,1.99,1.69,84.4,-0.435,19.06,19.24,01a59388o0164o,0.2584324938667862,7.0,16.0,False
59390.286523,20.075,1.068,34,36,o,0,1.21,195.70711,1.82167,1739.32,3081.59,2.11,1.93,-57.9,-0.464,18.23,18.28,02a59390o0095o,0.5568828213336924,34.0,30.0,True
59390.292207,20.826,1.579,17,27,o,0,1.21,195.70711,1.82167,1799.14,3159.18,2.12,1.86,-54.4,-0.465,18.48,18.68,02a59390o0107o,0.6442671339141502,17.0,27.0,False
59390.305538,-20.465,1.462,-24,35,o,0,1.52,195.70711,1.82167,1819.7,3044.67,2.13,1.91,-58.2,-0.452,18.26,18.36,02a59390o0136o,0.8492144020309667,-24.0,30.0,True
59392.323768,22.934,5.282,2,13,o,0,0.98,195.70711,1.82167,427.97,3498.62,1.81,1.59,79.6,-0.419,19.48,20.0,01a59392o0183o,0.8769486209144425,2.0,13.0,False
59392.327914,21.919,2.0,6,12,o,0,1.33,195.70711,1.82167,448.47,3536.76,1.84,1.64,78.1,-0.416,19.43,19.91,01a59392o0192o,0.94068812832934,6.0,12.0,False
59392.33207,22.077,3.984,5,21,o,0,1.27,195.70711,1.82167,10527.29,3391.37,2.26,1.82,-84.5,-0.411,19.29,19.73,01a59392o0201o,0.0045813730395270315,5.0,21.0,False
59392.333912,-21.991,2.308,-6,13,o,0,0.88,195.70711,1.82167,388.09,3457.8,1.82,1.61,80.6,-0.421,19.39,19.81,01a59392o0205o,0.03289979392822833,-6.0,13.0,False
59392.345421,-26.762,207.0,0,15,o,0,1.18,195.70711,1.82167,369.55,3573.12,1.92,1.72,78.1,-0.414,19.28,19.66,01a59392o0230o,0.20983611585878106,0.0,15.0,False
59392.345882,20.523,0.833,22,19,o,0,0.81,195.70711,1.82167,10504.13,3511.34,2.11,1.7,-82.1,-0.427,19.26,19.52,01a59392o0231o,0.21692340797927845,22.0,19.0,False
59396.324573,-21.135,1.265,-13,16,o,0,1.36,195.70711,1.82167,10527.62,3394.09,2.32,1.97,-81.5,-0.385,19.6,20.59,01a59396o0184o,0.3842665189563588,-13.0,16.0,False
59396.327334,25.215,34.0,0,10,o,0,1.32,195.70711,1.82167,430.42,3496.16,2.0,1.73,77.5,-0.413,19.68,20.66,01a59396o0190o,0.42671340275205183,0.0,10.0,False
59396.330567,-22.523,3.0,-4,11,o,0,0.87,195.70711,1.82167,449.17,3535.12,1.97,1.72,79.2,-0.412,19.68,20.62,01a59396o0197o,0.47641668959238787,-4.0,11.0,False
59396.334723,-22.637,4.324,-3,14,o,0,1.19,195.70711,1.82167,10507.29,3512.24,2.34,1.85,-83.4,-0.411,19.57,20.47,01a59396o0206o,0.5403099344144335,-3.0,14.0,False
59396.336105,21.945,1.988,6,12,o,0,0.82,195.70711,1.82167,388.8,3458.36,2.04,1.72,80.2,-0.409,19.64,20.56,01a59396o0209o,0.5615564369233522,6.0,12.0,False
59396.348556,21.053,0.708,14,10,o,0,1.44,195.70711,1.82167,370.66,3572.61,2.18,1.92,85.3,-0.399,19.53,20.51,01a59396o0236o,0.7529748176854787,14.0,10.0,False
59400.27836,-21.056,0.763,-14,10,o,0,0.89,195.70711,1.82167,645.15,7384.16,1.81,1.57,-82.9,-0.449,19.79,20.69,01a59400o0085o,0.16874212081589798,-14.0,10.0,False
59400.282044,-22.774,3.761,-3,11,o,0,1.26,195.70711,1.82167,665.85,7421.6,1.82,1.53,-85.1,-0.447,19.76,20.67,01a59400o0093o,0.22537896248144193,-3.0,11.0,False
59400.289422,21.185,0.77,12,9,o,0,1.31,195.70711,1.82167,607.84,7343.49,1.85,1.55,-85.6,-0.452,19.74,20.62,01a59400o0109o,0.33880638310781935,12.0,9.0,False
59400.302804,-22.546,1.961,-4,7,o,0,2.32,195.70711,1.82167,587.98,7459.22,1.91,1.62,-85.2,-0.448,19.67,20.56,01a59400o0138o,0.5445377116655152,-4.0,7.0,False
59404.25694,-23.02,3.949,-2,9,o,0,2.07,195.70711,1.82167,643.19,7384.21,1.71,1.53,-84.0,-0.451,19.73,20.46,01a59404o0036o,0.33437874724478595,-2.0,9.0,False
59404.261089,-20.823,0.619,-17,10,o,0,0.75,195.70711,1.82167,664.83,7423.45,1.78,1.57,-86.7,-0.448,19.73,20.64,01a59404o0045o,0.3981643758818279,-17.0,10.0,False
59404.26757,20.598,0.454,21,10,o,0,1.15,195.70711,1.82167,606.47,7345.6,1.74,1.52,-82.0,-0.457,19.79,20.71,01a59404o0059o,0.49780155578508084,21.0,10.0,False
59404.278223,21.504,1.028,9,9,o,0,0.99,195.70711,1.82167,587.23,7460.4,1.83,1.56,88.4,-0.454,19.76,20.66,01a59404o0082o,0.6615779601380992,9.0,9.0,False
59408.254581,-20.34,0.46,-27,12,o,0,1.3,195.70711,1.82167,4931.81,1538.88,1.83,1.76,-26.1,-0.421,19.45,20.04,01a59408o0035o,0.7930541462201124,-27.0,12.0,False
59408.257805,21.692,1.302,8,10,o,0,1.27,195.70711,1.82167,4951.57,1577.58,1.82,1.78,-41.0,-0.423,19.56,20.34,01a59408o0042o,0.8426190695058738,8.0,10.0,False
59408.264255,-20.739,0.671,-18,12,o,0,0.92,195.70711,1.82167,4893.41,1498.69,1.85,1.75,-89.1,-0.43,19.5,20.33,01a59408o0056o,0.9417796635588261,-18.0,12.0,False
59408.280864,-20.651,0.436,-20,9,o,0,2.12,195.70711,1.82167,4876.87,1615.6,1.9,1.85,-53.4,-0.415,19.39,20.29,01a59408o0092o,0.19712203662442793,-20.0,9.0,False
59414.25125,-19.972,0.869,-37,32,o,0,0.83,195.70711,1.82167,5821.33,6804.07,2.08,1.99,65.6,-0.457,18.45,18.57,02a59414o0020o,0.9842572947628394,-37.0,30.0,True
59414.254477,20.399,0.854,25,22,o,0,1.46,195.70711,1.82167,5802.95,6765.85,2.09,1.98,62.7,-0.454,18.71,19.03,02a59414o0027o,0.033868339270745215,25.0,22.0,False
59414.260438,21.055,1.447,14,20,o,0,1.14,195.70711,1.82167,5863.74,6841.79,2.11,2.02,71.2,-0.448,18.92,19.37,02a59414o0040o,0.12551117657504407,14.0,20.0,False
59414.272008,24.562,36.8,0,20,o,0,1.2,195.70711,1.82167,5882.43,6726.32,2.12,1.94,53.6,-0.45,18.97,19.38,02a59414o0065o,0.3033852964654831,0.0,20.0,False
59416.280675,-19.954,3.106,-38,118,o,0,0.81,195.70711,1.82167,4848.57,5700.1,2.23,2.2,71.1,-0.375,17.02,16.74,01a59416o0105o,0.18410048267029622,-38.0,30.0,True
59418.279946,20.864,1.449,16,24,o,0,1.37,195.70711,1.82167,5551.63,987.64,2.45,2.16,-53.2,-0.435,18.51,18.96,02a59418o0068o,0.9203640500009513,16.0,24.0,False
59418.283615,20.745,1.736,18,32,o,0,0.89,195.70711,1.82167,5533.31,949.38,2.59,2.23,-48.7,-0.413,18.46,18.92,02a59418o0076o,0.976770285555773,18.0,30.0,True
59418.290017,-19.724,0.525,-47,25,o,0,1.5,195.70711,1.82167,5591.87,1028.1,2.38,2.12,-51.1,-0.425,18.51,18.88,02a59418o0090o,0.0751929402781317,-47.0,25.0,False
59418.301479,21.031,2.607,14,37,o,0,1.54,195.70711,1.82167,5614.35,909.59,2.42,2.18,-56.7,-0.397,18.03,18.37,02a59418o0115o,0.2514066967306641,14.0,30.0,True
59426.267518,-20.607,0.633,-21,13,o,0,1.5,195.70711,1.82167,3796.47,4964.09,2.26,1.97,47.0,-0.432,19.2,20.01,02a59426o0063o,0.7191833470857885,-21.0,13.0,False
59426.270742,23.018,6.0,2,14,o,0,1.38,195.70711,1.82167,3778.32,4925.06,2.23,2.02,47.2,-0.425,19.19,19.98,02a59426o0070o,0.7687482703715498,2.0,14.0,False
59426.276698,-22.011,2.653,-6,15,o,0,0.97,195.70711,1.82167,3837.95,5002.08,2.17,2.04,49.3,-0.424,19.12,19.96,02a59426o0083o,0.8603142390841333,-6.0,15.0,False
59426.288639,22.21,3.179,5,15,o,0,1.06,195.70711,1.82167,3859.46,4883.76,2.14,2.11,68.6,-0.43,19.07,19.86,02a59426o0109o,0.043892014766312444,5.0,15.0,False
59448.236702,-20.646,2.872,-20,58,o,0,0.82,195.70711,1.82167,748.02,9365.21,1.99,1.65,-45.7,-0.513,18.0,17.62,01a59448o0030o,0.4676075392175589,-20.0,30.0,True
59448.243146,-21.015,2.642,-14,38,o,0,0.89,195.70711,1.82167,689.93,9287.48,2.07,1.68,-46.0,-0.484,18.42,18.28,01a59448o0044o,0.5666758908262224,-14.0,30.0,True
59448.253293,-20.844,2.28,-17,38,o,0,0.98,195.70711,1.82167,669.97,9404.33,2.04,1.73,-49.9,-0.49,18.33,18.28,01a59448o0066o,0.7226731850621526,-17.0,30.0,True
59542.628545,23.053,9.263,2,20,o,0,1.5,195.70711,1.82167,8709.57,5505.37,2.21,1.98,35.2,-0.418,18.9,19.38,02a59542o0971o,0.6228361466276595,2.0,20.0,False
59542.638668,-21.267,1.816,-11,20,o,0,1.04,195.70711,1.82167,8727.22,5543.25,2.46,2.08,33.2,-0.406,18.83,19.48,02a59542o0993o,0.7784644711982929,-11.0,20.0,False
59542.648742,19.961,0.546,38,20,o,0,1.05,195.70711,1.82167,8670.51,5466.97,2.45,2.12,40.3,-0.418,18.85,19.48,02a59542o1015o,0.9333394826976177,38.0,20.0,False
59542.656976,-19.569,0.475,-54,26,o,0,1.27,195.70711,1.82167,8650.95,5583.32,2.2,2.06,45.0,-0.431,18.57,18.89,02a59542o1033o,0.05992682090152948,-54.0,26.0,False
59580.580701,20.977,0.956,15,14,o,0,0.99,195.70711,1.82167,3132.76,8703.85,2.7,2.48,-45.6,-0.483,19.31,20.73,01a59580o0439o,0.08924453452811607,15.0,14.0,False
59580.583937,25.098,41.0,0,14,o,0,1.21,195.70711,1.82167,3114.13,8664.85,2.71,2.48,-45.1,-0.486,19.33,20.73,01a59580o0446o,0.13899394270245521,0.0,14.0,False
59580.589923,-21.446,1.196,-10,12,o,0,1.27,195.70711,1.82167,3177.33,8742.96,2.76,2.58,-44.5,-0.468,19.32,20.75,01a59580o0459o,0.23102112341276573,-10.0,12.0,False
59580.601928,-21.413,1.345,-10,13,o,0,1.03,195.70711,1.82167,3200.01,8622.1,2.84,2.67,-44.4,-0.461,19.29,20.77,01a59580o0485o,0.41558281816511705,-10.0,13.0,False
59584.571223,22.069,2.714,5,15,o,0,1.03,195.70711,1.82167,10009.27,5108.26,2.93,2.7,-66.1,-0.482,19.27,20.76,01a59584o0779o,0.43847431037989804,5.0,15.0,False
59584.574902,-21.307,1.321,-11,14,o,0,1.26,195.70711,1.82167,9990.59,5068.33,2.98,2.85,-68.9,-0.468,19.27,20.8,01a59584o0787o,0.4950342833418679,-11.0,14.0,False
59584.585033,20.395,0.523,25,13,o,0,1.12,195.70711,1.82167,10054.56,5142.48,2.98,2.72,-65.0,-0.486,19.31,20.82,01a59584o0809o,0.6507855978382198,25.0,13.0,False
59584.590577,-22.389,3.75,-4,15,o,0,1.06,195.70711,1.82167,10074.75,5024.39,3.01,2.81,-60.9,-0.468,19.3,20.88,01a59584o0821o,0.7360175875016144,-4.0,15.0,False
59588.578849,-21.66,1.632,-8,13,o,0,1.21,195.70711,1.82167,10015.91,5099.05,2.99,2.88,-67.3,-0.47,19.32,20.94,01a59588o0831o,0.05065645837836549,-8.0,13.0,False
59588.581163,-20.404,0.443,-25,11,o,0,1.4,195.70711,1.82167,9997.52,5061.1,2.83,2.78,-68.8,-0.475,19.39,20.97,01a59588o0836o,0.08623128242356849,-25.0,11.0,False
59588.588565,23.388,8.25,2,13,o,0,1.11,195.70711,1.82167,10060.24,5136.08,2.92,2.88,80.2,-0.467,19.34,20.95,01a59588o0852o,0.2000276726033841,2.0,13.0,False
59588.602282,20.904,0.824,16,13,o,0,1.09,195.70711,1.82167,10082.75,5015.81,2.82,2.74,-65.4,-0.478,19.42,20.96,01a59588o0881o,0.41090920262266284,16.0,13.0,False
59592.584436,20.235,0.493,29,14,o,0,0.86,195.70711,1.82167,53.74,7236.94,3.16,2.75,-49.7,-0.409,19.29,20.82,01a59592o0824o,0.6314915596858999,29.0,14.0,False
59592.587668,20.546,0.562,22,12,o,0,1.12,195.70711,1.82167,74.05,7123.11,3.17,2.74,-50.0,-0.421,19.27,20.85,01a59592o0831o,0.6811794728973798,22.0,12.0,False
