MasterID,Mag,Magerr,RA,Dec,MJD,Blend
3059030031030,18.751,0.449,114.69733,-59.51698,53707.66390,0
3059030031030,18.751,0.457,114.69729,-59.51680,53707.67000,0
3059030031030,18.591,0.404,114.69698,-59.51695,53707.67615,0
3059030031030,19.741,0.990,114.69687,-59.51691,53648.74296,0
3059030031030,18.840,0.607,114.69751,-59.51689,53648.75187,0
3059030031030,18.763,0.533,114.69705,-59.51715,53648.76079,0
3059030031030,18.813,0.297,114.69738,-59.51707,53833.45694,0
3059030031030,18.451,0.246,114.69716,-59.51703,53833.48018,0
3059030031030,18.992,0.540,114.69728,-59.51699,54096.56719,0
3059030031030,18.429,0.386,114.69708,-59.51681,54096.57602,0
3059030031030,18.985,0.529,114.69743,-59.51689,54096.58483,0
3059030031030,18.922,0.508,114.69747,-59.51670,54096.59362,0
3059030031030,18.725,0.437,114.69744,-59.51701,53774.52150,0
3059030031030,18.893,0.482,114.69730,-59.51689,53774.52864,0
3059030031030,18.963,0.501,114.69750,-59.51687,53774.53582,0
3059030031030,18.592,0.320,114.69742,-59.51696,53755.61338,0
3059030031030,18.688,0.540,114.69753,-59.51698,53758.54361,0
3059030031030,18.665,0.451,114.69724,-59.51684,53758.55078,0
3059030031030,18.433,0.394,114.69691,-59.51698,53758.56496,0
3059030031030,18.771,0.371,114.69749,-59.51690,53817.48799,0
3059030031030,18.677,0.353,114.69732,-59.51675,53817.50195,0
3059030031030,18.965,0.415,114.69757,-59.51687,53817.50892,0
3059030031030,19.157,0.471,114.69764,-59.51709,53859.43047,0
3059030031030,19.146,0.466,114.69751,-59.51671,53877.36133,0
3059030031030,18.013,0.250,114.69698,-59.51711,53877.38281,0
3059030031030,18.565,0.374,114.69725,-59.51663,54052.71393,0
3059030031030,18.473,0.355,114.69747,-59.51702,54052.72440,0
3059030031030,18.717,0.407,114.69753,-59.51685,54052.73480,0
3059030031030,18.613,0.328,114.69736,-59.51695,54201.49765,0
3059030031030,19.032,0.417,114.69750,-59.51668,54201.50632,0
3059030031030,18.692,0.426,114.69756,-59.51681,54463.59574,0
3059030031030,18.345,0.351,114.69702,-59.51694,54463.60558,0
3059030031030,19.259,0.593,114.69733,-59.51667,54463.61540,0
3059030031030,18.839,0.463,114.69749,-59.51699,54463.62522,0
3059030031030,18.559,0.316,114.69746,-59.51690,54122.62124,0
3059030031030,18.517,0.308,114.69736,-59.51683,54122.63119,0
3059030031030,18.605,0.325,114.69754,-59.51687,54122.64112,0
3059030031030,18.260,0.343,114.69804,-59.51687,54161.50942,0
3059030031030,18.222,0.336,114.69750,-59.51725,54161.51919,0
3059030031030,18.456,0.301,114.69741,-59.51688,54172.54887,0
3059030031030,18.783,0.360,114.69741,-59.51691,54172.55874,0
3059030031030,18.514,0.312,114.69758,-59.51692,54172.56861,0
