MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
59639.842067,-20.094,1.148,-33,38,o,0,0.95,114.69768,-59.51688,4416.25,9950.3,4.1,3.78,-27.4,-0.332,18.09,21.06,03a59640o0036o
59640.135164,20.19,0.214,30,6,c,0,1.86,114.69768,-59.51688,4141.24,2516.82,2.03,1.87,50.1,-0.412,19.55,21.51,04a59640o0312c
59640.137866,21.095,0.6,13,8,c,0,1.03,114.69768,-59.51688,4160.76,2554.19,2.04,1.95,53.0,-0.404,19.53,21.51,04a59640o0318c
59640.142902,20.402,0.351,25,9,c,0,1.09,114.69768,-59.51688,4096.1,2473.8,2.05,1.86,49.7,-0.41,19.55,21.48,04a59640o0329c
59640.152426,21.271,0.696,11,8,c,0,1.16,114.69768,-59.51688,4067.94,2586.72,2.03,1.88,46.0,-0.4,19.52,21.46,04a59640o0350c
59641.109571,20.242,0.444,29,13,o,0,1.2,114.69768,-59.51688,9224.9,8668.71,2.74,2.63,-1.3,-0.367,19.39,21.11,04a59641o0269o
59641.114274,21.009,0.836,14,12,o,0,1.7,114.69768,-59.51688,9238.11,8705.99,2.43,2.27,-21.0,-0.443,19.42,21.1,04a59641o0279o
59641.12005,21.817,1.943,7,13,o,0,0.96,114.69768,-59.51688,9179.61,8620.03,2.57,2.54,-82.4,-0.39,19.38,21.11,04a59641o0291o
59641.12961,20.597,0.632,21,13,o,0,0.84,114.69768,-59.51688,9154.82,8730.07,2.49,2.44,-22.1,-0.403,19.4,21.11,04a59641o0312o
59641.133215,20.876,0.856,16,14,o,0,0.97,114.69768,-59.51688,127.24,8705.78,2.85,2.19,-73.8,-0.371,19.38,21.11,04a59641o0320o
59641.135994,-22.698,4.0,-3,12,o,0,1.16,114.69768,-59.51688,142.72,8741.62,2.94,2.26,-74.4,-0.353,19.42,21.1,04a59641o0326o
59641.141398,19.019,0.216,90,19,o,0,11.86,114.69768,-59.51688,85.47,8663.6,2.87,2.29,-73.7,-0.357,19.39,21.06,04a59641o0338o
59641.152854,19.661,0.49,50,24,o,0,1.35,114.69768,-59.51688,57.78,8777.01,2.87,2.27,-76.6,-0.351,19.42,21.01,04a59641o0363o
59642.124111,19.807,0.271,43,12,o,0,0.72,114.69768,-59.51688,4145.17,2520.14,2.01,1.93,56.2,-0.449,19.35,20.94,04a59642o0289o
59642.13387,20.124,0.338,32,11,o,0,1.07,114.69768,-59.51688,4159.38,2552.81,2.0,1.88,57.8,-0.443,19.37,20.92,04a59642o0310o
59642.136579,21.056,0.887,14,12,o,0,0.97,114.69768,-59.51688,4095.96,2474.5,2.07,1.93,48.4,-0.465,19.37,20.97,04a59642o0316o
59642.149739,23.137,4.25,2,9,o,0,1.89,114.69768,-59.51688,4066.37,2583.26,2.06,1.9,58.1,-0.459,19.39,20.99,04a59642o0345o
59644.091632,20.467,0.475,24,11,c,0,1.36,114.69768,-59.51688,770.01,705.68,3.55,2.04,44.6,-0.359,19.48,21.68,04a59644o0110c
59644.094867,-20.912,0.622,-16,10,c,0,1.37,114.69768,-59.51688,788.82,741.05,3.34,2.04,43.0,-0.37,19.52,21.65,04a59644o0117c
59644.100344,-24.199,16.0,-1,12,c,0,0.87,114.69768,-59.51688,720.92,662.66,3.26,2.04,43.3,-0.384,19.53,21.64,04a59644o0129c
59644.110056,20.739,0.547,18,10,c,0,1.37,114.69768,-59.51688,694.34,774.77,3.44,2.0,45.1,-0.37,19.53,21.6,04a59644o0150c
59645.887125,20.374,0.539,26,14,o,0,0.8,114.69768,-59.51688,8777.74,858.48,3.01,2.17,-51.2,-0.423,19.48,20.94,03a59646o0287o
59645.88991,20.341,0.38,26,10,o,0,1.17,114.69768,-59.51688,8797.15,897.34,2.82,2.13,-50.7,-0.428,19.51,21.0,03a59646o0293o
59645.896789,-24.691,25.667,0,12,o,0,1.05,114.69768,-59.51688,8737.51,814.77,2.93,2.11,-51.7,-0.426,19.5,20.96,03a59646o0308o
59645.907323,20.942,0.859,15,13,o,0,0.89,114.69768,-59.51688,8711.9,928.29,2.96,2.15,-51.0,-0.422,19.44,20.9,03a59646o0331o
59652.053356,-22.559,7.533,-3,26,o,0,1.04,114.69768,-59.51688,10352.04,6631.55,2.66,2.17,-12.6,-0.44,18.99,20.01,04a59652o0145o
59652.056558,-20.807,1.281,-17,22,o,0,0.77,114.69768,-59.51688,10368.36,6670.08,2.68,2.21,-15.1,-0.426,18.94,20.0,04a59652o0152o
59652.062471,-21.835,2.889,-7,19,o,0,1.23,114.69768,-59.51688,10308.01,6583.7,2.71,2.28,-13.1,-0.429,18.94,19.99,04a59652o0165o
59652.06883,-22.916,8.312,-2,21,o,0,0.8,114.69768,-59.51688,1041.81,6525.75,2.47,2.15,-82.0,-0.395,18.94,19.92,04a59652o0179o
59652.072153,21.224,1.373,12,16,o,0,1.4,114.69768,-59.51688,1059.15,6560.69,2.51,2.16,-88.7,-0.388,18.96,19.94,04a59652o0186o
59652.075805,-19.756,0.422,-46,19,o,0,1.49,114.69768,-59.51688,10278.6,6690.43,2.7,2.15,-8.7,-0.437,18.95,20.01,04a59652o0194o
59652.078094,21.833,2.911,7,20,o,0,0.82,114.69768,-59.51688,997.69,6482.57,2.44,2.11,-86.6,-0.388,19.02,19.92,04a59652o0199o
59652.088153,22.719,6.0,3,18,o,0,1.18,114.69768,-59.51688,971.37,6592.57,2.43,2.11,-85.6,-0.389,18.98,19.9,04a59652o0221o
59656.121026,21.242,2.542,12,29,o,0,1.2,114.69768,-59.51688,10308.77,6591.22,2.86,2.37,-6.5,-0.374,18.49,19.15,04a59656o0293o
59656.12395,21.442,3.241,10,31,o,0,1.01,114.69768,-59.51688,10325.18,6630.1,2.69,2.26,-3.5,-0.393,18.55,19.15,04a59656o0299o
59656.130135,20.512,1.449,23,33,o,0,0.99,114.69768,-59.51688,10264.44,6544.79,2.64,2.15,-5.0,-0.393,18.58,19.14,04a59656o0312o
59656.134776,21.378,2.682,10,27,o,0,1.16,114.69768,-59.51688,1002.37,6480.37,2.49,2.21,82.5,-0.363,18.51,19.09,04a59656o0322o
59656.138847,-21.55,3.38,-9,30,o,0,1.03,114.69768,-59.51688,1018.49,6516.6,2.64,2.38,76.6,-0.352,18.47,19.06,04a59656o0330o
59656.140297,-25.626,164.0,0,34,o,0,1.02,114.69768,-59.51688,10237.93,6656.46,2.9,2.49,-9.5,-0.358,18.42,19.12,04a59656o0333o
59656.144691,-20.782,1.733,-18,31,o,0,1.0,114.69768,-59.51688,957.35,6439.76,2.63,2.38,80.8,-0.36,18.4,19.05,04a59656o0342o
59656.156879,19.548,0.611,55,34,o,0,0.49,114.69768,-59.51688,928.34,6554.26,2.46,2.2,85.5,-0.363,18.47,19.03,04a59656o0368o
59660.057375,24.841,31.0,0,13,o,0,1.35,114.69768,-59.51688,6175.56,2438.99,2.2,2.1,4.5,-0.452,19.18,20.61,04a59660o0171o
59660.06065,-24.286,18.6,-1,13,o,0,1.44,114.69768,-59.51688,6192.46,2475.76,2.21,2.08,-4.7,-0.456,19.18,20.54,04a59660o0178o
59660.066581,21.764,1.694,7,12,o,0,1.42,114.69768,-59.51688,6129.65,2394.22,2.29,2.13,-3.0,-0.438,19.15,20.48,04a59660o0191o
59660.077617,-19.816,0.293,-43,13,o,0,1.09,114.69768,-59.51688,6101.76,2503.69,2.09,1.99,-10.2,-0.442,19.13,20.37,04a59660o0215o
59664.11534,-22.083,1.471,-5,8,o,0,1.41,114.69768,-59.51688,6132.39,2403.44,1.9,1.82,-50.7,-0.436,19.46,20.92,04a59664o0199o
59664.118497,-21.555,1.152,-9,10,o,0,0.98,114.69768,-59.51688,6148.71,2442.34,1.93,1.87,-46.8,-0.444,19.45,20.97,04a59664o0206o
59664.125768,22.982,4.048,2,9,o,0,1.09,114.69768,-59.51688,6086.68,2360.11,1.98,1.85,-35.0,-0.439,19.45,20.95,04a59664o0222o
59664.135782,-21.612,1.316,-8,11,o,0,0.81,114.69768,-59.51688,6057.48,2473.96,1.93,1.85,-32.8,-0.436,19.47,20.89,04a59664o0244o
59668.024277,-22.112,2.963,-5,15,o,0,0.79,114.69768,-59.51688,9293.69,4507.05,2.8,2.34,-20.8,-0.428,19.22,20.84,04a59668o0127o
59668.027446,-20.274,0.519,-28,15,o,0,1.03,114.69768,-59.51688,9310.75,4544.78,2.69,2.25,-15.7,-0.432,19.29,20.87,04a59668o0134o
59668.033325,-24.547,25.667,-1,14,o,0,1.03,114.69768,-59.51688,9250.09,4459.56,2.77,2.24,-15.0,-0.431,19.3,20.9,04a59668o0147o
59668.044004,-21.493,1.269,-9,12,o,0,1.31,114.69768,-59.51688,9220.4,4569.46,2.72,2.24,-17.0,-0.421,19.32,20.96,04a59668o0170o
59669.84718,22.161,1.793,5,9,c,0,1.43,114.69768,-59.51688,5337.08,8688.55,2.78,2.5,-52.8,-0.362,19.6,21.58,03a59670o0291c
59669.853756,-21.342,0.736,-11,8,c,0,1.13,114.69768,-59.51688,5354.67,8726.75,2.68,2.39,-51.6,-0.365,19.71,21.67,03a59670o0305c
59669.859338,-21.437,0.729,-10,7,c,0,1.28,114.69768,-59.51688,5301.96,8647.73,2.86,2.53,-45.3,-0.355,19.68,21.7,03a59670o0317c
59669.871199,-21.251,0.699,-12,8,c,0,1.05,114.69768,-59.51688,5282.05,8760.59,2.77,2.48,-48.9,-0.361,19.66,21.64,03a59670o0341c
59672.07561,21.067,0.989,14,13,o,0,1.07,114.69768,-59.51688,9261.06,4476.1,2.57,2.03,-19.6,-0.417,19.35,20.92,04a59672o0248o
59672.078326,-21.075,0.894,-14,12,o,0,1.24,114.69768,-59.51688,9278.15,4514.54,2.53,2.07,-13.3,-0.428,19.34,20.93,04a59672o0254o
59672.084685,-20.332,0.458,-27,12,o,0,1.1,114.69768,-59.51688,9215.22,4430.83,2.48,2.14,-13.1,-0.415,19.35,20.93,04a59672o0268o
59672.096039,-21.335,1.014,-11,11,o,0,1.35,114.69768,-59.51688,9186.07,4541.53,2.35,2.0,-19.6,-0.434,19.44,21.01,04a59672o0293o
59673.798644,22.529,3.5,4,12,c,0,1.38,114.69768,-59.51688,692.28,653.21,3.08,3.04,6.5,-0.376,19.35,21.48,03a59674o0013c
59676.016478,-21.099,0.842,-13,11,o,0,1.52,114.69768,-59.51688,7316.48,4496.08,2.26,2.01,-20.0,-0.453,19.21,20.64,04a59676o0122o
59676.019653,21.291,1.203,11,13,o,0,1.09,114.69768,-59.51688,7334.79,4532.81,2.34,2.06,-23.8,-0.411,19.21,20.64,04a59676o0129o
59676.025539,21.483,1.412,9,13,o,0,1.09,114.69768,-59.51688,7272.41,4450.9,2.26,2.03,-26.7,-0.435,19.23,20.64,04a59676o0142o
59676.035112,-21.39,1.282,-10,13,o,0,0.86,114.69768,-59.51688,7245.89,4560.87,2.11,1.95,-22.6,-0.457,19.31,20.64,04a59676o0163o
59677.847207,-19.546,0.279,-55,15,o,0,0.86,114.69768,-59.51688,759.0,585.38,2.83,2.69,-51.2,-0.417,19.3,20.86,03a59678o0223o
59677.849965,25.559,74.0,0,16,o,0,0.89,114.69768,-59.51688,778.87,621.59,3.05,2.9,-47.0,-0.401,19.22,20.84,03a59678o0229o
59677.859555,-20.456,0.629,-24,15,o,0,0.94,114.69768,-59.51688,716.58,547.07,3.11,2.98,-48.2,-0.396,19.2,20.82,03a59678o0250o
59677.872417,22.376,5.067,4,21,o,0,1.15,114.69768,-59.51688,690.96,665.33,3.0,2.84,-39.5,-0.405,18.94,20.48,03a59678o0278o
59680.066171,-20.746,0.763,-18,14,o,0,1.79,114.69768,-59.51688,7284.11,4467.22,2.31,2.06,-17.7,-0.418,19.02,20.24,04a59680o0244o
59680.068974,-19.758,0.309,-45,14,o,0,1.48,114.69768,-59.51688,7301.41,4505.63,2.34,2.08,-19.4,-0.412,19.01,20.28,04a59680o0250o
59680.074008,-21.443,1.559,-10,15,o,0,0.98,114.69768,-59.51688,7239.6,4424.57,2.29,2.13,-33.9,-0.407,19.03,20.28,04a59680o0261o
59680.084078,-19.931,0.369,-39,14,o,0,1.18,114.69768,-59.51688,7211.68,4537.36,2.26,2.02,-27.5,-0.409,19.03,20.18,04a59680o0283o
59684.014058,-20.201,0.754,-30,23,o,0,1.39,114.69768,-59.51688,4959.93,371.48,2.47,2.23,36.1,-0.418,18.57,19.5,04a59684o0093o
59684.016759,-19.715,0.494,-47,23,o,0,1.04,114.69768,-59.51688,4977.25,410.36,2.28,2.1,39.5,-0.432,18.71,19.51,04a59684o0099o
59684.023149,21.286,2.31,11,26,o,0,0.9,114.69768,-59.51688,4911.84,328.84,2.44,2.21,49.9,-0.401,18.64,19.51,04a59684o0113o
59684.038419,-20.091,0.613,-33,20,o,0,1.14,114.69768,-59.51688,4879.14,438.06,2.28,2.03,53.9,-0.425,18.69,19.48,04a59684o0146o
59685.797838,-21.236,2.784,-12,32,o,0,1.12,114.69768,-59.51688,10165.88,6719.16,3.38,2.98,-59.3,-0.362,18.35,19.0,03a59686o0205o
59685.806507,-19.44,0.642,-61,39,o,0,0.77,114.69768,-59.51688,10184.45,6758.21,3.38,2.96,-53.9,-0.354,18.32,18.96,03a59686o0224o
59685.809265,-21.589,4.026,-8,34,o,0,1.13,114.69768,-59.51688,10129.79,6672.89,3.32,2.89,-54.0,-0.367,18.29,18.94,03a59686o0230o
59685.812931,-20.01,0.929,-36,33,o,0,0.93,114.69768,-59.51688,895.46,6387.36,3.14,2.86,-42.0,-0.389,18.3,18.96,03a59686o0238o
59685.819861,21.46,3.058,10,29,o,0,1.1,114.69768,-59.51688,913.67,6425.67,2.91,2.63,-39.7,-0.388,18.38,18.94,03a59686o0253o
59685.823514,21.532,3.426,9,30,o,0,1.02,114.69768,-59.51688,859.02,6349.81,2.97,2.63,-38.0,-0.404,18.36,18.92,03a59686o0261o
59685.824425,20.221,1.096,30,32,o,0,1.61,114.69768,-59.51688,10108.09,6782.5,3.35,2.83,-50.3,-0.36,18.3,18.87,03a59686o0263o
59685.833185,-19.422,0.598,-62,37,o,0,1.18,114.69768,-59.51688,836.8,6467.4,3.39,3.05,-39.0,-0.413,18.26,18.88,03a59686o0282o
59688.078613,-19.874,0.529,-41,22,o,0,0.84,114.69768,-59.51688,4913.1,344.23,2.05,1.95,64.4,-0.415,18.76,19.45,04a59688o0264o
59688.084072,-19.628,0.399,-51,20,o,0,0.93,114.69768,-59.51688,4929.1,382.48,1.99,1.92,64.6,-0.425,18.79,19.45,04a59688o0276o
59688.086781,-20.21,0.714,-30,21,o,0,1.02,114.69768,-59.51688,4865.09,303.65,2.05,1.98,60.2,-0.418,18.76,19.46,04a59688o0282o
59688.099513,-22.551,6.655,-4,23,o,0,0.7,114.69768,-59.51688,4835.51,419.52,2.02,1.99,34.4,-0.413,18.68,19.5,04a59688o0310o
59691.996355,-22.05,2.41,-6,13,o,0,1.14,114.69768,-59.51688,4833.89,6187.05,2.26,2.03,-73.1,-0.438,19.18,20.55,04a59692o0091o
59691.999573,-23.294,5.917,-2,10,o,0,2.04,114.69768,-59.51688,4850.78,6223.79,2.35,2.06,-76.8,-0.425,19.19,20.59,04a59692o0098o
59692.005055,-20.549,0.561,-22,12,o,0,1.25,114.69768,-59.51688,4791.17,6143.64,2.22,1.98,-77.5,-0.434,19.26,20.54,04a59692o0110o
59692.016488,-20.691,0.554,-19,11,o,0,1.55,114.69768,-59.51688,4765.45,6253.57,2.14,1.89,-82.2,-0.426,19.24,20.56,04a59692o0134o
59699.991338,-19.692,0.331,-48,16,o,0,0.92,114.69768,-59.51688,2100.86,2656.13,2.5,2.25,46.7,-0.428,19.06,20.43,04a59700o0091o
59699.994489,-20.724,0.881,-19,16,o,0,1.01,114.69768,-59.51688,2118.6,2693.15,2.42,2.06,50.7,-0.427,19.14,20.43,04a59700o0098o
59700.000672,20.733,0.813,18,15,o,0,1.08,114.69768,-59.51688,2053.6,2614.74,2.39,2.05,49.0,-0.425,19.13,20.41,04a59700o0111o
59700.010683,-22.023,2.268,-6,13,o,0,1.54,114.69768,-59.51688,2026.46,2728.55,2.32,1.99,50.8,-0.424,19.17,20.47,04a59700o0132o
59701.763455,19.729,0.242,47,11,o,0,1.41,114.69768,-59.51688,9156.39,4600.56,2.65,2.12,-57.6,-0.385,19.23,20.35,03a59702o0138o
59701.768575,-23.942,15.714,-1,15,o,0,0.78,114.69768,-59.51688,9174.83,4639.6,2.65,2.07,-55.9,-0.383,19.25,20.33,03a59702o0148o
59701.772125,20.055,0.494,34,17,o,0,0.7,114.69768,-59.51688,9118.72,4556.58,2.65,2.09,-55.6,-0.387,19.22,20.3,03a59702o0155o
59701.783822,21.644,1.696,8,14,o,0,0.99,114.69768,-59.51688,9095.2,4666.9,2.69,2.1,-54.4,-0.385,19.21,20.3,03a59702o0179o
